Year__année,Estuary__estuaire,Site__lieu,Date trap set__date piège posé,Date trap fished__date piège remonté,Trap ID__ID de piège,Latitude,Longitude,Trap type,Type de piège,Bait type,Type d'appât,Effort (hours/heures),European Green crab (EGC)__crabe vert Européen (CVE),Total wt EGC__poids total CVE (kg),Lobster__Homard,Rock Crab__crabe commun,Finfish__poissons à nageoires,Other species__autres espèces,Depth at set__profondeur du piège (m),Probe Measurement (fished/set),Mesure de sonde (récupération/déploiement),Temperature__température (°C),Salinity (ppt)__salinité (ppm),Tide,Marée,Weather,Météo,Sediment,Sédiment,Vegetation,Végétation
2023,Shediac,Shed1,5/17/2023 15:00,5/18/2023 15:45,5154,46.27289,-64.57297,Fukui,Fukui,Herring,hareng,24.75,6,0.1472,0,0,0,0,1,fished,récupération,12.6,15.84,Low,Marée basse,"cloudy, sunny, windy","nuageux, ensoleillé, venteux",Mud,Boue,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Shediac,Shed2,5/17/2023 15:30,5/18/2023 16:20,5149,46.26308,-64.56358,Fukui,Fukui,Herring,hareng,24.83,86,1.77,0,4,0,0,1,fished,récupération,13.1,24.05,Low,Marée basse,"cloudy, sunny, windy","nuageux, ensoleillé, venteux",Sand / Mud,Sable / Boue,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Shediac,Shed2,5/17/2023 15:30,5/18/2023 16:20,5150,46.26308,-64.56358,Fukui,Fukui,Herring,hareng,24.83,53,1.52,0,5,0,0,1,fished,récupération,13.1,24.05,Low,Marée basse,"cloudy, sunny, windy","nuageux, ensoleillé, venteux",Sand / Mud,Sable / Boue,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Shediac,Shed2,5/17/2023 15:30,5/18/2023 16:20,5151,46.26308,-64.56358,Fukui,Fukui,Herring,hareng,24.83,81,1.56,0,10,0,0,1,fished,récupération,13.1,24.05,Low,Marée basse,"cloudy, sunny, windy","nuageux, ensoleillé, venteux",Sand / Mud,Sable / Boue,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Georgetown,G2,6/5/2023 10:20,6/7/2023 11:30,5177,46.17,-62.566233,Fukui,Fukui,Herring,hareng,49.17,0,0,0,0,0,0,2.44,fished,récupération,9.5,24.97,High,Marée haute,"cloudy, rain in the past 24 h","nuageux, précipitations au cours des dernières 24 heures",Mud,Boue,--,--
2023,Georgetown,G2,6/5/2023 10:20,6/7/2023 11:30,5178,46.17,-62.566233,Fukui,Fukui,Herring,hareng,49.17,74,--,0,0,0,0,2.44,fished,récupération,9.5,24.97,High,Marée haute,"cloudy, rain in the past 24 h","nuageux, précipitations au cours des dernières 24 heures",Mud,Boue,--,--
2023,Georgetown,G2,6/5/2023 10:20,6/7/2023 11:30,5179,46.17,-62.566233,Fukui,Fukui,Herring,hareng,49.17,35,--,0,0,0,0,2.44,fished,récupération,9.5,24.97,High,Marée haute,"cloudy, rain in the past 24 h","nuageux, précipitations au cours des dernières 24 heures",Mud,Boue,--,--
2023,Georgetown,G3,6/5/2023 10:51,6/7/2023 11:46,5174,46.19115,-62.569816,Fukui,Fukui,Herring,hareng,48.92,16,--,0,0,0,0,2.13,fished,récupération,10.8,27.74,High,Marée haute,"cloudy, rain in the past 24 h","nuageux, précipitations au cours des dernières 24 heures",Sand,Sable,--,--
2023,Georgetown,G3,6/5/2023 10:51,6/7/2023 11:46,5175,46.19115,-62.569816,Fukui,Fukui,Herring,hareng,48.92,3,--,0,0,0,0,2.13,fished,récupération,10.8,27.74,High,Marée haute,"cloudy, rain in the past 24 h","nuageux, précipitations au cours des dernières 24 heures",Sand,Sable,--,--
2023,Georgetown,G3,6/5/2023 10:51,6/7/2023 11:46,5176,46.19115,-62.569816,Fukui,Fukui,Herring,hareng,48.92,96,--,0,0,0,0,2.13,fished,récupération,10.8,27.74,High,Marée haute,"cloudy, rain in the past 24 h","nuageux, précipitations au cours des dernières 24 heures",Sand,Sable,--,--
2023,Georgetown,G1,6/5/2023 11:15,6/7/2023 11:10,5171,46.166316,-62.533283,Fukui,Fukui,Herring,hareng,47.92,0,0,1,4,0,0,2.27,fished,récupération,10.7,28.03,High,Marée haute,"cloudy, rain in the past 24 h","nuageux, précipitations au cours des dernières 24 heures",Sand,Sable,--,--
2023,Georgetown,G1,6/5/2023 11:15,6/7/2023 11:10,5172,46.166316,-62.533283,Fukui,Fukui,Herring,hareng,47.92,0,0,0,9,0,0,2.27,fished,récupération,10.7,28.03,High,Marée haute,"cloudy, rain in the past 24 h","nuageux, précipitations au cours des dernières 24 heures",Sand,Sable,--,--
2023,Georgetown,G1,6/5/2023 11:15,6/7/2023 11:10,5173,46.166316,-62.533283,Fukui,Fukui,Herring,hareng,47.92,0,0,0,4,0,0,2.27,fished,récupération,10.7,28.03,High,Marée haute,"cloudy, rain in the past 24 h","nuageux, précipitations au cours des dernières 24 heures",Sand,Sable,--,--
2023,St. Mary's Bay,STM1,6/5/2023 11:36,6/7/2023 10:50,5186,46.1507504,-62.5299799,Fukui,Fukui,Herring,hareng,47.23,0,0,0,2,0,0,2.27,fished,récupération,11.7,23.95,High,Marée haute,"cloudy, rain in the past 24 h","nuageux, précipitations au cours des dernières 24 heures",Sand,Sable,--,--
2023,St. Mary's Bay,STM1,6/5/2023 11:36,6/7/2023 10:50,5187,46.1507504,-62.5299799,Fukui,Fukui,Herring,hareng,47.23,0,0,0,2,0,0,2.27,fished,récupération,11.7,23.95,High,Marée haute,"cloudy, rain in the past 24 h","nuageux, précipitations au cours des dernières 24 heures",Sand,Sable,--,--
2023,St. Mary's Bay,STM1,6/5/2023 11:36,6/7/2023 10:50,5188,46.1507504,-62.5299799,Fukui,Fukui,Herring,hareng,47.23,0,0,0,2,0,0,2.27,fished,récupération,11.7,23.95,High,Marée haute,"cloudy, rain in the past 24 h","nuageux, précipitations au cours des dernières 24 heures",Sand,Sable,--,--
2023,St. Mary's Bay,STM2,6/5/2023 12:00,6/7/2023 10:00,5180,46.1236997,-62.5317499,Fukui,Fukui,Herring,hareng,46,75,--,0,0,0,0,1.98,fished,récupération,11.7,25.43,High / Outgoing,Marée haute / Descendante,"cloudy, rain in the past 24 h","nuageux, précipitations au cours des dernières 24 heures",Sand,Sable,--,--
2023,St. Mary's Bay,STM2,6/5/2023 12:00,6/7/2023 10:00,5181,46.1236997,-62.5317499,Fukui,Fukui,Herring,hareng,46,85,--,0,0,0,0,1.98,fished,récupération,11.7,25.43,High / Outgoing,Marée haute / Descendante,"cloudy, rain in the past 24 h","nuageux, précipitations au cours des dernières 24 heures",Sand,Sable,--,--
2023,St. Mary's Bay,STM2,6/5/2023 12:00,6/7/2023 10:00,5182,46.1236997,-62.5317499,Fukui,Fukui,Herring,hareng,46,35,--,0,0,0,0,1.98,fished,récupération,11.7,25.43,High / Outgoing,Marée haute / Descendante,"cloudy, rain in the past 24 h","nuageux, précipitations au cours des dernières 24 heures",Sand,Sable,--,--
2023,St. Mary's Bay,STM3,6/5/2023 12:15,6/7/2023 10:25,5183,46.12175,-62.47215,Fukui,Fukui,Herring,hareng,46.17,3,--,0,0,0,0,2.5,fished,récupération,11.9,28.01,High / Outgoing,Marée haute / Descendante,"cloudy, rain in the past 24 h","nuageux, précipitations au cours des dernières 24 heures",Sand / Mud,Sable / Boue,--,--
2023,St. Mary's Bay,STM3,6/5/2023 12:15,6/7/2023 10:25,5184,46.12175,-62.47215,Fukui,Fukui,Herring,hareng,46.17,2,--,0,0,0,0,2.5,fished,récupération,11.9,28.01,High / Outgoing,Marée haute / Descendante,"cloudy, rain in the past 24 h","nuageux, précipitations au cours des dernières 24 heures",Sand / Mud,Sable / Boue,--,--
2023,St. Mary's Bay,STM3,6/5/2023 12:15,6/7/2023 10:25,5185,46.12175,-62.47215,Fukui,Fukui,Herring,hareng,46.17,9,--,0,0,0,0,2.5,fished,récupération,11.9,28.01,High / Outgoing,Marée haute / Descendante,"cloudy, rain in the past 24 h","nuageux, précipitations au cours des dernières 24 heures",Sand / Mud,Sable / Boue,--,--
2023,Bouctouche,BT1,6/14/2023 11:35,6/15/2023 11:40,5155,46.52309,-64.68756,Fukui,Fukui,Herring,hareng,24.08,8,0.23,0,0,0,0,1,fished,récupération,18.4,19.92,Mid / Outgoing,Mi-marée / Descendante,"cloudy, rain in the past 24 h, windy","nuageux, précipitations au cours des dernières 24 heures, venteux",Mud,Boue,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Bouctouche,BT1,6/14/2023 11:35,6/15/2023 11:40,5156,46.52309,-64.68756,Fukui,Fukui,Herring,hareng,24.08,0,0,0,0,0,0,1,fished,récupération,18.4,19.92,Mid / Outgoing,Mi-marée / Descendante,"cloudy, rain in the past 24 h, windy","nuageux, précipitations au cours des dernières 24 heures, venteux",Mud,Boue,eelgrass (Zostera marina),zostère marine (Zostera marina)
