"source","latin.name_nom.latin","english.name_nom.anglais","french.name_nom.français","year_année","month_mois","number.otoliths_nombre.otolithes","number.otoliths.aged_nombre.otolithes.agées"
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1995,9,996,187
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1996,9,1125,202
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1997,9,1170,792
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1998,9,796,176
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1999,9,975,182
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2000,9,1031,184
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2001,9,761,172
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2002,9,1109,184
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2003,9,552,169
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2004,9,1187,703
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2005,9,728,723
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2006,9,1064,1049
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2007,9,992,972
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2008,8,256,55
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2008,9,706,111
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2009,9,885,164
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2010,9,829,166
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2011,9,597,158
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2011,10,11,1
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2012,9,636,145
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2013,9,667,159
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2014,9,748,161
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2015,9,774,163
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2016,9,633,172
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2017,9,503,159
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2018,9,387,152
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2019,9,638,167
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2020,9,230,88
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2020,10,176,68
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2021,8,18,4
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2021,9,890,145
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2022,9,706,402
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2023,9,848,326
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2023,10,207,76
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2024,8,212,0
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2024,9,611,0
