"year__annee","month__mois","day__jour","start_hour__heure_de_depart","start_minute__minute_de_depart","latitude","longitude","gear__equipement","species__espece","french_name__nom_francais","english_name__nom_anglais","latin_name__nom_latin","weight_caught__poids_pris","number_caught__quantite__attrape"
2012,6,28,9,28,46.3244166666667,-64.1281666666667,"8 gang toothed scallop drag lined with 14 mm mesh",6110,"Asterias non-spécifié","Asterias unidentified","Asterias sp.",0.0833,10.78
2012,6,28,9,28,46.3244166666667,-64.1281666666667,"8 gang toothed scallop drag lined with 14 mm mesh",6119,"Petite étoile rouge sang","Fat blood star","Henricia sanguinolenta",0,9.8
2012,6,28,9,28,46.3244166666667,-64.1281666666667,"8 gang toothed scallop drag lined with 14 mm mesh",6511,"Oursin plat","Common sand dollar","Echinarachnius parma",0,0.98
2012,6,28,9,28,46.3244166666667,-64.1281666666667,"8 gang toothed scallop drag lined with 14 mm mesh",8600,"Porifera non-spécifié","Sponge unidentified","Porifera",1.6513,0
2012,6,28,10,14,46.3083333333333,-64.1086666666667,"8 gang toothed scallop drag lined with 14 mm mesh",143,"Turbot de sable","Windowpane flounder","Scophthalmus aquosus",0,0.555333333333333
2012,6,28,10,14,46.3083333333333,-64.1086666666667,"8 gang toothed scallop drag lined with 14 mm mesh",301,"Chaboisseau à épines courtes","Shorthorn sculpin","Myoxocephalus scorpius",0,3.88733333333333
2012,6,28,10,14,46.3083333333333,-64.1086666666667,"8 gang toothed scallop drag lined with 14 mm mesh",2513,"Crabe commun","Atlantic rock crab","Cancer irroratus",0.11662,7.77466666666667
2012,6,28,10,14,46.3083333333333,-64.1086666666667,"8 gang toothed scallop drag lined with 14 mm mesh",4316,"Astarte non-spécifié","Astarte unidentified","Astarte sp.",0,44.4266666666667
2012,6,28,10,14,46.3083333333333,-64.1086666666667,"8 gang toothed scallop drag lined with 14 mm mesh",4332,"Moule géante","Northern horsemussel","Modiolus modiolus",0,1.666
2012,6,28,10,14,46.3083333333333,-64.1086666666667,"8 gang toothed scallop drag lined with 14 mm mesh",5200,"Patelle non-spécifié","Limpet unidentified",NA,0,0.555333333333333
2012,6,28,10,14,46.3083333333333,-64.1086666666667,"8 gang toothed scallop drag lined with 14 mm mesh",6110,"Asterias non-spécifié","Asterias unidentified","Asterias sp.",0.277666666666667,27.7666666666667
2012,6,28,10,14,46.3083333333333,-64.1086666666667,"8 gang toothed scallop drag lined with 14 mm mesh",6119,"Petite étoile rouge sang","Fat blood star","Henricia sanguinolenta",0,7.77466666666667
2012,6,28,10,14,46.3083333333333,-64.1086666666667,"8 gang toothed scallop drag lined with 14 mm mesh",6200,"Ophiuroidea non-spécifié","Brittle star unidentified","Ophiuroidea (s.o.)",0,0.555333333333333
2012,6,28,10,14,46.3083333333333,-64.1086666666667,"8 gang toothed scallop drag lined with 14 mm mesh",8600,"Porifera non-spécifié","Sponge unidentified","Porifera",0.86632,0
2012,6,28,11,15,46.2809166666667,-64.0994166666667,"8 gang toothed scallop drag lined with 14 mm mesh",122,"Tanche-tautogue","Cunner","Tautogolabrus adspersus",0,1.04125
2012,6,28,11,15,46.2809166666667,-64.0994166666667,"8 gang toothed scallop drag lined with 14 mm mesh",143,"Turbot de sable","Windowpane flounder","Scophthalmus aquosus",0,0.347083333333333
2012,6,28,11,15,46.2809166666667,-64.0994166666667,"8 gang toothed scallop drag lined with 14 mm mesh",301,"Chaboisseau à épines courtes","Shorthorn sculpin","Myoxocephalus scorpius",0,2.42958333333333
2012,6,28,11,15,46.2809166666667,-64.0994166666667,"8 gang toothed scallop drag lined with 14 mm mesh",991,"Bathophilus digitatus","Scaleless black dragonfish","Bathophilus digitatus",0.347083333333333,0
2012,6,28,11,15,46.2809166666667,-64.0994166666667,"8 gang toothed scallop drag lined with 14 mm mesh",2513,"Crabe commun","Atlantic rock crab","Cancer irroratus",0.173541666666667,10.4125
2012,6,28,11,15,46.2809166666667,-64.0994166666667,"8 gang toothed scallop drag lined with 14 mm mesh",2539,"Crabe calico","Lady crab","Ovalipes ocellatus",0,0.347083333333333
2012,6,28,11,15,46.2809166666667,-64.0994166666667,"8 gang toothed scallop drag lined with 14 mm mesh",4316,"Astarte non-spécifié","Astarte unidentified","Astarte sp.",0,16.3129166666667
2012,6,28,11,15,46.2809166666667,-64.0994166666667,"8 gang toothed scallop drag lined with 14 mm mesh",6110,"Asterias non-spécifié","Asterias unidentified","Asterias sp.",0.0902416666666667,6.94166666666667
2012,6,28,11,15,46.2809166666667,-64.0994166666667,"8 gang toothed scallop drag lined with 14 mm mesh",6119,"Petite étoile rouge sang","Fat blood star","Henricia sanguinolenta",0,10.7595833333333
2012,6,28,11,15,46.2809166666667,-64.0994166666667,"8 gang toothed scallop drag lined with 14 mm mesh",6200,"Ophiuroidea non-spécifié","Brittle star unidentified","Ophiuroidea (s.o.)",0,0.347083333333333
2012,6,28,11,15,46.2809166666667,-64.0994166666667,"8 gang toothed scallop drag lined with 14 mm mesh",6511,"Oursin plat","Common sand dollar","Echinarachnius parma",0,13.53625
2012,6,28,11,15,46.2809166666667,-64.0994166666667,"8 gang toothed scallop drag lined with 14 mm mesh",8600,"Porifera non-spécifié","Sponge unidentified","Porifera",1.04472083333333,0
2012,6,28,13,40,46.2594166666667,-64.0830833333333,"8 gang toothed scallop drag lined with 14 mm mesh",301,"Chaboisseau à épines courtes","Shorthorn sculpin","Myoxocephalus scorpius",0,0.378636363636364
2012,6,28,13,40,46.2594166666667,-64.0830833333333,"8 gang toothed scallop drag lined with 14 mm mesh",621,"Sigouine de roche","Rock gunnel","Pholis gunnellus",0,0.757272727272727
2012,6,28,13,40,46.2594166666667,-64.0830833333333,"8 gang toothed scallop drag lined with 14 mm mesh",991,"Bathophilus digitatus","Scaleless black dragonfish","Bathophilus digitatus",0.0757272727272727,0
2012,6,28,13,40,46.2594166666667,-64.0830833333333,"8 gang toothed scallop drag lined with 14 mm mesh",2513,"Crabe commun","Atlantic rock crab","Cancer irroratus",0.0643681818181818,1.89318181818182
2012,6,28,13,40,46.2594166666667,-64.0830833333333,"8 gang toothed scallop drag lined with 14 mm mesh",4316,"Astarte non-spécifié","Astarte unidentified","Astarte sp.",0,7.19409090909091
2012,6,28,13,40,46.2594166666667,-64.0830833333333,"8 gang toothed scallop drag lined with 14 mm mesh",6110,"Asterias non-spécifié","Asterias unidentified","Asterias sp.",0.287763636363636,9.08727272727273
2012,6,28,13,40,46.2594166666667,-64.0830833333333,"8 gang toothed scallop drag lined with 14 mm mesh",6119,"Petite étoile rouge sang","Fat blood star","Henricia sanguinolenta",0,6.43681818181818
2012,6,28,13,40,46.2594166666667,-64.0830833333333,"8 gang toothed scallop drag lined with 14 mm mesh",6511,"Oursin plat","Common sand dollar","Echinarachnius parma",16.3570909090909,1781.10545454545
2012,6,28,13,40,46.2594166666667,-64.0830833333333,"8 gang toothed scallop drag lined with 14 mm mesh",8600,"Porifera non-spécifié","Sponge unidentified","Porifera",0.287763636363636,0
2012,6,28,15,3,46.2773333333333,-64.2653333333333,"8 gang toothed scallop drag lined with 14 mm mesh",43,"Plie rouge","Winter flounder","Pseudopleuronectes americanus",0,3.20384615384615
2012,6,28,15,3,46.2773333333333,-64.2653333333333,"8 gang toothed scallop drag lined with 14 mm mesh",122,"Tanche-tautogue","Cunner","Tautogolabrus adspersus",0,0.640769230769231
2012,6,28,15,3,46.2773333333333,-64.2653333333333,"8 gang toothed scallop drag lined with 14 mm mesh",204,"Raie tachetée","Winter skate","Leucoraja ocellata",0,0.640769230769231
2012,6,28,15,3,46.2773333333333,-64.2653333333333,"8 gang toothed scallop drag lined with 14 mm mesh",2416,"Crangon crevette non-spécifié","Crangon shrimp unidentified","Crangon sp.",0,0.640769230769231
2012,6,28,15,3,46.2773333333333,-64.2653333333333,"8 gang toothed scallop drag lined with 14 mm mesh",2513,"Crabe commun","Atlantic rock crab","Cancer irroratus",0,3.84461538461538
2012,6,28,15,3,46.2773333333333,-64.2653333333333,"8 gang toothed scallop drag lined with 14 mm mesh",2539,"Crabe calico","Lady crab","Ovalipes ocellatus",0,0.640769230769231
2012,6,28,15,3,46.2773333333333,-64.2653333333333,"8 gang toothed scallop drag lined with 14 mm mesh",2561,"Bernards l'hermite droitiers non-spécifié","Right handed hermit crab unidentified","Pagurus sp.",0,0.640769230769231
2012,6,28,15,3,46.2773333333333,-64.2653333333333,"8 gang toothed scallop drag lined with 14 mm mesh",4316,"Astarte non-spécifié","Astarte unidentified","Astarte sp.",0,7.04846153846154
2012,6,28,15,3,46.2773333333333,-64.2653333333333,"8 gang toothed scallop drag lined with 14 mm mesh",6110,"Asterias non-spécifié","Asterias unidentified","Asterias sp.",0.384461538461538,12.8153846153846
2012,6,28,15,3,46.2773333333333,-64.2653333333333,"8 gang toothed scallop drag lined with 14 mm mesh",6119,"Petite étoile rouge sang","Fat blood star","Henricia sanguinolenta",0,1.92230769230769
2012,6,28,15,3,46.2773333333333,-64.2653333333333,"8 gang toothed scallop drag lined with 14 mm mesh",6511,"Oursin plat","Common sand dollar","Echinarachnius parma",0.986784615384615,135.202307692308
2012,6,28,15,3,46.2773333333333,-64.2653333333333,"8 gang toothed scallop drag lined with 14 mm mesh",8600,"Porifera non-spécifié","Sponge unidentified","Porifera",0.525430769230769,0
2012,6,28,15,43,46.2934166666667,-64.2743333333333,"8 gang toothed scallop drag lined with 14 mm mesh",122,"Tanche-tautogue","Cunner","Tautogolabrus adspersus",0,0.833
2012,6,28,15,43,46.2934166666667,-64.2743333333333,"8 gang toothed scallop drag lined with 14 mm mesh",301,"Chaboisseau à épines courtes","Shorthorn sculpin","Myoxocephalus scorpius",0,0.4165
2012,6,28,15,43,46.2934166666667,-64.2743333333333,"8 gang toothed scallop drag lined with 14 mm mesh",2513,"Crabe commun","Atlantic rock crab","Cancer irroratus",0,5.4145
2012,6,28,15,43,46.2934166666667,-64.2743333333333,"8 gang toothed scallop drag lined with 14 mm mesh",2539,"Crabe calico","Lady crab","Ovalipes ocellatus",0,0.833
2012,6,28,15,43,46.2934166666667,-64.2743333333333,"8 gang toothed scallop drag lined with 14 mm mesh",2561,"Bernards l'hermite droitiers non-spécifié","Right handed hermit crab unidentified","Pagurus sp.",0,1.2495
2012,6,28,15,43,46.2934166666667,-64.2743333333333,"8 gang toothed scallop drag lined with 14 mm mesh",4221,"Natice de l'Atlantique ou héros","Northern moonsnail","Euspira heros",0,0.4165
2012,6,28,15,43,46.2934166666667,-64.2743333333333,"8 gang toothed scallop drag lined with 14 mm mesh",4316,"Astarte non-spécifié","Astarte unidentified","Astarte sp.",0,32.487
2012,6,28,15,43,46.2934166666667,-64.2743333333333,"8 gang toothed scallop drag lined with 14 mm mesh",4317,"Mactre de l'Atlantique","Atlantic surf clam","Spisula solidissima",0,0.4165
2012,6,28,15,43,46.2934166666667,-64.2743333333333,"8 gang toothed scallop drag lined with 14 mm mesh",6110,"Asterias non-spécifié","Asterias unidentified","Asterias sp.",1.237005,32.487
2012,6,28,15,43,46.2934166666667,-64.2743333333333,"8 gang toothed scallop drag lined with 14 mm mesh",6119,"Petite étoile rouge sang","Fat blood star","Henricia sanguinolenta",0,1.2495
2012,6,28,15,43,46.2934166666667,-64.2743333333333,"8 gang toothed scallop drag lined with 14 mm mesh",6511,"Oursin plat","Common sand dollar","Echinarachnius parma",3.86512,349.86
2012,6,28,15,43,46.2934166666667,-64.2743333333333,"8 gang toothed scallop drag lined with 14 mm mesh",8600,"Porifera non-spécifié","Sponge unidentified","Porifera",0.51646,0
2012,6,28,16,21,46.2690833333333,-64.305,"8 gang toothed scallop drag lined with 14 mm mesh",43,"Plie rouge","Winter flounder","Pseudopleuronectes americanus",0,1.04125
2012,6,28,16,21,46.2690833333333,-64.305,"8 gang toothed scallop drag lined with 14 mm mesh",122,"Tanche-tautogue","Cunner","Tautogolabrus adspersus",0,1.38833333333333
2012,6,28,16,21,46.2690833333333,-64.305,"8 gang toothed scallop drag lined with 14 mm mesh",143,"Turbot de sable","Windowpane flounder","Scophthalmus aquosus",0,0.347083333333333
2012,6,28,16,21,46.2690833333333,-64.305,"8 gang toothed scallop drag lined with 14 mm mesh",2513,"Crabe commun","Atlantic rock crab","Cancer irroratus",0.659458333333333,5.55333333333333
2012,6,28,16,21,46.2690833333333,-64.305,"8 gang toothed scallop drag lined with 14 mm mesh",2561,"Bernards l'hermite droitiers non-spécifié","Right handed hermit crab unidentified","Pagurus sp.",0,0.347083333333333
2012,6,28,16,21,46.2690833333333,-64.305,"8 gang toothed scallop drag lined with 14 mm mesh",4221,"Natice de l'Atlantique ou héros","Northern moonsnail","Euspira heros",0,0.694166666666667
2012,6,28,16,21,46.2690833333333,-64.305,"8 gang toothed scallop drag lined with 14 mm mesh",4316,"Astarte non-spécifié","Astarte unidentified","Astarte sp.",0,2.77666666666667
2012,6,28,16,21,46.2690833333333,-64.305,"8 gang toothed scallop drag lined with 14 mm mesh",6110,"Asterias non-spécifié","Asterias unidentified","Asterias sp.",0.149245833333333,11.8008333333333
2012,6,28,16,21,46.2690833333333,-64.305,"8 gang toothed scallop drag lined with 14 mm mesh",6511,"Oursin plat","Common sand dollar","Echinarachnius parma",0.357495833333333,261.006666666667
2012,6,28,16,21,46.2690833333333,-64.305,"8 gang toothed scallop drag lined with 14 mm mesh",8600,"Porifera non-spécifié","Sponge unidentified","Porifera",0.0902416666666667,0
2012,6,29,9,50,46.2199166666667,-63.9630833333333,"8 gang toothed scallop drag lined with 14 mm mesh",43,"Plie rouge","Winter flounder","Pseudopleuronectes americanus",0,1.19
2012,6,29,9,50,46.2199166666667,-63.9630833333333,"8 gang toothed scallop drag lined with 14 mm mesh",300,"Chaboisseau à dix-huit-épines","Longhorn sculpin","Myoxocephalus octodecemspinosus",0,1.19
2012,6,29,9,50,46.2199166666667,-63.9630833333333,"8 gang toothed scallop drag lined with 14 mm mesh",2416,"Crangon crevette non-spécifié","Crangon shrimp unidentified","Crangon sp.",0,1.19
2012,6,29,9,50,46.2199166666667,-63.9630833333333,"8 gang toothed scallop drag lined with 14 mm mesh",2513,"Crabe commun","Atlantic rock crab","Cancer irroratus",0.2975,2.38
2012,6,29,9,50,46.2199166666667,-63.9630833333333,"8 gang toothed scallop drag lined with 14 mm mesh",2539,"Crabe calico","Lady crab","Ovalipes ocellatus",0.8925,2.38
2012,6,29,9,50,46.2199166666667,-63.9630833333333,"8 gang toothed scallop drag lined with 14 mm mesh",4221,"Natice de l'Atlantique ou héros","Northern moonsnail","Euspira heros",0,1.19
2012,6,29,9,50,46.2199166666667,-63.9630833333333,"8 gang toothed scallop drag lined with 14 mm mesh",4316,"Astarte non-spécifié","Astarte unidentified","Astarte sp.",0,7.14
2012,6,29,9,50,46.2199166666667,-63.9630833333333,"8 gang toothed scallop drag lined with 14 mm mesh",6110,"Asterias non-spécifié","Asterias unidentified","Asterias sp.",0,4.76
2012,6,29,9,50,46.2199166666667,-63.9630833333333,"8 gang toothed scallop drag lined with 14 mm mesh",6511,"Oursin plat","Common sand dollar","Echinarachnius parma",29.869,3351.04
2012,6,29,9,50,46.2199166666667,-63.9630833333333,"8 gang toothed scallop drag lined with 14 mm mesh",8600,"Porifera non-spécifié","Sponge unidentified","Porifera",0,1.19
2012,6,29,10,24,46.1885833333333,-63.9995,"8 gang toothed scallop drag lined with 14 mm mesh",122,"Tanche-tautogue","Cunner","Tautogolabrus adspersus",0,0.757272727272727
2012,6,29,10,24,46.1885833333333,-63.9995,"8 gang toothed scallop drag lined with 14 mm mesh",301,"Chaboisseau à épines courtes","Shorthorn sculpin","Myoxocephalus scorpius",0.0757272727272727,9.08727272727273
2012,6,29,10,24,46.1885833333333,-63.9995,"8 gang toothed scallop drag lined with 14 mm mesh",992,"Melamphaes simus","Ridgehead","Melamphaes simus",1.9992,0
2012,6,29,10,24,46.1885833333333,-63.9995,"8 gang toothed scallop drag lined with 14 mm mesh",993,"Dysalotus alcocki","Dysalotus alcocki","Dysalotus alcocki",0,0
2012,6,29,10,24,46.1885833333333,-63.9995,"8 gang toothed scallop drag lined with 14 mm mesh",6110,"Asterias non-spécifié","Asterias unidentified","Asterias sp.",0,1.51454545454545
2012,6,29,10,24,46.1885833333333,-63.9995,"8 gang toothed scallop drag lined with 14 mm mesh",6511,"Oursin plat","Common sand dollar","Echinarachnius parma",0,0.757272727272727
2012,6,29,10,24,46.1885833333333,-63.9995,"8 gang toothed scallop drag lined with 14 mm mesh",8300,"Anthozoa non-spécifié","Anthozoa unidentified","Anthozoa (c.)",0,0.757272727272727
2012,6,29,10,24,46.1885833333333,-63.9995,"8 gang toothed scallop drag lined with 14 mm mesh",9500,"Vase","Mud",NA,0,1.51454545454545
2012,6,29,10,52,46.2195,-63.9768333333333,"8 gang toothed scallop drag lined with 14 mm mesh",122,"Tanche-tautogue","Cunner","Tautogolabrus adspersus",0,1.04125
2012,6,29,10,52,46.2195,-63.9768333333333,"8 gang toothed scallop drag lined with 14 mm mesh",301,"Chaboisseau à épines courtes","Shorthorn sculpin","Myoxocephalus scorpius",0,2.0825
2012,6,29,10,52,46.2195,-63.9768333333333,"8 gang toothed scallop drag lined with 14 mm mesh",2513,"Crabe commun","Atlantic rock crab","Cancer irroratus",0,2.0825
2012,6,29,10,52,46.2195,-63.9768333333333,"8 gang toothed scallop drag lined with 14 mm mesh",2561,"Bernards l'hermite droitiers non-spécifié","Right handed hermit crab unidentified","Pagurus sp.",0,2.0825
2012,6,29,10,52,46.2195,-63.9768333333333,"8 gang toothed scallop drag lined with 14 mm mesh",4221,"Natice de l'Atlantique ou héros","Northern moonsnail","Euspira heros",0,1.04125
2012,6,29,10,52,46.2195,-63.9768333333333,"8 gang toothed scallop drag lined with 14 mm mesh",4316,"Astarte non-spécifié","Astarte unidentified","Astarte sp.",0,2.0825
2012,6,29,10,52,46.2195,-63.9768333333333,"8 gang toothed scallop drag lined with 14 mm mesh",6119,"Petite étoile rouge sang","Fat blood star","Henricia sanguinolenta",0,1.04125
2012,6,29,10,52,46.2195,-63.9768333333333,"8 gang toothed scallop drag lined with 14 mm mesh",6511,"Oursin plat","Common sand dollar","Echinarachnius parma",8.4966,833
2012,6,29,10,52,46.2195,-63.9768333333333,"8 gang toothed scallop drag lined with 14 mm mesh",8400,"Hydrozoa non-spécifié","Hydrozoa unidentified","Hydrozoa (c.)",2.5094125,0
2012,6,29,10,52,46.2195,-63.9768333333333,"8 gang toothed scallop drag lined with 14 mm mesh",8600,"Porifera non-spécifié","Sponge unidentified","Porifera",0.187425,4.165
2012,6,29,10,52,46.2195,-63.9768333333333,"8 gang toothed scallop drag lined with 14 mm mesh",9302,"Ulva non-spécifié","Sea lettuce unidentified","Ulva sp.",0,1.04125
2012,6,29,11,13,46.2323333333333,-63.95175,"8 gang toothed scallop drag lined with 14 mm mesh",43,"Plie rouge","Winter flounder","Pseudopleuronectes americanus",0.3644375,6.2475
2012,6,29,11,13,46.2323333333333,-63.95175,"8 gang toothed scallop drag lined with 14 mm mesh",994,"Trachurus non-spécifié","Trachurus unidentified","Trachurus sp.",0,2.0825
2012,6,29,11,13,46.2323333333333,-63.95175,"8 gang toothed scallop drag lined with 14 mm mesh",2416,"Crangon crevette non-spécifié","Crangon shrimp unidentified","Crangon sp.",0,2.0825
2012,6,29,11,13,46.2323333333333,-63.95175,"8 gang toothed scallop drag lined with 14 mm mesh",2513,"Crabe commun","Atlantic rock crab","Cancer irroratus",0.4165,4.165
2012,6,29,11,13,46.2323333333333,-63.95175,"8 gang toothed scallop drag lined with 14 mm mesh",4316,"Astarte non-spécifié","Astarte unidentified","Astarte sp.",0.4165,31.2375
2012,6,29,11,13,46.2323333333333,-63.95175,"8 gang toothed scallop drag lined with 14 mm mesh",6110,"Asterias non-spécifié","Asterias unidentified","Asterias sp.",0,15.61875
2012,6,29,11,13,46.2323333333333,-63.95175,"8 gang toothed scallop drag lined with 14 mm mesh",6113,"Grande astérie polaire","Polar six-rayed star","Leptasterias (Hexasterias) polaris",0,1.04125
2012,6,29,11,13,46.2323333333333,-63.95175,"8 gang toothed scallop drag lined with 14 mm mesh",6119,"Petite étoile rouge sang","Fat blood star","Henricia sanguinolenta",0,8.33
2012,6,29,11,13,46.2323333333333,-63.95175,"8 gang toothed scallop drag lined with 14 mm mesh",6511,"Oursin plat","Common sand dollar","Echinarachnius parma",51.333625,5231.24
2012,6,29,11,13,46.2323333333333,-63.95175,"8 gang toothed scallop drag lined with 14 mm mesh",8300,"Anthozoa non-spécifié","Anthozoa unidentified","Anthozoa (c.)",0,0
2012,6,29,11,13,46.2323333333333,-63.95175,"8 gang toothed scallop drag lined with 14 mm mesh",8600,"Porifera non-spécifié","Sponge unidentified","Porifera",0.520625,1.04125
2012,6,29,13,0,46.2364166666667,-63.8829166666667,"8 gang toothed scallop drag lined with 14 mm mesh",122,"Tanche-tautogue","Cunner","Tautogolabrus adspersus",0,3.57
2012,6,29,13,0,46.2364166666667,-63.8829166666667,"8 gang toothed scallop drag lined with 14 mm mesh",301,"Chaboisseau à épines courtes","Shorthorn sculpin","Myoxocephalus scorpius",0,2.38
2012,6,29,13,0,46.2364166666667,-63.8829166666667,"8 gang toothed scallop drag lined with 14 mm mesh",320,"Hémitriptère atlantique","Sea raven","Hemitripterus americanus",0,1.19
