"year","month","day","start.hour","start.minute","latitude","longitude","gear.str","species","french.name","english.name","latin.name","weight.caught","number.caught"
2012,6,28,7,59,46.3359166666667,-64.3255,"8 gang toothed scallop drag lined with 14 mm mesh",301,"Chaboisseau à épines courtes","SHORTHORN SCULPIN","MYOXOCEPHALUS SCORPIUS",0,0.571428571428571
2012,6,28,7,59,46.3359166666667,-64.3255,"8 gang toothed scallop drag lined with 14 mm mesh",2416,"Crevette grise non spécifiée","CRANGON SP.","CRANGON SP.",0,5.14285714285714
2012,6,28,7,59,46.3359166666667,-64.3255,"8 gang toothed scallop drag lined with 14 mm mesh",2513,"Crabe tourteau commun","ATLANTIC ROCK CRAB","CANCER IRRORATUS",0.388571428571429,4
2012,6,28,7,59,46.3359166666667,-64.3255,"8 gang toothed scallop drag lined with 14 mm mesh",2561,"Bernards l'hermite droitiers","PAGURUS SP.","PAGURUS SP.",0,1.71428571428571
2012,6,28,7,59,46.3359166666667,-64.3255,"8 gang toothed scallop drag lined with 14 mm mesh",4316,"Astartes","ASTARTE SP.","ASTARTE SP.",0,0.571428571428571
2012,6,28,7,59,46.3359166666667,-64.3255,"8 gang toothed scallop drag lined with 14 mm mesh",6110,"Étoile de mer non spécifiée","ASTERIAS SP.","ASTERIAS SP.",0.285714285714286,16.5714285714286
2012,6,28,7,59,46.3359166666667,-64.3255,"8 gang toothed scallop drag lined with 14 mm mesh",6511,"Dollar de mer","ECHINARACHNIUS PARMA","ECHINARACHNIUS PARMA",0.777142857142857,63.4285714285714
2012,6,28,7,59,46.3359166666667,-64.3255,"8 gang toothed scallop drag lined with 14 mm mesh",8300,"Anémone de mer non spécifiée","SEA ANEMONE","ANTHOZOA C.",0,1.71428571428571
2012,6,28,7,59,46.3359166666667,-64.3255,"8 gang toothed scallop drag lined with 14 mm mesh",8600,"Éponge  non spécifiée","SPONGES","PORIFERA P.",0.405714285714286,0
2012,6,28,9,28,46.3244166666667,-64.1281666666667,"8 gang toothed scallop drag lined with 14 mm mesh",122,"Tanche-tautogue","CUNNER","TAUTOGOLABRUS ADSPERSUS",0,0.470588235294118
2012,6,28,9,28,46.3244166666667,-64.1281666666667,"8 gang toothed scallop drag lined with 14 mm mesh",301,"Chaboisseau à épines courtes","SHORTHORN SCULPIN","MYOXOCEPHALUS SCORPIUS",0,0.470588235294118
2012,6,28,9,28,46.3244166666667,-64.1281666666667,"8 gang toothed scallop drag lined with 14 mm mesh",1224,"Oeufs de raie non spécifiés","SKATE UNID. EGGS","RAJA EGGS",0,1.41176470588235
2012,6,28,9,28,46.3244166666667,-64.1281666666667,"8 gang toothed scallop drag lined with 14 mm mesh",2513,"Crabe tourteau commun","ATLANTIC ROCK CRAB","CANCER IRRORATUS",0.221176470588235,7.52941176470588
2012,6,28,9,28,46.3244166666667,-64.1281666666667,"8 gang toothed scallop drag lined with 14 mm mesh",3130,NA,"NEREIS SP.","NEREIS SP.",0,0.470588235294118
2012,6,28,9,28,46.3244166666667,-64.1281666666667,"8 gang toothed scallop drag lined with 14 mm mesh",4316,"Astartes","ASTARTE SP.","ASTARTE SP.",0,3.29411764705882
2012,6,28,9,28,46.3244166666667,-64.1281666666667,"8 gang toothed scallop drag lined with 14 mm mesh",4332,"Moule géante","HORSE MUSSELS","MODIOLUS MODIOLUS",0,0.470588235294118
2012,6,28,9,28,46.3244166666667,-64.1281666666667,"8 gang toothed scallop drag lined with 14 mm mesh",6110,"Étoile de mer non spécifiée","ASTERIAS SP.","ASTERIAS SP.",0.08,10.3529411764706
2012,6,28,9,28,46.3244166666667,-64.1281666666667,"8 gang toothed scallop drag lined with 14 mm mesh",6119,"Petite étoile rouge sang","BLOOD STAR","HENRICIA SANGUINOLENTA",0,9.41176470588235
2012,6,28,9,28,46.3244166666667,-64.1281666666667,"8 gang toothed scallop drag lined with 14 mm mesh",6511,"Dollar de mer","ECHINARACHNIUS PARMA","ECHINARACHNIUS PARMA",0,0.941176470588235
2012,6,28,9,28,46.3244166666667,-64.1281666666667,"8 gang toothed scallop drag lined with 14 mm mesh",8600,"Éponge  non spécifiée","SPONGES","PORIFERA P.",1.58588235294118,0
2012,6,28,10,14,46.3083333333333,-64.1086666666667,"8 gang toothed scallop drag lined with 14 mm mesh",143,"Turbot de sable","BRILL/WINDOWPANE","SCOPHTHALMUS AQUOSUS",0,0.533333333333333
2012,6,28,10,14,46.3083333333333,-64.1086666666667,"8 gang toothed scallop drag lined with 14 mm mesh",301,"Chaboisseau à épines courtes","SHORTHORN SCULPIN","MYOXOCEPHALUS SCORPIUS",0,3.73333333333333
2012,6,28,10,14,46.3083333333333,-64.1086666666667,"8 gang toothed scallop drag lined with 14 mm mesh",2513,"Crabe tourteau commun","ATLANTIC ROCK CRAB","CANCER IRRORATUS",0.112,7.46666666666667
2012,6,28,10,14,46.3083333333333,-64.1086666666667,"8 gang toothed scallop drag lined with 14 mm mesh",4316,"Astartes","ASTARTE SP.","ASTARTE SP.",0,42.6666666666667
2012,6,28,10,14,46.3083333333333,-64.1086666666667,"8 gang toothed scallop drag lined with 14 mm mesh",4332,"Moule géante","HORSE MUSSELS","MODIOLUS MODIOLUS",0,1.6
2012,6,28,10,14,46.3083333333333,-64.1086666666667,"8 gang toothed scallop drag lined with 14 mm mesh",5200,"Patelles","LIMPET (NS)","ARCHAEOGASTROPODA O.",0,0.533333333333333
2012,6,28,10,14,46.3083333333333,-64.1086666666667,"8 gang toothed scallop drag lined with 14 mm mesh",6110,"Étoile de mer non spécifiée","ASTERIAS SP.","ASTERIAS SP.",0.266666666666667,26.6666666666667
2012,6,28,10,14,46.3083333333333,-64.1086666666667,"8 gang toothed scallop drag lined with 14 mm mesh",6119,"Petite étoile rouge sang","BLOOD STAR","HENRICIA SANGUINOLENTA",0,7.46666666666667
2012,6,28,10,14,46.3083333333333,-64.1086666666667,"8 gang toothed scallop drag lined with 14 mm mesh",6200,"Ophiure  non spécifié","BRITTLE STAR","OPHIUROIDEA S.C.",0,0.533333333333333
2012,6,28,10,14,46.3083333333333,-64.1086666666667,"8 gang toothed scallop drag lined with 14 mm mesh",8600,"Éponge  non spécifiée","SPONGES","PORIFERA P.",0.832,0
2012,6,28,11,15,46.2809166666667,-64.0994166666667,"8 gang toothed scallop drag lined with 14 mm mesh",122,"Tanche-tautogue","CUNNER","TAUTOGOLABRUS ADSPERSUS",0,1
2012,6,28,11,15,46.2809166666667,-64.0994166666667,"8 gang toothed scallop drag lined with 14 mm mesh",143,"Turbot de sable","BRILL/WINDOWPANE","SCOPHTHALMUS AQUOSUS",0,0.333333333333333
2012,6,28,11,15,46.2809166666667,-64.0994166666667,"8 gang toothed scallop drag lined with 14 mm mesh",301,"Chaboisseau à épines courtes","SHORTHORN SCULPIN","MYOXOCEPHALUS SCORPIUS",0,2.33333333333333
2012,6,28,11,15,46.2809166666667,-64.0994166666667,"8 gang toothed scallop drag lined with 14 mm mesh",991,NA,"BATHOPHILUS DIGITATUS","BATHOPHILUS DIGITATUS",0.333333333333333,0
2012,6,28,11,15,46.2809166666667,-64.0994166666667,"8 gang toothed scallop drag lined with 14 mm mesh",2513,"Crabe tourteau commun","ATLANTIC ROCK CRAB","CANCER IRRORATUS",0.166666666666667,10
2012,6,28,11,15,46.2809166666667,-64.0994166666667,"8 gang toothed scallop drag lined with 14 mm mesh",2539,NA,"LADY CRAB","OVALIPES OCELLATUS",0,0.333333333333333
2012,6,28,11,15,46.2809166666667,-64.0994166666667,"8 gang toothed scallop drag lined with 14 mm mesh",4316,"Astartes","ASTARTE SP.","ASTARTE SP.",0,15.6666666666667
2012,6,28,11,15,46.2809166666667,-64.0994166666667,"8 gang toothed scallop drag lined with 14 mm mesh",6110,"Étoile de mer non spécifiée","ASTERIAS SP.","ASTERIAS SP.",0.0866666666666667,6.66666666666667
2012,6,28,11,15,46.2809166666667,-64.0994166666667,"8 gang toothed scallop drag lined with 14 mm mesh",6119,"Petite étoile rouge sang","BLOOD STAR","HENRICIA SANGUINOLENTA",0,10.3333333333333
2012,6,28,11,15,46.2809166666667,-64.0994166666667,"8 gang toothed scallop drag lined with 14 mm mesh",6200,"Ophiure  non spécifié","BRITTLE STAR","OPHIUROIDEA S.C.",0,0.333333333333333
2012,6,28,11,15,46.2809166666667,-64.0994166666667,"8 gang toothed scallop drag lined with 14 mm mesh",6511,"Dollar de mer","ECHINARACHNIUS PARMA","ECHINARACHNIUS PARMA",0,13
2012,6,28,11,15,46.2809166666667,-64.0994166666667,"8 gang toothed scallop drag lined with 14 mm mesh",8600,"Éponge  non spécifiée","SPONGES","PORIFERA P.",1.00333333333333,0
2012,6,28,13,40,46.2594166666667,-64.0830833333333,"8 gang toothed scallop drag lined with 14 mm mesh",301,"Chaboisseau à épines courtes","SHORTHORN SCULPIN","MYOXOCEPHALUS SCORPIUS",0,0.363636363636364
2012,6,28,13,40,46.2594166666667,-64.0830833333333,"8 gang toothed scallop drag lined with 14 mm mesh",621,"Sigouine de roche","ROCK GUNNEL(EEL)","PHOLIS GUNNELLUS",0,0.727272727272727
2012,6,28,13,40,46.2594166666667,-64.0830833333333,"8 gang toothed scallop drag lined with 14 mm mesh",991,NA,"BATHOPHILUS DIGITATUS","BATHOPHILUS DIGITATUS",0.0727272727272727,0
2012,6,28,13,40,46.2594166666667,-64.0830833333333,"8 gang toothed scallop drag lined with 14 mm mesh",2513,"Crabe tourteau commun","ATLANTIC ROCK CRAB","CANCER IRRORATUS",0.0618181818181818,1.81818181818182
2012,6,28,13,40,46.2594166666667,-64.0830833333333,"8 gang toothed scallop drag lined with 14 mm mesh",4316,"Astartes","ASTARTE SP.","ASTARTE SP.",0,6.90909090909091
2012,6,28,13,40,46.2594166666667,-64.0830833333333,"8 gang toothed scallop drag lined with 14 mm mesh",6110,"Étoile de mer non spécifiée","ASTERIAS SP.","ASTERIAS SP.",0.276363636363636,8.72727272727273
2012,6,28,13,40,46.2594166666667,-64.0830833333333,"8 gang toothed scallop drag lined with 14 mm mesh",6119,"Petite étoile rouge sang","BLOOD STAR","HENRICIA SANGUINOLENTA",0,6.18181818181818
2012,6,28,13,40,46.2594166666667,-64.0830833333333,"8 gang toothed scallop drag lined with 14 mm mesh",6511,"Dollar de mer","ECHINARACHNIUS PARMA","ECHINARACHNIUS PARMA",15.7090909090909,1710.54545454545
2012,6,28,13,40,46.2594166666667,-64.0830833333333,"8 gang toothed scallop drag lined with 14 mm mesh",8600,"Éponge  non spécifiée","SPONGES","PORIFERA P.",0.276363636363636,0
2012,6,28,15,3,46.2773333333333,-64.2653333333333,"8 gang toothed scallop drag lined with 14 mm mesh",43,"Plie rouge","WINTER FLOUNDER","PSEUDOPLEURONECTES AMERICANUS",0,3.07692307692308
2012,6,28,15,3,46.2773333333333,-64.2653333333333,"8 gang toothed scallop drag lined with 14 mm mesh",122,"Tanche-tautogue","CUNNER","TAUTOGOLABRUS ADSPERSUS",0,0.615384615384615
2012,6,28,15,3,46.2773333333333,-64.2653333333333,"8 gang toothed scallop drag lined with 14 mm mesh",204,"Raie tachetée","WINTER SKATE","LEUCORAJA OCELLATA",0,0.615384615384615
2012,6,28,15,3,46.2773333333333,-64.2653333333333,"8 gang toothed scallop drag lined with 14 mm mesh",2416,"Crevette grise non spécifiée","CRANGON SP.","CRANGON SP.",0,0.615384615384615
2012,6,28,15,3,46.2773333333333,-64.2653333333333,"8 gang toothed scallop drag lined with 14 mm mesh",2513,"Crabe tourteau commun","ATLANTIC ROCK CRAB","CANCER IRRORATUS",0,3.69230769230769
2012,6,28,15,3,46.2773333333333,-64.2653333333333,"8 gang toothed scallop drag lined with 14 mm mesh",2539,NA,"LADY CRAB","OVALIPES OCELLATUS",0,0.615384615384615
2012,6,28,15,3,46.2773333333333,-64.2653333333333,"8 gang toothed scallop drag lined with 14 mm mesh",2561,"Bernards l'hermite droitiers","PAGURUS SP.","PAGURUS SP.",0,0.615384615384615
2012,6,28,15,3,46.2773333333333,-64.2653333333333,"8 gang toothed scallop drag lined with 14 mm mesh",4316,"Astartes","ASTARTE SP.","ASTARTE SP.",0,6.76923076923077
2012,6,28,15,3,46.2773333333333,-64.2653333333333,"8 gang toothed scallop drag lined with 14 mm mesh",6110,"Étoile de mer non spécifiée","ASTERIAS SP.","ASTERIAS SP.",0.369230769230769,12.3076923076923
2012,6,28,15,3,46.2773333333333,-64.2653333333333,"8 gang toothed scallop drag lined with 14 mm mesh",6119,"Petite étoile rouge sang","BLOOD STAR","HENRICIA SANGUINOLENTA",0,1.84615384615385
2012,6,28,15,3,46.2773333333333,-64.2653333333333,"8 gang toothed scallop drag lined with 14 mm mesh",6511,"Dollar de mer","ECHINARACHNIUS PARMA","ECHINARACHNIUS PARMA",0.947692307692308,129.846153846154
2012,6,28,15,3,46.2773333333333,-64.2653333333333,"8 gang toothed scallop drag lined with 14 mm mesh",8600,"Éponge  non spécifiée","SPONGES","PORIFERA P.",0.504615384615385,0
2012,6,28,15,43,46.2934166666667,-64.2743333333333,"8 gang toothed scallop drag lined with 14 mm mesh",122,"Tanche-tautogue","CUNNER","TAUTOGOLABRUS ADSPERSUS",0,0.8
2012,6,28,15,43,46.2934166666667,-64.2743333333333,"8 gang toothed scallop drag lined with 14 mm mesh",301,"Chaboisseau à épines courtes","SHORTHORN SCULPIN","MYOXOCEPHALUS SCORPIUS",0,0.4
2012,6,28,15,43,46.2934166666667,-64.2743333333333,"8 gang toothed scallop drag lined with 14 mm mesh",2513,"Crabe tourteau commun","ATLANTIC ROCK CRAB","CANCER IRRORATUS",0,5.2
2012,6,28,15,43,46.2934166666667,-64.2743333333333,"8 gang toothed scallop drag lined with 14 mm mesh",2539,NA,"LADY CRAB","OVALIPES OCELLATUS",0,0.8
2012,6,28,15,43,46.2934166666667,-64.2743333333333,"8 gang toothed scallop drag lined with 14 mm mesh",2561,"Bernards l'hermite droitiers","PAGURUS SP.","PAGURUS SP.",0,1.2
2012,6,28,15,43,46.2934166666667,-64.2743333333333,"8 gang toothed scallop drag lined with 14 mm mesh",4221,"Lunatie (natice de l'Atlantique,natice héros)","NORTHERN MOONSNAIL","EUSPIRA HEROS",0,0.4
2012,6,28,15,43,46.2934166666667,-64.2743333333333,"8 gang toothed scallop drag lined with 14 mm mesh",4316,"Astartes","ASTARTE SP.","ASTARTE SP.",0,31.2
2012,6,28,15,43,46.2934166666667,-64.2743333333333,"8 gang toothed scallop drag lined with 14 mm mesh",4317,NA,"BAR,SURF CLAM","SPISULA SOLIDISSIMA",0,0.4
2012,6,28,15,43,46.2934166666667,-64.2743333333333,"8 gang toothed scallop drag lined with 14 mm mesh",6110,"Étoile de mer non spécifiée","ASTERIAS SP.","ASTERIAS SP.",1.188,31.2
2012,6,28,15,43,46.2934166666667,-64.2743333333333,"8 gang toothed scallop drag lined with 14 mm mesh",6119,"Petite étoile rouge sang","BLOOD STAR","HENRICIA SANGUINOLENTA",0,1.2
2012,6,28,15,43,46.2934166666667,-64.2743333333333,"8 gang toothed scallop drag lined with 14 mm mesh",6511,"Dollar de mer","ECHINARACHNIUS PARMA","ECHINARACHNIUS PARMA",3.712,336
2012,6,28,15,43,46.2934166666667,-64.2743333333333,"8 gang toothed scallop drag lined with 14 mm mesh",8600,"Éponge  non spécifiée","SPONGES","PORIFERA P.",0.496,0
2012,6,28,16,21,46.2690833333333,-64.305,"8 gang toothed scallop drag lined with 14 mm mesh",43,"Plie rouge","WINTER FLOUNDER","PSEUDOPLEURONECTES AMERICANUS",0,1
2012,6,28,16,21,46.2690833333333,-64.305,"8 gang toothed scallop drag lined with 14 mm mesh",122,"Tanche-tautogue","CUNNER","TAUTOGOLABRUS ADSPERSUS",0,1.33333333333333
2012,6,28,16,21,46.2690833333333,-64.305,"8 gang toothed scallop drag lined with 14 mm mesh",143,"Turbot de sable","BRILL/WINDOWPANE","SCOPHTHALMUS AQUOSUS",0,0.333333333333333
2012,6,28,16,21,46.2690833333333,-64.305,"8 gang toothed scallop drag lined with 14 mm mesh",2513,"Crabe tourteau commun","ATLANTIC ROCK CRAB","CANCER IRRORATUS",0.633333333333333,5.33333333333333
2012,6,28,16,21,46.2690833333333,-64.305,"8 gang toothed scallop drag lined with 14 mm mesh",2561,"Bernards l'hermite droitiers","PAGURUS SP.","PAGURUS SP.",0,0.333333333333333
2012,6,28,16,21,46.2690833333333,-64.305,"8 gang toothed scallop drag lined with 14 mm mesh",4221,"Lunatie (natice de l'Atlantique,natice héros)","NORTHERN MOONSNAIL","EUSPIRA HEROS",0,0.666666666666667
2012,6,28,16,21,46.2690833333333,-64.305,"8 gang toothed scallop drag lined with 14 mm mesh",4316,"Astartes","ASTARTE SP.","ASTARTE SP.",0,2.66666666666667
2012,6,28,16,21,46.2690833333333,-64.305,"8 gang toothed scallop drag lined with 14 mm mesh",6110,"Étoile de mer non spécifiée","ASTERIAS SP.","ASTERIAS SP.",0.143333333333333,11.3333333333333
2012,6,28,16,21,46.2690833333333,-64.305,"8 gang toothed scallop drag lined with 14 mm mesh",6511,"Dollar de mer","ECHINARACHNIUS PARMA","ECHINARACHNIUS PARMA",0.343333333333333,250.666666666667
2012,6,28,16,21,46.2690833333333,-64.305,"8 gang toothed scallop drag lined with 14 mm mesh",8600,"Éponge  non spécifiée","SPONGES","PORIFERA P.",0.0866666666666667,0
2012,6,29,9,50,46.2199166666667,-63.9630833333333,"8 gang toothed scallop drag lined with 14 mm mesh",43,"Plie rouge","WINTER FLOUNDER","PSEUDOPLEURONECTES AMERICANUS",0,1.14285714285714
2012,6,29,9,50,46.2199166666667,-63.9630833333333,"8 gang toothed scallop drag lined with 14 mm mesh",300,"Chaboisseau à dix-huit-épines","LONGHORN SCULPIN","MYOXOCEPHALUS OCTODECEMSPINOSUS",0,1.14285714285714
2012,6,29,9,50,46.2199166666667,-63.9630833333333,"8 gang toothed scallop drag lined with 14 mm mesh",2416,"Crevette grise non spécifiée","CRANGON SP.","CRANGON SP.",0,1.14285714285714
2012,6,29,9,50,46.2199166666667,-63.9630833333333,"8 gang toothed scallop drag lined with 14 mm mesh",2513,"Crabe tourteau commun","ATLANTIC ROCK CRAB","CANCER IRRORATUS",0.285714285714286,2.28571428571429
2012,6,29,9,50,46.2199166666667,-63.9630833333333,"8 gang toothed scallop drag lined with 14 mm mesh",2539,NA,"LADY CRAB","OVALIPES OCELLATUS",0.857142857142857,2.28571428571429
2012,6,29,9,50,46.2199166666667,-63.9630833333333,"8 gang toothed scallop drag lined with 14 mm mesh",4221,"Lunatie (natice de l'Atlantique,natice héros)","NORTHERN MOONSNAIL","EUSPIRA HEROS",0,1.14285714285714
2012,6,29,9,50,46.2199166666667,-63.9630833333333,"8 gang toothed scallop drag lined with 14 mm mesh",4316,"Astartes","ASTARTE SP.","ASTARTE SP.",0,6.85714285714286
2012,6,29,9,50,46.2199166666667,-63.9630833333333,"8 gang toothed scallop drag lined with 14 mm mesh",6110,"Étoile de mer non spécifiée","ASTERIAS SP.","ASTERIAS SP.",0,4.57142857142857
2012,6,29,9,50,46.2199166666667,-63.9630833333333,"8 gang toothed scallop drag lined with 14 mm mesh",6511,"Dollar de mer","ECHINARACHNIUS PARMA","ECHINARACHNIUS PARMA",28.6857142857143,3218.28571428571
2012,6,29,9,50,46.2199166666667,-63.9630833333333,"8 gang toothed scallop drag lined with 14 mm mesh",8600,"Éponge  non spécifiée","SPONGES","PORIFERA P.",0,1.14285714285714
2012,6,29,10,24,46.1885833333333,-63.9995,"8 gang toothed scallop drag lined with 14 mm mesh",122,"Tanche-tautogue","CUNNER","TAUTOGOLABRUS ADSPERSUS",0,0.727272727272727
2012,6,29,10,24,46.1885833333333,-63.9995,"8 gang toothed scallop drag lined with 14 mm mesh",301,"Chaboisseau à épines courtes","SHORTHORN SCULPIN","MYOXOCEPHALUS SCORPIUS",0.0727272727272727,8.72727272727273
2012,6,29,10,24,46.1885833333333,-63.9995,"8 gang toothed scallop drag lined with 14 mm mesh",992,NA,"MELAMPHAES SIMUS","MELAMPHAES SIMUS",1.92,0
2012,6,29,10,24,46.1885833333333,-63.9995,"8 gang toothed scallop drag lined with 14 mm mesh",993,NA,"DYSALOTUS ALCOCKI","DYSALOTUS ALCOCKI",0,0
2012,6,29,10,24,46.1885833333333,-63.9995,"8 gang toothed scallop drag lined with 14 mm mesh",6110,"Étoile de mer non spécifiée","ASTERIAS SP.","ASTERIAS SP.",0,1.45454545454545
2012,6,29,10,24,46.1885833333333,-63.9995,"8 gang toothed scallop drag lined with 14 mm mesh",6511,"Dollar de mer","ECHINARACHNIUS PARMA","ECHINARACHNIUS PARMA",0,0.727272727272727
2012,6,29,10,24,46.1885833333333,-63.9995,"8 gang toothed scallop drag lined with 14 mm mesh",8300,"Anémone de mer non spécifiée","SEA ANEMONE","ANTHOZOA C.",0,0.727272727272727
2012,6,29,10,24,46.1885833333333,-63.9995,"8 gang toothed scallop drag lined with 14 mm mesh",9500,NA,"MUD","MUD",0,1.45454545454545
2012,6,29,10,52,46.2195,-63.9768333333333,"8 gang toothed scallop drag lined with 14 mm mesh",122,"Tanche-tautogue","CUNNER","TAUTOGOLABRUS ADSPERSUS",0,1
2012,6,29,10,52,46.2195,-63.9768333333333,"8 gang toothed scallop drag lined with 14 mm mesh",301,"Chaboisseau à épines courtes","SHORTHORN SCULPIN","MYOXOCEPHALUS SCORPIUS",0,2
2012,6,29,10,52,46.2195,-63.9768333333333,"8 gang toothed scallop drag lined with 14 mm mesh",2513,"Crabe tourteau commun","ATLANTIC ROCK CRAB","CANCER IRRORATUS",0,2
2012,6,29,10,52,46.2195,-63.9768333333333,"8 gang toothed scallop drag lined with 14 mm mesh",2561,"Bernards l'hermite droitiers","PAGURUS SP.","PAGURUS SP.",0,2
2012,6,29,10,52,46.2195,-63.9768333333333,"8 gang toothed scallop drag lined with 14 mm mesh",4221,"Lunatie (natice de l'Atlantique,natice héros)","NORTHERN MOONSNAIL","EUSPIRA HEROS",0,1
2012,6,29,10,52,46.2195,-63.9768333333333,"8 gang toothed scallop drag lined with 14 mm mesh",4316,"Astartes","ASTARTE SP.","ASTARTE SP.",0,2
2012,6,29,10,52,46.2195,-63.9768333333333,"8 gang toothed scallop drag lined with 14 mm mesh",6119,"Petite étoile rouge sang","BLOOD STAR","HENRICIA SANGUINOLENTA",0,1
2012,6,29,10,52,46.2195,-63.9768333333333,"8 gang toothed scallop drag lined with 14 mm mesh",6511,"Dollar de mer","ECHINARACHNIUS PARMA","ECHINARACHNIUS PARMA",8.16,800
2012,6,29,10,52,46.2195,-63.9768333333333,"8 gang toothed scallop drag lined with 14 mm mesh",8400,"Hydrozoaires","HYDROZOA C.","HYDROZOA C.",2.41,0
2012,6,29,10,52,46.2195,-63.9768333333333,"8 gang toothed scallop drag lined with 14 mm mesh",8600,"Éponge  non spécifiée","SPONGES","PORIFERA P.",0.18,4
2012,6,29,10,52,46.2195,-63.9768333333333,"8 gang toothed scallop drag lined with 14 mm mesh",9302,NA,"SEA LETTUCE","ULVA SP.",0,1
2012,6,29,11,13,46.2323333333333,-63.95175,"8 gang toothed scallop drag lined with 14 mm mesh",43,"Plie rouge","WINTER FLOUNDER","PSEUDOPLEURONECTES AMERICANUS",0.35,6
2012,6,29,11,13,46.2323333333333,-63.95175,"8 gang toothed scallop drag lined with 14 mm mesh",994,NA,"TRACHURUS SP.","TRACHURUS SP.",0,2
2012,6,29,11,13,46.2323333333333,-63.95175,"8 gang toothed scallop drag lined with 14 mm mesh",2416,"Crevette grise non spécifiée","CRANGON SP.","CRANGON SP.",0,2
2012,6,29,11,13,46.2323333333333,-63.95175,"8 gang toothed scallop drag lined with 14 mm mesh",2513,"Crabe tourteau commun","ATLANTIC ROCK CRAB","CANCER IRRORATUS",0.4,4
2012,6,29,11,13,46.2323333333333,-63.95175,"8 gang toothed scallop drag lined with 14 mm mesh",4316,"Astartes","ASTARTE SP.","ASTARTE SP.",0.4,30
2012,6,29,11,13,46.2323333333333,-63.95175,"8 gang toothed scallop drag lined with 14 mm mesh",6110,"Étoile de mer non spécifiée","ASTERIAS SP.","ASTERIAS SP.",0,15
