year_année,month_mois,day_jour,start.hour_heure.de.début,start.minute_minute.de.début,latitude,longitude,gear_équipement,species_espèce,english.name_nom.anglais,latin.name_nom.latin,weight.caught_poids.pris,number.caught_quantité_attrapé
2018,9,7,14,4,47.90466667,-65.49108333,Western IIA trawl,6123,SPINY SUNSTAR,CROSSASTER PAPPOSUS,0.768646409,0
2018,9,7,14,4,47.90466667,-65.49108333,Western IIA trawl,6200,BRITTLE STAR,OPHIUROIDEA S.C.,0.000966851,0
2018,9,7,14,4,47.90466667,-65.49108333,Western IIA trawl,6400,SEA URCHINS,STRONGYLOCENTROTUS SP.,2.48480663,0
2018,9,7,14,4,47.90466667,-65.49108333,Western IIA trawl,8313,STOMPHIA COCCINEA,STOMPHIA COCCINEA,0.012569061,0
2018,9,7,14,4,47.90466667,-65.49108333,Western IIA trawl,8324,"SEA CAULIFLOWER, STRAWBERRIES",EUNEPHTHYA RUBIFORMIS,0.051243094,0
2018,9,7,14,4,47.90466667,-65.49108333,Western IIA trawl,8361,ANTHOPTILUM GRANDIFLORUM,ANTHOPTILUM GRANDIFLORUM,0.000966851,0
2018,9,7,14,4,47.90466667,-65.49108333,Western IIA trawl,8400,HYDROZOA C.,HYDROZOA C.,0.018370166,0
2018,9,7,14,4,47.90466667,-65.49108333,Western IIA trawl,8500,JELLYFISHES,SCYPHOZOA C.,0.505662983,0
2018,9,7,14,4,47.90466667,-65.49108333,Western IIA trawl,8600,SPONGES,PORIFERA P.,0.017403315,0
2018,9,7,14,4,47.90466667,-65.49108333,Western IIA trawl,8621,EYED SPONGE,HALICLONA OCULATA,0.042541436,0
2018,9,7,14,4,47.90466667,-65.49108333,Western IIA trawl,8624,PHAKELLIA VENTILABRUM,PHAKELLIA VENTILABRUM,0.060911602,0
2018,9,7,14,4,47.90466667,-65.49108333,Western IIA trawl,9000,"UNID REMAINS,DIGESTED","UNID REMAINS,DIGESTED",0.172099448,0
2018,9,7,14,4,47.90466667,-65.49108333,Western IIA trawl,9200,STONES AND ROCKS,STONES AND ROCKS,0.143093923,0
2018,9,7,14,4,47.90466667,-65.49108333,Western IIA trawl,9300,"SEAWEED,(ALGAE),KELP",THALLOPHYTA C.,0.24461326,0
2018,9,7,14,4,47.90466667,-65.49108333,Western IIA trawl,9303,BROWN SEAWEEDS,PHAEOPHYCEAE C.,0.003867403,0
2018,9,7,14,4,47.90466667,-65.49108333,Western IIA trawl,9400,"FOREIGN ARTICLES,GARBAGE","FOREIGN ARTICLES,GARBAGE",0.196270718,0
2018,9,7,14,4,47.90466667,-65.49108333,Western IIA trawl,9630,ORGANIC DEBRIS,ORGANIC DEBRIS,4.263812155,0
2018,9,7,14,4,47.90466667,-65.49108333,Western IIA trawl,9991,FIRST UNIDENTIFIED PER SET,UNIDENTIFIED,0.005801105,0
2018,9,7,14,4,47.90466667,-65.49108333,Western IIA trawl,9996,SIXTH UNIDENTIFIED PER SET,UNIDENTIFIED,0.720303867,0
2018,9,7,17,35,48.04925,-65.002,Western IIA trawl,10,COD(ATLANTIC),GADUS MORHUA,0,0
2018,9,7,17,35,48.04925,-65.002,Western IIA trawl,31,"TURBOT,GREENLAND HALIBUT",REINHARDTIUS HIPPOGLOSSOIDES,0.02251462,3.070175439
2018,9,7,17,35,48.04925,-65.002,Western IIA trawl,40,AMERICAN PLAICE,HIPPOGLOSSOIDES PLATESSOIDES,0.059356725,35.81871345
2018,9,7,17,35,48.04925,-65.002,Western IIA trawl,64,CAPELIN,MALLOTUS VILLOSUS,0.001023392,1.023391813
2018,9,7,17,35,48.04925,-65.002,Western IIA trawl,340,ALLIGATORFISH,ASPIDOPHOROIDES MONOPTERYGIUS,0.002046784,1.023391813
2018,9,7,17,35,48.04925,-65.002,Western IIA trawl,512,"SEASNAIL,DUSKY",LIPARIS GIBBUS,0,0
2018,9,7,17,35,48.04925,-65.002,Western IIA trawl,520,SEA TADPOLE,CAREPROCTUS REINHARDTI,0.119736842,1.023391813
2018,9,7,17,35,48.04925,-65.002,Western IIA trawl,620,LAVAL'S EELPOUT,LYCODES LAVALAEI,0.020467836,1.023391813
2018,9,7,17,35,48.04925,-65.002,Western IIA trawl,623,DAUBED SHANNY,LUMPENUS MACULATUS,0.029678363,5.116959064
2018,9,7,17,35,48.04925,-65.002,Western IIA trawl,1900,BRYOZOANS P.,BRYOZOANS P.,0,0
2018,9,7,17,35,48.04925,-65.002,Western IIA trawl,2100,SHRIMPS,DECAPODA O.,12.89473684,0
2018,9,7,17,35,48.04925,-65.002,Western IIA trawl,2526,SNOW CRAB (QUEEN),CHIONOECETES OPILIO,7.480994152,91.08187135
2018,9,7,17,35,48.04925,-65.002,Western IIA trawl,2527,TOAD CRAB,HYAS ARANEUS,0.22002924,29.67836257
2018,9,7,17,35,48.04925,-65.002,Western IIA trawl,3100,BRISTLE WORMS,POLYCHAETA C.,0.005116959,0
2018,9,7,17,35,48.04925,-65.002,Western IIA trawl,4211,"WAVE WHELK,COMMON EDIBLE",BUCCINUM UNDATUM,0.065497076,0
2018,9,7,17,35,48.04925,-65.002,Western IIA trawl,4348,MOLLUSCA SHELLS EMPTY,MOLLUSCA (EMPTY),0.219005848,0
2018,9,7,17,35,48.04925,-65.002,Western IIA trawl,4400,SEA SLUGS,NUDIBRANCHIA O.,0.019444444,0
2018,9,7,17,35,48.04925,-65.002,Western IIA trawl,6113,LEPTASTERIAS POLARIS,LEPTASTERIAS POLARIS,0.575146199,0
2018,9,7,17,35,48.04925,-65.002,Western IIA trawl,6119,BLOOD STAR,HENRICIA SANGUINOLENTA,0.02251462,0
2018,9,7,17,35,48.04925,-65.002,Western IIA trawl,6123,SPINY SUNSTAR,CROSSASTER PAPPOSUS,5.628654971,0
2018,9,7,17,35,48.04925,-65.002,Western IIA trawl,6400,SEA URCHINS,STRONGYLOCENTROTUS SP.,2.108187135,0
2018,9,7,17,35,48.04925,-65.002,Western IIA trawl,8400,HYDROZOA C.,HYDROZOA C.,0.038888889,0
2018,9,7,17,35,48.04925,-65.002,Western IIA trawl,8600,SPONGES,PORIFERA P.,0.004093567,0
2018,9,7,17,35,48.04925,-65.002,Western IIA trawl,9200,STONES AND ROCKS,STONES AND ROCKS,0.210818713,0
2018,9,7,17,35,48.04925,-65.002,Western IIA trawl,9300,"SEAWEED,(ALGAE),KELP",THALLOPHYTA C.,0.15248538,0
2018,9,7,17,35,48.04925,-65.002,Western IIA trawl,9302,SEA LETTUCE,ULVA SP.,0.007163743,0
2018,9,7,17,35,48.04925,-65.002,Western IIA trawl,9303,BROWN SEAWEEDS,PHAEOPHYCEAE C.,0.063450292,0
2018,9,7,17,35,48.04925,-65.002,Western IIA trawl,9304,RED SEAWEEDS,RHODOPHYCEAE,0,0
2018,9,7,17,35,48.04925,-65.002,Western IIA trawl,9630,ORGANIC DEBRIS,ORGANIC DEBRIS,0.777777778,0
2018,9,7,17,35,48.04925,-65.002,Western IIA trawl,9991,FIRST UNIDENTIFIED PER SET,UNIDENTIFIED,0.029678363,0
2018,9,7,20,2,48.01808333,-64.75583333,Western IIA trawl,10,COD(ATLANTIC),GADUS MORHUA,0.005965909,3.977272727
2018,9,7,20,2,48.01808333,-64.75583333,Western IIA trawl,31,"TURBOT,GREENLAND HALIBUT",REINHARDTIUS HIPPOGLOSSOIDES,0.028835227,0.994318182
2018,9,7,20,2,48.01808333,-64.75583333,Western IIA trawl,40,AMERICAN PLAICE,HIPPOGLOSSOIDES PLATESSOIDES,8.650568182,244.6022727
2018,9,7,20,2,48.01808333,-64.75583333,Western IIA trawl,64,CAPELIN,MALLOTUS VILLOSUS,0.089869248,11.23365595
2018,9,7,20,2,48.01808333,-64.75583333,Western IIA trawl,114,FOURBEARD ROCKLING,ENCHELYOPUS CIMBRIUS,0.015909091,1.988636364
2018,9,7,20,2,48.01808333,-64.75583333,Western IIA trawl,350,ATLANTIC SEA POACHER,LEPTAGONUS DECAGONUS,0.141193182,5.965909091
2018,9,7,20,2,48.01808333,-64.75583333,Western IIA trawl,512,"SEASNAIL,DUSKY",LIPARIS GIBBUS,0.001988636,2.982954545
2018,9,7,20,2,48.01808333,-64.75583333,Western IIA trawl,520,SEA TADPOLE,CAREPROCTUS REINHARDTI,0.045738636,1.988636364
2018,9,7,20,2,48.01808333,-64.75583333,Western IIA trawl,620,LAVAL'S EELPOUT,LYCODES LAVALAEI,0.026846591,2.982954545
2018,9,7,20,2,48.01808333,-64.75583333,Western IIA trawl,623,DAUBED SHANNY,LUMPENUS MACULATUS,0.060653409,13.92045455
2018,9,7,20,2,48.01808333,-64.75583333,Western IIA trawl,632,STOUT EELBLENNY,LUMPENUS MEDIUS,0.465340909,76.5625
2018,9,7,20,2,48.01808333,-64.75583333,Western IIA trawl,2100,SHRIMPS,DECAPODA O.,1.551136364,0
2018,9,7,20,2,48.01808333,-64.75583333,Western IIA trawl,2521,HYAS COARCTATUS,HYAS COARCTATUS,0.367897727,0.994318182
2018,9,7,20,2,48.01808333,-64.75583333,Western IIA trawl,2526,SNOW CRAB (QUEEN),CHIONOECETES OPILIO,13.52272727,92.47159091
2018,9,7,20,2,48.01808333,-64.75583333,Western IIA trawl,3100,BRISTLE WORMS,POLYCHAETA C.,0.011931818,0
2018,9,7,20,2,48.01808333,-64.75583333,Western IIA trawl,4221,NORTHERN MOONSNAIL,EUSPIRA HEROS,0.022869318,0
2018,9,7,20,2,48.01808333,-64.75583333,Western IIA trawl,4300,BIVALVIA C.,BIVALVIA C.,0.003977273,6.960227273
2018,9,7,20,2,48.01808333,-64.75583333,Western IIA trawl,4348,MOLLUSCA SHELLS EMPTY,MOLLUSCA (EMPTY),0.046732955,0
2018,9,7,20,2,48.01808333,-64.75583333,Western IIA trawl,6123,SPINY SUNSTAR,CROSSASTER PAPPOSUS,0.226704545,0
2018,9,7,20,2,48.01808333,-64.75583333,Western IIA trawl,6400,SEA URCHINS,STRONGYLOCENTROTUS SP.,0.057670455,0
2018,9,7,20,2,48.01808333,-64.75583333,Western IIA trawl,8300,SEA ANEMONE,ANTHOZOA C.,0.052698864,0
2018,9,7,20,2,48.01808333,-64.75583333,Western IIA trawl,8400,HYDROZOA C.,HYDROZOA C.,0,0
2018,9,7,20,2,48.01808333,-64.75583333,Western IIA trawl,8600,SPONGES,PORIFERA P.,0,0
2018,9,7,20,2,48.01808333,-64.75583333,Western IIA trawl,8621,EYED SPONGE,HALICLONA OCULATA,0.052698864,0
2018,9,7,20,2,48.01808333,-64.75583333,Western IIA trawl,9200,STONES AND ROCKS,STONES AND ROCKS,0.519034091,0
2018,9,7,20,2,48.01808333,-64.75583333,Western IIA trawl,9300,"SEAWEED,(ALGAE),KELP",THALLOPHYTA C.,0.5578125,0
2018,9,7,20,2,48.01808333,-64.75583333,Western IIA trawl,9630,ORGANIC DEBRIS,ORGANIC DEBRIS,2.475852273,0
2018,9,7,20,2,48.01808333,-64.75583333,Western IIA trawl,9991,FIRST UNIDENTIFIED PER SET,UNIDENTIFIED,0.109375,0
2018,9,7,20,2,48.01808333,-64.75583333,Western IIA trawl,9992,SECOND UNIDENTIFIED PER SET,UNIDENTIFIED,0.000994318,0
2018,9,7,20,2,48.01808333,-64.75583333,Western IIA trawl,9996,SIXTH UNIDENTIFIED PER SET,UNIDENTIFIED,0.011931818,0
2018,9,7,23,39,48.28075,-64.31025,Western IIA trawl,10,COD(ATLANTIC),GADUS MORHUA,0.004,3
2018,9,7,23,39,48.28075,-64.31025,Western IIA trawl,31,"TURBOT,GREENLAND HALIBUT",REINHARDTIUS HIPPOGLOSSOIDES,3.27,66
2018,9,7,23,39,48.28075,-64.31025,Western IIA trawl,40,AMERICAN PLAICE,HIPPOGLOSSOIDES PLATESSOIDES,13.9,169
2018,9,7,23,39,48.28075,-64.31025,Western IIA trawl,64,CAPELIN,MALLOTUS VILLOSUS,0.041425444,97.91468497
2018,9,7,23,39,48.28075,-64.31025,Western IIA trawl,70,MACKEREL(ATLANTIC),SCOMBER SCOMBRUS,0.013,1
2018,9,7,23,39,48.28075,-64.31025,Western IIA trawl,114,FOURBEARD ROCKLING,ENCHELYOPUS CIMBRIUS,0.07,5
2018,9,7,23,39,48.28075,-64.31025,Western IIA trawl,350,ATLANTIC SEA POACHER,LEPTAGONUS DECAGONUS,0.244,8
2018,9,7,23,39,48.28075,-64.31025,Western IIA trawl,512,"SEASNAIL,DUSKY",LIPARIS GIBBUS,0.003,5
2018,9,7,23,39,48.28075,-64.31025,Western IIA trawl,520,SEA TADPOLE,CAREPROCTUS REINHARDTI,0.005,1
2018,9,7,23,39,48.28075,-64.31025,Western IIA trawl,632,STOUT EELBLENNY,LUMPENUS MEDIUS,0.184,29
2018,9,7,23,39,48.28075,-64.31025,Western IIA trawl,2100,SHRIMPS,DECAPODA O.,4.69,0
2018,9,7,23,39,48.28075,-64.31025,Western IIA trawl,2526,SNOW CRAB (QUEEN),CHIONOECETES OPILIO,24.1,90
2018,9,7,23,39,48.28075,-64.31025,Western IIA trawl,2800,AMPHIPODA O.,AMPHIPODA O.,0.001,0
2018,9,7,23,39,48.28075,-64.31025,Western IIA trawl,3100,BRISTLE WORMS,POLYCHAETA C.,0.016,0
2018,9,7,23,39,48.28075,-64.31025,Western IIA trawl,3199,WORM CAST,POLYCHAETE REMAINS,0.246,0
2018,9,7,23,39,48.28075,-64.31025,Western IIA trawl,4348,MOLLUSCA SHELLS EMPTY,MOLLUSCA (EMPTY),0.061,0
2018,9,7,23,39,48.28075,-64.31025,Western IIA trawl,4400,SEA SLUGS,NUDIBRANCHIA O.,0.001,0
2018,9,7,23,39,48.28075,-64.31025,Western IIA trawl,6600,SEA CUCUMBER (UNIDENTIFIED),HOLOTHUROIDEA C.,0.135,0
2018,9,7,23,39,48.28075,-64.31025,Western IIA trawl,8300,SEA ANEMONE,ANTHOZOA C.,0.1,0
2018,9,7,23,39,48.28075,-64.31025,Western IIA trawl,8400,HYDROZOA C.,HYDROZOA C.,0.001,0
2018,9,7,23,39,48.28075,-64.31025,Western IIA trawl,9200,STONES AND ROCKS,STONES AND ROCKS,0.014,0
2018,9,7,23,39,48.28075,-64.31025,Western IIA trawl,9300,"SEAWEED,(ALGAE),KELP",THALLOPHYTA C.,0.315,0
2018,9,7,23,39,48.28075,-64.31025,Western IIA trawl,9303,BROWN SEAWEEDS,PHAEOPHYCEAE C.,0.26,0
2018,9,7,23,39,48.28075,-64.31025,Western IIA trawl,9400,"FOREIGN ARTICLES,GARBAGE","FOREIGN ARTICLES,GARBAGE",0.454,0
2018,9,7,23,39,48.28075,-64.31025,Western IIA trawl,9630,ORGANIC DEBRIS,ORGANIC DEBRIS,2.32,0
2018,9,7,23,39,48.28075,-64.31025,Western IIA trawl,9996,SIXTH UNIDENTIFIED PER SET,UNIDENTIFIED,0.002,0
2018,9,8,4,35,48.36875,-64.08116667,Western IIA trawl,10,COD(ATLANTIC),GADUS MORHUA,0.001912568,1.912568306
2018,9,8,4,35,48.36875,-64.08116667,Western IIA trawl,23,REDFISH UNSEPARATED,SEBASTES SP.,0.004781421,0.956284153
2018,9,8,4,35,48.36875,-64.08116667,Western IIA trawl,31,"TURBOT,GREENLAND HALIBUT",REINHARDTIUS HIPPOGLOSSOIDES,0.582377049,2.868852459
2018,9,8,4,35,48.36875,-64.08116667,Western IIA trawl,40,AMERICAN PLAICE,HIPPOGLOSSOIDES PLATESSOIDES,2.543715847,74.59016393
2018,9,8,4,35,48.36875,-64.08116667,Western IIA trawl,64,CAPELIN,MALLOTUS VILLOSUS,1.653004849,291.706738
2018,9,8,4,35,48.36875,-64.08116667,Western IIA trawl,340,ALLIGATORFISH,ASPIDOPHOROIDES MONOPTERYGIUS,0.001912568,0.956284153
2018,9,8,4,35,48.36875,-64.08116667,Western IIA trawl,341,ARCTIC ALLIGATORFISH,ASPIDOPHOROIDES OLRIKI,0.006693989,3.825136612
2018,9,8,4,35,48.36875,-64.08116667,Western IIA trawl,350,ATLANTIC SEA POACHER,LEPTAGONUS DECAGONUS,0.063114754,3.825136612
2018,9,8,4,35,48.36875,-64.08116667,Western IIA trawl,512,"SEASNAIL,DUSKY",LIPARIS GIBBUS,0.181693989,12.43169399
2018,9,8,4,35,48.36875,-64.08116667,Western IIA trawl,620,LAVAL'S EELPOUT,LYCODES LAVALAEI,1.453551913,1.912568306
2018,9,8,4,35,48.36875,-64.08116667,Western IIA trawl,623,DAUBED SHANNY,LUMPENUS MACULATUS,0.128142077,19.12568306
2018,9,8,4,35,48.36875,-64.08116667,Western IIA trawl,626,4-LINE SNAKE BLENNY,EUMESOGRAMMUS PRAECISUS,0.081284153,6.693989071
2018,9,8,4,35,48.36875,-64.08116667,Western IIA trawl,628,POLAR EELPOUT,LYCODES POLARIS,0.012431694,1.912568306
2018,9,8,4,35,48.36875,-64.08116667,Western IIA trawl,1511,SNAIL/SLUG EGGS,GASTEROPODA EGGS,0.000956284,0
2018,9,8,4,35,48.36875,-64.08116667,Western IIA trawl,1823,SEA POTATO,BOLTENIA SP.,0.68852459,0
2018,9,8,4,35,48.36875,-64.08116667,Western IIA trawl,1900,BRYOZOANS P.,BRYOZOANS P.,0.002868852,0
2018,9,8,4,35,48.36875,-64.08116667,Western IIA trawl,2100,SHRIMPS,DECAPODA O.,30.50546448,0
2018,9,8,4,35,48.36875,-64.08116667,Western IIA trawl,2521,HYAS COARCTATUS,HYAS COARCTATUS,0.088934426,6.693989071
2018,9,8,4,35,48.36875,-64.08116667,Western IIA trawl,2526,SNOW CRAB (QUEEN),CHIONOECETES OPILIO,7.353825137,60.24590164
2018,9,8,4,35,48.36875,-64.08116667,Western IIA trawl,2800,AMPHIPODA O.,AMPHIPODA O.,0.002868852,0
2018,9,8,4,35,48.36875,-64.08116667,Western IIA trawl,3100,BRISTLE WORMS,POLYCHAETA C.,0.012431694,0
2018,9,8,4,35,48.36875,-64.08116667,Western IIA trawl,3199,WORM CAST,POLYCHAETE REMAINS,0.086065574,0
2018,9,8,4,35,48.36875,-64.08116667,Western IIA trawl,4348,MOLLUSCA SHELLS EMPTY,MOLLUSCA (EMPTY),0.314617486,0
2018,9,8,4,35,48.36875,-64.08116667,Western IIA trawl,4400,SEA SLUGS,NUDIBRANCHIA O.,13.48360656,0
2018,9,8,4,35,48.36875,-64.08116667,Western IIA trawl,6100,ASTEROIDEA S.C.,ASTEROIDEA S.C.,0.006693989,0
2018,9,8,4,35,48.36875,-64.08116667,Western IIA trawl,6110,ASTERIAS SP.,ASTERIAS SP.,0.075546448,0
2018,9,8,4,35,48.36875,-64.08116667,Western IIA trawl,6123,SPINY SUNSTAR,CROSSASTER PAPPOSUS,2.897540984,0
2018,9,8,4,35,48.36875,-64.08116667,Western IIA trawl,6300,BASKET STARS,"GORGONOCEPHALIDAE,ASTERONYCHIDAE F.",12.33606557,0
2018,9,8,4,35,48.36875,-64.08116667,Western IIA trawl,6400,SEA URCHINS,STRONGYLOCENTROTUS SP.,1.463114754,0
2018,9,8,4,35,48.36875,-64.08116667,Western IIA trawl,8300,SEA ANEMONE,ANTHOZOA C.,0.054508197,0
2018,9,8,4,35,48.36875,-64.08116667,Western IIA trawl,8400,HYDROZOA C.,HYDROZOA C.,14.24863388,0
2018,9,8,4,35,48.36875,-64.08116667,Western IIA trawl,8500,JELLYFISHES,SCYPHOZOA C.,1.18579235,0
2018,9,8,4,35,48.36875,-64.08116667,Western IIA trawl,8600,SPONGES,PORIFERA P.,0.119535519,0
2018,9,8,4,35,48.36875,-64.08116667,Western IIA trawl,8616,MYCALE LINGUA,MYCALE LINGUA,0.093715847,0
2018,9,8,4,35,48.36875,-64.08116667,Western IIA trawl,8621,EYED SPONGE,HALICLONA OCULATA,0.020081967,0
2018,9,8,4,35,48.36875,-64.08116667,Western IIA trawl,9200,STONES AND ROCKS,STONES AND ROCKS,0.151092896,0
2018,9,8,4,35,48.36875,-64.08116667,Western IIA trawl,9300,"SEAWEED,(ALGAE),KELP",THALLOPHYTA C.,0.653142077,0
2018,9,8,4,35,48.36875,-64.08116667,Western IIA trawl,9303,BROWN SEAWEEDS,PHAEOPHYCEAE C.,0.340437158,0
2018,9,8,4,35,48.36875,-64.08116667,Western IIA trawl,9400,"FOREIGN ARTICLES,GARBAGE","FOREIGN ARTICLES,GARBAGE",0.009562842,0
2018,9,8,4,35,48.36875,-64.08116667,Western IIA trawl,9630,ORGANIC DEBRIS,ORGANIC DEBRIS,1.568306011,0
2018,9,8,7,50,48.41991667,-64.09408333,Western IIA trawl,10,COD(ATLANTIC),GADUS MORHUA,0.004216867,2.108433735
2018,9,8,7,50,48.41991667,-64.09408333,Western IIA trawl,31,"TURBOT,GREENLAND HALIBUT",REINHARDTIUS HIPPOGLOSSOIDES,0.003162651,1.054216867
2018,9,8,7,50,48.41991667,-64.09408333,Western IIA trawl,40,AMERICAN PLAICE,HIPPOGLOSSOIDES PLATESSOIDES,0.809638554,14.75903614
2018,9,8,7,50,48.41991667,-64.09408333,Western IIA trawl,60,HERRING(ATLANTIC),CLUPEA HARENGUS,0.135993976,1.054216867
2018,9,8,7,50,48.41991667,-64.09408333,Western IIA trawl,64,CAPELIN,MALLOTUS VILLOSUS,10.75301205,2293.975904
2018,9,8,7,50,48.41991667,-64.09408333,Western IIA trawl,340,ALLIGATORFISH,ASPIDOPHOROIDES MONOPTERYGIUS,0.002108434,1.054216867
2018,9,8,7,50,48.41991667,-64.09408333,Western IIA trawl,512,"SEASNAIL,DUSKY",LIPARIS GIBBUS,0.001054217,1.054216867
2018,9,8,7,50,48.41991667,-64.09408333,Western IIA trawl,628,POLAR EELPOUT,LYCODES POLARIS,0.005271084,1.054216867
2018,9,8,7,50,48.41991667,-64.09408333,Western IIA trawl,1823,SEA POTATO,BOLTENIA SP.,1.018373494,0
2018,9,8,7,50,48.41991667,-64.09408333,Western IIA trawl,1900,BRYOZOANS P.,BRYOZOANS P.,0.001054217,0
2018,9,8,7,50,48.41991667,-64.09408333,Western IIA trawl,2100,SHRIMPS,DECAPODA O.,19.0813253,0
2018,9,8,7,50,48.41991667,-64.09408333,Western IIA trawl,2521,HYAS COARCTATUS,HYAS COARCTATUS,0.22560241,5.271084337
2018,9,8,7,50,48.41991667,-64.09408333,Western IIA trawl,2526,SNOW CRAB (QUEEN),CHIONOECETES OPILIO,1.612951807,27.40963855
2018,9,8,7,50,48.41991667,-64.09408333,Western IIA trawl,3700,SIPUNCULUS SP.,SIPUNCULUS SP.,0.002108434,0
2018,9,8,7,50,48.41991667,-64.09408333,Western IIA trawl,4211,"WAVE WHELK,COMMON EDIBLE",BUCCINUM UNDATUM,0.029518072,1.054216867
2018,9,8,7,50,48.41991667,-64.09408333,Western IIA trawl,4348,MOLLUSCA SHELLS EMPTY,MOLLUSCA (EMPTY),0.318373494,0
2018,9,8,7,50,48.41991667,-64.09408333,Western IIA trawl,4400,SEA SLUGS,NUDIBRANCHIA O.,0.006325301,0
2018,9,8,7,50,48.41991667,-64.09408333,Western IIA trawl,4511,SHORT-FIN SQUID,ILLEX ILLECEBROSUS,0.255120482,2.108433735
2018,9,8,7,50,48.41991667,-64.09408333,Western IIA trawl,6123,SPINY SUNSTAR,CROSSASTER PAPPOSUS,2.656626506,0
2018,9,8,7,50,48.41991667,-64.09408333,Western IIA trawl,6200,BRITTLE STAR,OPHIUROIDEA S.C.,0.001054217,0
2018,9,8,7,50,48.41991667,-64.09408333,Western IIA trawl,6300,BASKET STARS,"GORGONOCEPHALIDAE,ASTERONYCHIDAE F.",5.829819277,0
2018,9,8,7,50,48.41991667,-64.09408333,Western IIA trawl,6400,SEA URCHINS,STRONGYLOCENTROTUS SP.,5.197289157,0
2018,9,8,7,50,48.41991667,-64.09408333,Western IIA trawl,8300,SEA ANEMONE,ANTHOZOA C.,0.008433735,0
2018,9,8,7,50,48.41991667,-64.09408333,Western IIA trawl,8324,"SEA CAULIFLOWER, STRAWBERRIES",EUNEPHTHYA RUBIFORMIS,0.017921687,0
2018,9,8,7,50,48.41991667,-64.09408333,Western IIA trawl,8400,HYDROZOA C.,HYDROZOA C.,0.022138554,0
2018,9,8,7,50,48.41991667,-64.09408333,Western IIA trawl,8500,JELLYFISHES,SCYPHOZOA C.,0.834939759,0
2018,9,8,7,50,48.41991667,-64.09408333,Western IIA trawl,8600,SPONGES,PORIFERA P.,0.002108434,0
2018,9,8,7,50,48.41991667,-64.09408333,Western IIA trawl,8616,MYCALE LINGUA,MYCALE LINGUA,0.002108434,0
2018,9,8,7,50,48.41991667,-64.09408333,Western IIA trawl,9200,STONES AND ROCKS,STONES AND ROCKS,0.342620482,0
