year__année,month__mois,day__jour,tow__trait,longitude,latitude,start__départ,comment__commentaire,snow_crab_males__mâles_de_crabe_des_neiges,snow_crab_females__femelles_de_crabe_des_neiges,Atlantic_cod__morue_franche,American_plaice__plie_américaine,Yellowtail_flounder__limande_à_queue_jaune,winter_flounder__plie_rouge,thorny_skate__raie_épineuse,smooth_skate__raie_lisse,longhorn_sculpin__chaboisseau_à_dix_huit_épines,sea_potato__patate_de_mer,Hyas_coarctatus__crabe_lyre
2019,7,18,GP186F,-62.65825,47.48671667,9:20:53,Stable ~ 2.1 kts,27,11,0,81,27,0,0,0,0,0,8
2019,7,18,GP194F,-62.58,47.48886667,8:20:53,Stable ~ 2.2 kts,42,163,0,71,2,0,0,0,0,0,34
2019,7,18,GP196F,-62.56953333,47.27843333,15:11:39,Accroche et force ~ 2.2 kts,36,103,0,42,1,0,0,0,0,0,0
2019,7,18,GP199F,-62.51576667,47.42886667,11:26:00,Stable ~ 2.2 kts,90,169,0,137,0,0,0,0,0,0,5
2019,7,18,GP211F,-62.394,47.5072,6:49:48,Stable ~ 2.2 kts,82,100,0,88,0,0,0,0,0,0,2
2019,7,18,GP212F,-62.44936667,47.31883333,13:45:00,Stable ~ 2.1 kts,77,72,0,96,32,0,0,0,0,0,0
2019,7,18,GP219F,-62.36238333,47.38516667,12:34:53,Stable ~ 2.1 kts,52,29,0,49,13,0,0,0,0,0,0
2019,7,18,GP222F,-62.27935,47.55845,5:28:35,Stable ~ 2.1 kts,125,164,0,49,11,0,0,0,0,0,0
2019,7,25,GP159F,-62.83791667,46.83521667,5:37:55,Stable ~ 2.2 kts,367,72,0,236,0,0,0,0,0,0,4
2019,7,25,GP184A3,-62.69406667,46.82066667,10:41:12,Stable ~ 2.1 kts,326,120,0,359,0,0,0,0,0,0,15
2019,7,25,GP198A1,-62.58656667,46.96513333,16:47:36,Accrochages ~ 2.1 kts,81,58,0,86,0,0,0,0,0,0,8
2019,7,25,GP202A2,-62.59991667,46.83078333,14:07:23,Accrochages ~ 2.1 kts,175,29,2,242,0,0,0,0,0,0,12
2019,7,25,GP206F,-62.43463333,46.87938333,18:35:20,Stable ~ 2.2 kts,339,110,0,284,1,0,0,0,0,3,10
2019,7,25,GP233F,-62.21386667,46.81253333,20:21:27,Accrochages ~ 2.1 kts,133,169,0,272,0,0,0,0,0,8,3
2019,7,26,GP162F,-62.84493333,46.60386667,19:37:36,Accrochages ~ 2.1 kts,56,7,5,131,28,0,0,0,0,0,9
2019,7,26,GP174F,-62.78825,46.663,20:29:19,Accrochages ~ 2.1 kts,39,3,3,61,8,0,0,0,0,0,24
2019,7,26,GP189A1,-62.68066667,46.57755,18:21:06,Accroche et force ~ 2.2 kts,7,0,22,2,13,0,0,0,0,2,1
2019,7,26,GP192F,-62.5367,46.61393333,15:38:35,Stable ~ 2.1 kts,8,1,107,38,17,1,0,0,0,0,13
2019,7,26,GP197F,-62.57613333,46.66208333,16:36:04,Stable ~ 2.1 kts,54,1,20,109,37,0,0,0,0,0,16
2019,7,26,GP214F,-62.37511667,46.63925,14:24:07,Stable ~ 2.1 kts,94,75,2,328,12,0,0,0,0,0,16
2019,7,26,GP220F,-62.30065,46.73435,5:35:06,Stable ~ 2.1 kts,202,167,3,368,0,0,0,0,0,6,5
2019,7,26,GP226F,-62.21056667,46.70518333,6:59:13,Accroche et force ~ 2.2 kts,38,3,0,83,0,0,0,0,0,156,38
2019,7,26,GP234F,-62.24121667,46.58526667,13:09:05,Stable ~ 2.1 kts,32,1,31,31,0,0,0,0,6,0,13
2019,7,26,GP240A2,-61.9635,46.62268333,11:05:50,Stable ~ 2.1 kts,95,13,2,50,2,0,0,0,0,8,29
2019,7,27,GP094F,-63.49666667,46.78521667,15:54:15,Stable ~ 2.1 kts,72,5,34,134,97,0,0,0,0,0,15
2019,7,27,GP099F,-63.42218333,46.79178333,16:45:54,Stable ~ 2.2 kts,87,27,14,190,85,0,0,0,0,0,0
2019,7,27,GP123F,-63.28555,46.82678333,17:47:57,Stable ~ 2.1 kts,165,97,0,127,10,0,0,0,0,0,7
2019,7,27,GP128A2,-63.27818333,46.75768333,14:05:00,Accroche et force ~ 2.2 kts,3,0,2,9,6,0,0,0,0,0,8
2019,7,27,GP133F,-63.16816667,46.62083333,9:24:51,Stable ~ 2.1 kts,94,6,137,128,23,0,0,0,2,0,5
2019,7,27,GP141F,-63.1202,46.67451667,10:20:58,Stable ~ 2.1 kts,95,41,2,253,13,0,0,0,0,0,9
2019,7,27,GP147F,-63.02023333,46.88256667,19:29:57,Stable ~ 2.1 kts,86,107,0,289,0,0,0,0,0,0,2
2019,7,27,GP149F,-63.0172,46.92563333,20:15:24,Stable ~ 2.1 kts,159,214,0,757,0,0,0,0,0,0,2
2019,7,27,GP154F,-63.068,46.601,8:19:54,Stable ~ 2.1 kts,73,48,51,169,4,0,0,0,1,0,14
2019,7,27,GP170F,-62.87855,46.70525,6:28:21,Stable ~ 2.1 kts,185,173,1,618,5,0,0,0,0,0,3
2019,7,28,GP113F,-63.31688333,46.90911667,18:10:28,Stable ~ 2.1 kts,118,99,0,424,17,0,0,0,0,0,2
2019,7,28,GP125F,-63.2872,47.00568333,16:53:20,Accroche et force ~ 2.1 kts,52,12,1,273,12,0,0,0,0,0,12
2019,7,28,GP127F,-63.20015,46.95871667,15:30:10,Stable ~ 2.1 kts,213,192,0,253,13,0,0,0,0,0,7
2019,7,28,GP150A2,-63.09563333,47.09138333,13:43:35,Accroche et force ~ 2.2 kts,46,30,0,127,3,0,0,0,0,0,3
2019,7,28,GP158F,-62.91525,46.94026667,5:51:45,Stable ~ 2.1 kts,119,306,0,397,2,0,0,0,0,0,13
2019,7,28,GP163F,-62.877,47.09655,10:25:39,Stable ~ 2.1 kts,167,71,0,217,7,0,0,0,0,0,14
2019,7,28,GP176F,-62.77058333,46.98735,7:20:25,Stable ~ 2.1 kts,195,373,1,702,0,0,0,0,0,0,4
2019,7,28,GP179F,-62.68796667,47.0127,8:44:56,Stable ~ 2.1 kts,231,471,0,642,0,0,0,0,0,0,6
2019,7,29,GP049A2,-63.85763333,47.1872,14:55:55,Accroche et force ~ 2.2 kts,0,0,3,0,6,0,0,0,0,0,0
2019,7,29,GP061F,-63.7683,47.19506667,15:55:46,Stable ~ 2.1 kts,148,100,2,196,15,0,0,0,0,0,26
2019,7,29,GP068F,-63.70625,47.0955,8:34:04,Stable ~ 2.1 kts,291,158,1,678,4,0,0,0,0,0,2
2019,7,29,GP076F,-63.64185,47.23806667,16:57:47,Stable ~ 2.1 kts,92,91,0,233,2,0,0,0,0,0,1
2019,7,29,GP077F,-63.7337,46.9615,7:09:09,Accrochages ~ 2.1 kts,12,0,21,56,73,0,0,0,0,0,0
2019,7,29,GP080A1,-63.52915,47.16918333,18:43:37,Accroche et force ~ 2.2 kts,103,52,0,121,0,0,0,0,0,0,2
2019,7,29,GP084A2,-63.58266667,46.92123333,5:44:14,Stable ~ 2.1 kts,85,31,15,192,74,0,0,0,0,0,4
2019,7,29,GP088F,-63.56286667,47.10661667,19:50:58,Stable ~ 2.1 kts,115,70,0,436,3,0,0,0,0,1,5
2019,7,30,GP048F,-63.8366,47.44273333,20:39:52,Stable ~ 2.1 kts,310,278,0,237,0,0,0,0,0,0,1
2019,7,30,GP050F,-63.89841667,47.48815,19:49:48,Stable ~ 2.1 kts,347,271,0,182,0,0,0,0,0,0,11
2019,7,30,GP066F,-63.72266667,47.50935,18:28:09,Force a cause de vase ~ 2.2 kts,152,34,0,84,0,0,0,0,0,0,0
2019,7,30,GP067A1,-63.8024,47.36655,16:56:44,Force a cause de vase ~ 2.1 kts,243,198,0,276,0,0,0,0,0,0,6
2019,7,30,GP079F,-63.48706667,47.3667,12:59:46,Force a cause de vase ~ 2.2 kts,60,204,0,229,0,0,0,0,0,0,0
2019,7,30,GP090F,-63.51618333,47.33998333,14:01:41,Force a cause de vase ~ 2.1 kts,39,224,0,252,0,0,0,0,0,0,0
2019,7,30,GP097F,-63.34491667,47.26828333,11:34:16,Stable ~ 2.1 kts,171,100,0,314,0,0,0,0,0,0,16
2019,7,30,GP105A2,-63.32101667,47.1858,9:19:04,Stable ~ 2.1 kts,165,92,1,224,6,0,0,0,0,1,3
2019,7,30,GP106F,-63.32538333,47.08186667,5:46:30,Stable ~ 2.1 kts,210,135,2,529,3,0,0,0,0,0,10
2019,7,30,GP124F,-63.24603333,47.17531667,10:21:05,Stable ~ 2.1 kts,91,129,0,306,0,0,0,0,0,0,1
2019,7,31,GP016F,-64.44441667,47.30035,14:38:32,Stable ~ 2.1 kts,55,16,1,129,49,0,0,0,0,0,2
2019,7,31,GP018F,-64.39323333,47.50363333,18:07:55,Stable ~ 2.1 kts,141,57,0,263,27,0,0,0,0,0,0
2019,7,31,GP019F,-64.34735,47.43465,16:57:43,Force a cause de vase ~ 2.1 kts,69,56,0,46,0,0,0,0,0,0,1
2019,7,31,GP023F,-64.28446667,47.35808333,15:55:50,Force a cause de vase ~ 2.1 kts,129,31,0,133,0,0,0,0,0,0,0
2019,7,31,GP024F,-64.24598333,47.18798333,13:01:27,Stable ~ 2.1 kts,65,17,0,63,2,0,0,0,0,0,2
2019,7,31,GP025F,-64.19211667,47.3143,8:54:45,Accroche et force ~ 2.2 kts,42,13,1,11,0,0,0,0,0,0,0
2019,7,31,GP026F,-64.1883,47.08561667,11:55:38,Stable ~ 2.1 kts,53,12,60,27,32,0,0,0,0,0,3
2019,7,31,GP028F,-64.18068333,47.54373333,19:31:59,Force a cause de vase ~ 2.1 kts,33,18,0,234,0,0,0,0,0,0,0
2019,7,31,GP032F,-64.13063333,47.55251667,20:16:04,Force a cause de vase ~ 2.1 kts,35,142,0,203,0,0,0,0,0,0,0
2019,7,31,GP036F,-64.09588333,47.22355,10:17:02,Stable ~ 2.2 kts,3,1,12,23,15,0,0,0,1,0,13
2019,7,31,GP044F,-64.08438333,47.41506667,7:23:32,Accrochages ~ 2.2 kts,2,0,9,4,2,0,0,0,0,0,6
2019,7,31,GP046F,-63.94961667,47.33096667,5:47:32,Accrochages ~ 2.1 kts,31,14,20,48,17,0,0,0,0,7,8
2019,8,1,GP022F,-64.1601,47.65881667,11:45:33,Force a cause de vase ~ 2.2 kts,16,142,0,95,0,0,0,0,0,0,0
2019,8,1,GP030F,-64.15823333,47.69781667,12:57:13,Force a cause de vase ~ 2.2 kts,28,0,0,121,0,0,0,0,0,0,0
2019,8,1,GP031F,-64.18733333,47.86331667,20:21:38,Force ~ 2.2 kts,0,3,1,13,0,0,0,0,1,0,0
2019,8,1,GP040F,-64.0948,47.68125,10:57:47,Force a cause de vase ~ 2.2 kts,11,17,0,62,0,0,0,0,0,0,0
2019,8,1,GP041F,-64.02083333,47.82353333,18:26:26,Force a cause de vase ~ 2.2 kts,24,46,0,35,0,0,0,0,0,0,1
2019,8,1,GP042F,-64.00813333,47.76305,14:20:35,Force a cause de vase ~ 2.2 kts,28,0,1,62,0,0,0,0,0,0,0
2019,8,1,GP051F,-63.87473333,47.82191667,16:45:16,Force a cause de vase ~ 2.2 kts,45,47,0,47,0,0,0,0,0,0,0
2019,8,1,GP052F,-63.87788333,47.75366667,15:27:01,Force a cause de vase ~ 2.1 kts,80,122,0,298,0,0,0,0,0,0,0
2019,8,2,GP039F,-64.05638333,47.94468333,5:52:31,Stable ~ 2.1 kts,145,88,1,276,0,0,0,0,0,0,1
2019,8,2,GP045F,-63.96681667,47.94013333,7:00:01,Force a cause de vase ~ 2.2 kts,56,17,1,56,0,0,0,0,0,0,0
2019,8,2,GP053F,-63.94158333,48.03893333,8:35:28,Force a cause de vase ~ 2.2 kts,150,116,0,46,0,0,0,0,0,0,0
2019,8,7,GP002F,-65.53966667,47.78715,20:03:31,Force a cause de vase ~ 2.2 kts,80,25,7,40,0,0,0,0,0,0,0
2019,8,7,GP006F,-65.2072,47.89385,17:50:48,Force ~ 2.2 kts,16,68,0,18,0,0,0,0,0,0,0
2019,8,7,GP008F,-65.13868333,47.89695,17:04:43,Accroche et force ~ 2.2 kts,40,1,0,11,0,0,0,0,0,0,0
2019,8,7,GP009F,-64.98445,47.88685,15:52:22,Stable ~ 2.1 kts,3,2,15,24,0,0,0,0,0,0,0
2019,8,8,GP001F,-65.62978333,47.97503333,6:15:06,Force ~ 2.1 kts,78,44,19,19,0,0,0,0,0,0,6
2019,8,8,GP003F,-65.49243333,47.91626667,8:00:01,Stable ~ 2.1 kts,6,2,0,2,0,0,0,0,0,0,4
2019,8,8,GP004F,-65.48298333,47.86186667,9:03:28,Force a cause de vase ~ 2.1 kts,32,12,0,16,0,0,0,0,0,0,0
2019,8,8,GP005F,-65.34525,47.95953333,10:22:13,Force a cause de vase ~ 2.2 kts,428,302,8,35,0,0,0,0,0,0,3
2019,8,8,GP007F,-65.1861,47.92843333,12:13:29,Force a cause de vase ~ 2.2 kts,17,47,0,12,0,0,0,0,0,0,0
2019,8,8,GP010F,-64.99081667,48.0418,14:50:24,Force ~ 2.1 kts,42,113,0,56,0,0,0,0,0,0,7
2019,8,8,GP011F,-65.0151,47.95156667,13:44:39,Force a cause de vase ~ 2.1 kts,18,30,1,28,0,0,0,0,0,0,0
2019,8,8,GP012F,-64.77558333,48.0646,16:37:09,Force a cause de vase ~ 2.2 kts,50,10,0,27,0,0,0,0,0,0,0
2019,8,8,GP013F,-64.67696667,48.24391667,18:32:33,Force a cause de vase ~ 2.2 kts,15,27,0,22,0,0,0,0,0,0,0
2019,8,9,GP014A1,-64.36171667,48.3442,13:02:48,Force a cause de vase ~ 2.2 kts,15,281,0,26,0,0,0,0,0,0,0
2019,8,9,GP015F,-64.47045,48.11901667,6:13:36,Variable 2 a 2.4 noeuds,17,23,1,5,0,0,0,0,0,0,46
2019,8,9,GP017F,-64.4241,48.19696667,10:12:46,Force a cause de vase ~ 2.2 kts,36,73,0,36,0,0,0,0,0,0,0
2019,8,9,GP020F,-64.3337,48.26971667,14:37:21,Force a cause de vase ~ 2.2 kts,16,16,0,32,0,0,0,0,0,0,0
2019,8,9,GP021F,-64.30618333,48.25341667,15:33:50,Force a cause de vase ~ 2.2 kts,12,30,0,46,0,0,0,0,0,0,1
2019,8,9,GP037F,-64.0685,48.23376667,17:31:51,Stable ~ 2.1 kts,53,82,0,80,0,0,0,0,0,0,1
2019,8,9,GP055F,-63.96293333,48.17681667,18:43:57,Stable ~ 2.1 kts,4,2,6,39,0,0,0,0,0,2,2
2019,8,10,GP029F,-64.02153333,48.27071667,10:15:41,Stable ~ 2.1 kts,63,66,2,52,0,0,0,0,0,23,0
2019,8,10,GP034F,-64.11623333,48.45681667,20:00:22,Force ~ 2.1 kts,17,6,0,11,0,0,0,0,0,0,1
2019,8,10,GP057F,-63.9934,48.55791667,18:31:12,Accroche et force ~ 2.1 kts,9,1,1,22,0,0,0,0,0,9,28
2019,8,10,GP058F,-63.84001667,48.3417,11:43:30,Force a cause de vase ~ 2.2 kts,59,28,0,236,0,0,0,0,0,0,0
2019,8,10,GP059A1,-63.89138333,48.41325,13:43:44,Stable ~ 2.2 kts,4,7,8,22,0,0,0,0,0,32,3
2019,8,10,GP065F,-63.73543333,48.45645,16:28:25,Force a cause de vase ~ 2.1 kts,4,6,39,56,0,0,13,0,0,0,0
2019,8,10,GP071F,-63.8214,48.17441667,8:36:21,Force a cause de vase ~ 2.2 kts,95,69,0,82,0,0,0,0,0,0,0
2019,8,10,GP073F,-63.68275,48.35991667,15:12:20,Accrochages ~ 2.1 kts,6,26,4,43,0,0,2,0,0,3,0
2019,8,11,GP027F,-64.17713333,48.5382,7:32:10,Force a cause de vase ~ 2.2 kts,158,63,0,5,0,0,0,0,0,0,0
2019,8,11,GP033F,-64.12545,48.5426,6:13:46,Force a cause de vase ~ 2.2 kts,154,109,0,15,0,0,0,0,0,0,0
2019,8,11,GP038A1,-64.01005,48.61035,9:42:15,Stable ~ 2.1 kts,229,161,2,48,0,0,0,0,0,23,0
2019,8,11,GP056F,-63.84706667,48.62198333,11:02:26,Force ~ 2.1 kts,16,11,87,116,0,0,32,2,0,0,2
2019,8,11,GP074F,-63.7962,48.6044,11:59:53,Force ~ 2.2 kts,5,2,52,87,0,0,9,0,0,0,0
2019,8,11,GP083F,-63.61576667,48.54816667,13:31:05,Force ~ 2.1 kts,0,1,181,24,0,0,7,0,0,0,0
2019,8,11,GP096A2,-63.42108333,48.57541667,18:01:51,Force ~ 2.2 kts,1,1,9,1,0,0,6,2,0,0,0
2019,8,12,GP035F,-64.06193333,48.75876667,12:43:10,Force ~ 2.1 kts,0,0,3,10,0,0,0,0,0,156,125
2019,8,12,GP054F,-63.96046667,48.73191667,11:15:21,Force ~ 2.2 kts,18,3,43,36,0,0,46,0,0,0,0
2019,8,12,GP064F,-63.82143333,48.65976667,9:26:53,Force ~ 2.2 kts,37,21,18,30,0,0,28,0,0,0,0
2019,8,12,GP072F,-63.76521667,48.81965,14:57:51,Force ~ 2.2 kts,0,0,16,8,0,0,3,1,0,0,0
2019,8,12,GP078F,-63.65698333,48.61705,7:51:03,Force ~ 2.1 kts,0,0,79,9,0,0,8,0,0,0,2
2019,8,12,GP081F,-63.58868333,48.89708333,19:14:21,Force a cause de vase ~ 2.2 kts,0,0,0,0,0,0,7,1,0,0,0
2019,8,12,GP085F,-63.55513333,48.83428333,17:15:41,Force a cause de vase ~ 2.2 kts,1,0,0,4,0,0,5,2,0,0,0
2019,8,12,GP107A1,-63.47761667,48.63251667,6:00:47,Force ~ 2.2 kts,0,0,72,13,0,0,0,0,0,0,0
2019,8,13,GP098F,-63.426,48.93528333,6:52:03,Force a cause de vase ~ 2.2 kts,0,0,0,0,0,0,1,0,0,0,0
2019,8,13,GP109F,-63.34895,48.83701667,10:22:30,Force a cause de vase ~ 2.2 kts,1,0,0,0,0,0,3,0,0,0,0
2019,8,13,GP120F,-63.25555,48.91725,8:33:59,Force a cause de vase ~ 2.2 kts,0,0,0,1,0,0,3,0,0,0,0
2019,8,13,GP121F,-63.24351667,48.66848333,13:17:47,Force a cause de vase ~ 2.2 kts,1,1,0,2,0,0,3,0,0,0,0
2019,8,13,GP122F,-63.26665,48.75353333,11:56:03,Force a cause de vase ~ 2.2 kts,5,2,0,1,0,0,2,1,0,0,0
2019,8,13,GP139F,-63.13403333,48.54785,19:40:34,Force a cause de vase ~ 2.1 kts,5,3,2,11,0,0,12,4,0,0,0
2019,8,13,GP142F,-63.10903333,48.71155,14:59:20,Force a cause de vase ~ 2.2 kts,0,1,0,0,0,0,0,1,0,0,0
2019,8,13,GP156F,-62.93613333,48.59531667,17:06:25,Force a cause de vase ~ 2.2 kts,0,1,0,0,0,0,1,0,0,0,0
2019,8,14,GP086F,-63.54173333,48.39408333,14:26:24,Stable ~ 2.2 kts,37,54,5,96,0,0,8,0,0,0,1
2019,8,14,GP089F,-63.52358333,48.31066667,15:29:32,Stable ~ 2.1 kts,28,26,7,100,0,0,6,0,0,0,0
2019,8,14,GP103F,-63.40018333,48.36133333,16:38:00,Stable ~ 2.1 kts,4,3,11,53,0,0,13,0,0,19,6
2019,8,14,GP112F,-63.40986667,48.43615,12:25:39,Stable ~ 2.1 kts,11,15,32,52,0,0,9,0,0,0,0
2019,8,14,GP115F,-63.30143333,48.43975,11:16:53,Force ~ 2.1 kts,2,1,61,22,0,0,16,0,0,0,0
2019,8,14,GP130A2,-63.16848333,48.30691667,19:52:34,Accroche et force ~ 2.2 kts,2,0,5,0,0,0,0,0,4,64,18
