"source","latin.name_nom.latin","english.name_nom.anglais","french.name_nom.français","year_année","month_mois","number.otoliths_nombre.otolithes"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1985,6,40
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1985,7,292
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1985,8,220
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1985,9,136
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1985,10,200
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1985,11,172
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1986,5,63
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1986,6,145
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1986,7,412
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1986,8,264
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1986,9,199
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1986,10,243
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1987,5,111
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1987,6,211
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1987,7,301
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1987,8,101
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1987,9,16
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1987,10,276
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1987,11,36
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1988,5,21
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1988,6,303
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1988,7,143
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1988,8,49
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1988,9,33
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1988,10,95
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1989,5,147
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1989,6,398
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1989,8,310
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1989,9,127
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1989,10,175
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1990,5,29
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1990,6,174
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1990,7,90
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1990,8,242
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1990,9,80
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1990,10,114
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1990,11,70
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1991,6,276
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1991,7,103
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1991,8,26
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1991,9,38
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1991,10,93
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1991,11,33
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1992,5,10
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1992,6,182
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1992,7,539
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1992,8,200
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1992,9,230
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1992,10,323
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1992,11,41
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1993,5,8
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1993,6,105
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1993,7,91
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1993,8,222
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1993,9,90
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1993,10,214
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1994,5,49
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1994,6,98
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1994,7,237
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1994,8,66
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1994,9,105
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1994,10,192
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1995,6,8
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1995,7,32
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1995,10,95
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1996,6,72
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1996,8,113
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1996,9,5
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1997,5,8
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1997,8,145
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1997,9,111
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1998,5,39
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1998,6,61
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1998,8,53
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1998,10,82
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1998,11,48
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1999,6,96
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1999,7,116
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1999,8,104
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1999,10,32
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2000,5,46
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2000,6,21
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2000,7,69
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2000,8,17
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2000,9,72
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2001,8,64
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2001,9,69
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2001,10,30
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2002,5,26
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2002,6,28
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2002,9,43
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2002,10,34
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2003,6,39
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2003,7,29
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2003,9,79
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2004,6,86
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2004,7,92
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2004,9,22
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2005,5,31
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2005,6,147
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2005,7,42
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2006,5,56
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2006,6,26
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2006,7,31
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2006,9,19
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2006,11,19
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2007,5,35
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2007,6,139
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2007,7,34
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2007,10,25
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2008,5,23
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2008,6,46
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2008,9,26
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2009,6,128
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2010,6,72
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2011,5,67
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2011,6,79
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2011,7,62
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2012,5,15
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2012,6,36
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2012,7,68
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2013,5,21
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2013,6,32
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2013,7,53
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2014,5,26
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2014,6,135
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2014,7,36
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2015,5,47
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2015,6,81
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2015,7,27
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2016,5,168
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2016,6,49
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2016,7,28
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2017,5,18
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2017,6,13
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2017,7,29
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2018,6,25
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2019,6,93
"Observers","Urophycis tenuis","White Hake","Merluche blanche",2003,8,97
"Observers","Urophycis tenuis","White Hake","Merluche blanche",2007,6,7
"Observers","Urophycis tenuis","White Hake","Merluche blanche",2007,7,1
"Observers","Urophycis tenuis","White Hake","Merluche blanche",2007,9,8
"Observers","Urophycis tenuis","White Hake","Merluche blanche",2007,10,17
"Observers","Urophycis tenuis","White Hake","Merluche blanche",2008,5,13
"Observers","Urophycis tenuis","White Hake","Merluche blanche",2008,6,38
"Observers","Urophycis tenuis","White Hake","Merluche blanche",2008,7,2
"Observers","Urophycis tenuis","White Hake","Merluche blanche",2009,6,5
"Observers","Urophycis tenuis","White Hake","Merluche blanche",2009,9,2
"Observers","Urophycis tenuis","White Hake","Merluche blanche",2010,6,7
"Observers","Urophycis tenuis","White Hake","Merluche blanche",2010,7,68
"Observers","Urophycis tenuis","White Hake","Merluche blanche",2010,9,1
"Observers","Urophycis tenuis","White Hake","Merluche blanche",2011,6,66
"Observers","Urophycis tenuis","White Hake","Merluche blanche",2012,4,3
"Observers","Urophycis tenuis","White Hake","Merluche blanche",2012,6,3
"Observers","Urophycis tenuis","White Hake","Merluche blanche",2012,7,11
"Observers","Urophycis tenuis","White Hake","Merluche blanche",2012,10,1
"Observers","Urophycis tenuis","White Hake","Merluche blanche",2013,4,2
"Observers","Urophycis tenuis","White Hake","Merluche blanche",2013,6,2
"Observers","Urophycis tenuis","White Hake","Merluche blanche",2013,7,7
"Observers","Urophycis tenuis","White Hake","Merluche blanche",2014,5,2
"Observers","Urophycis tenuis","White Hake","Merluche blanche",2014,9,1
"Observers","Urophycis tenuis","White Hake","Merluche blanche",2014,10,1
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1971,9,193
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1972,9,85
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1973,8,25
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1973,9,176
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1974,9,44
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1975,9,353
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1976,9,234
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1977,9,204
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1978,9,308
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1978,10,40
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1979,9,354
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1979,10,73
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1980,9,549
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1981,9,477
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1982,9,264
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1983,9,258
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1984,8,187
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1984,9,538
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1985,9,1078
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1986,9,2126
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1987,8,18
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1987,9,669
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1988,9,933
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1989,9,725
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1990,9,739
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1991,9,821
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1992,8,875
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1992,9,559
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1993,9,510
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1994,9,764
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1995,9,845
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1996,9,828
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1997,9,768
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1998,9,1017
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1999,9,1437
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2000,9,949
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2001,9,611
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2002,9,531
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2003,9,255
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2004,9,417
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2005,9,812
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2006,9,702
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2007,9,576
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2008,8,80
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2008,9,467
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2009,9,520
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2010,9,412
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2011,9,265
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2011,10,2
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2012,9,379
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2013,9,290
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2014,9,510
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2015,9,560
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2016,9,401
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2017,9,290
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2018,9,197
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2018,10,22
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2019,9,545
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2020,9,188
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2020,10,198
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2021,8,159
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2021,9,297
