"source","latin.name_nom.latin","english.name_nom.anglais","french.name_nom.français","year_année","month_mois","number.otoliths_nombre.otolithes","number.otoliths.aged_nombre.otolithes.agés"
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1978,10,33,33
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1979,1,54,54
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1979,4,33,33
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1979,5,35,35
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1979,6,94,133
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1979,7,32,32
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1979,8,127,127
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1979,10,34,34
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1979,11,107,107
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1980,4,38,67
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1980,5,114,114
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1980,6,24,95
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1980,8,36,36
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1980,10,63,63
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1981,4,26,25
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1981,5,87,85
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1981,6,79,79
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1981,7,56,83
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1981,8,115,164
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1981,9,20,20
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1981,10,34,34
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1982,5,120,119
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1982,6,179,179
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1982,7,112,112
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1982,8,81,81
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1982,11,70,70
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1983,6,77,76
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1983,7,124,116
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1983,8,241,238
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1983,9,116,99
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1983,10,85,79
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1983,11,80,80
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1983,12,103,102
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1984,6,248,248
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1984,7,339,339
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1984,8,240,236
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1984,9,144,143
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1984,10,195,195
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1986,5,138,121
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1986,6,148,136
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1986,7,590,539
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1986,8,169,153
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1986,9,164,159
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1986,10,160,157
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1986,11,16,16
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1987,5,229,210
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1987,6,386,353
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1987,7,319,303
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1987,8,310,285
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1987,9,259,254
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1987,10,461,491
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1987,11,247,240
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1988,4,44,44
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1988,5,105,104
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1988,6,298,295
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1988,7,132,131
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1988,8,235,228
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1988,9,196,190
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1988,10,195,191
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1988,11,104,103
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1989,4,13,13
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1989,5,320,314
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1989,6,625,615
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1989,7,265,259
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1989,8,484,480
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1989,9,233,225
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1989,10,245,244
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1989,11,92,90
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1990,5,133,133
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1990,6,349,349
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1990,7,370,363
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1990,8,321,320
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1990,9,237,236
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1990,10,439,432
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1990,11,18,18
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1991,5,470,466
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1991,6,387,382
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1991,7,331,328
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1991,8,111,111
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1991,9,61,59
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1991,10,282,274
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1991,11,100,96
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1992,5,245,241
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1992,6,386,377
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1992,7,356,345
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1992,8,204,204
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1992,9,113,112
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1992,10,221,221
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1992,11,145,144
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1993,5,54,53
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1993,6,184,184
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1993,7,198,195
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1993,8,169,164
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1993,9,100,99
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1993,10,63,63
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1994,5,62,62
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1994,6,293,291
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1994,7,213,210
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1994,8,45,45
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1994,9,24,24
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1994,10,198,198
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1995,5,63,63
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1995,6,122,122
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1995,7,241,239
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1995,8,251,247
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1995,9,107,106
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1995,10,450,447
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1996,6,131,130
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1996,7,389,384
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1996,8,225,222
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1996,9,62,62
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1996,10,257,250
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1997,5,107,106
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1997,6,193,192
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1997,7,312,311
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1997,8,117,116
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1997,9,110,110
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1997,10,253,252
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1997,11,38,37
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1998,5,114,114
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1998,6,127,126
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1998,7,31,31
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1998,8,335,335
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1998,9,78,78
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1998,10,99,99
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1998,11,28,28
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1999,5,71,70
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1999,6,136,136
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1999,7,75,70
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1999,8,343,343
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1999,9,195,194
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",1999,10,172,172
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2000,4,28,26
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2000,5,87,87
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2000,6,62,62
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2000,8,313,313
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2000,9,490,484
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2000,10,219,216
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2001,4,31,30
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2001,5,84,84
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2001,6,236,236
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2001,7,130,129
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2001,8,40,40
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2001,9,194,194
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2001,10,317,316
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2001,11,85,85
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2002,4,24,23
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2002,5,176,175
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2002,6,203,203
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2002,7,21,19
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2002,8,19,19
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2002,9,164,163
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2002,10,63,63
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2002,11,52,52
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2003,6,29,29
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2003,7,53,53
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2003,9,174,174
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2003,10,89,89
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2004,6,59,59
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2004,7,20,20
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2004,8,80,80
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2004,9,44,44
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2004,10,128,128
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2005,5,21,19
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2005,6,61,61
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2005,8,80,80
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2005,10,144,142
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2006,5,56,55
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2006,6,79,79
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2006,7,58,55
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2006,8,38,38
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2006,10,184,184
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2007,5,35,35
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2007,6,88,88
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2007,7,60,60
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2007,8,47,47
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2007,9,23,22
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2007,10,113,113
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2008,5,81,80
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2008,6,92,92
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2008,7,62,61
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2008,8,16,16
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2008,9,12,12
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2008,10,17,17
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2009,5,63,63
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2009,6,60,60
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2009,8,55,55
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2009,9,44,43
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2010,4,30,30
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2010,5,24,24
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2010,6,91,91
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2010,10,44,43
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2011,5,66,66
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2011,6,99,98
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2011,7,27,27
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2011,8,32,32
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2012,5,60,60
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2012,6,146,146
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2013,5,27,27
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2013,6,72,70
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2014,5,25,25
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2014,6,32,31
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2015,5,86,85
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2016,5,34,34
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2016,6,18,16
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2017,5,26,25
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2017,6,80,80
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2017,7,20,20
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2018,5,26,26
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2018,6,33,32
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2018,8,34,33
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2019,5,53,52
"Commercial","Hippoglossoides platessoides","American Plaice","Plie canadienne",2019,6,34,34
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",1970,9,711,0
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",1971,9,1121,1036
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",1972,9,1429,1356
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",1973,9,1893,1890
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",1974,9,1722,1684
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",1975,9,1818,1751
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",1976,9,1535,1481
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",1977,9,2124,2087
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",1978,9,1371,1350
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",1978,10,134,134
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",1979,9,2090,2069
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",1979,10,22,22
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",1980,9,2008,2000
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",1981,9,1631,1326
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",1982,9,1643,1617
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",1983,9,1784,1746
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",1984,8,379,376
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",1984,9,1252,1247
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",1985,9,3713,3513
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",1986,9,2712,2430
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",1987,8,4,4
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",1987,9,4055,1403
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",1988,9,3759,1945
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",1989,9,4189,4169
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",1990,9,3776,3766
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",1991,9,5365,5326
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",1992,9,4934,4919
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",1993,9,5169,5139
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",1994,9,5010,4991
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",1995,9,5390,4896
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",1996,9,5424,5387
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",1997,9,5056,2243
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",1998,9,5175,2271
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",1999,9,4876,2151
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",2000,9,4121,1846
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",2001,9,3322,2025
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",2002,9,4475,2024
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",2003,9,2314,0
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",2004,9,3752,3682
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",2005,9,3203,3176
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",2006,9,4226,4205
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",2007,9,3875,3829
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",2008,8,677,672
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",2008,9,3718,3699
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",2009,9,3500,3487
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",2010,9,3303,3292
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",2011,9,2937,2925
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",2011,10,315,314
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",2012,9,3504,3480
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",2013,9,3550,3488
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",2014,9,4081,4016
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",2015,9,4286,4225
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",2016,9,3927,3906
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",2017,9,2900,2877
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",2018,9,1945,1925
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",2018,10,162,162
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",2019,9,2912,0
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",2019,10,3,0
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",2020,9,1360,0
"RV","Hippoglossoides platessoides","American Plaice","Plie canadienne",2020,10,403,0
