"source","latin.name_nom.latin","english.name_nom.anglais","french.name_nom.français","year_année","month_mois","number.otoliths_nombre.otolithes","number.otoliths.aged_nombre.otolithes.agées"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1959,8,546,546
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1959,9,180,180
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1959,10,317,317
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1960,2,60,60
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1960,5,120,120
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1960,6,391,391
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1960,7,335,335
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1960,8,331,331
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1960,9,97,97
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1960,11,60,60
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1961,5,146,146
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1961,6,144,144
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1961,7,340,340
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1961,8,341,341
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1961,9,66,66
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1961,10,38,38
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1961,11,63,63
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1962,2,64,64
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1962,5,59,59
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1962,6,320,320
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1962,7,340,340
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1962,8,251,251
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1962,9,278,278
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1962,10,177,177
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1962,11,64,64
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1963,1,62,62
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1963,2,66,66
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1963,5,71,71
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1963,6,148,148
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1963,7,379,379
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1963,8,126,126
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1963,9,259,259
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1963,10,41,41
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1963,11,69,69
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1964,2,59,59
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1964,5,65,65
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1964,6,238,238
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1964,7,187,187
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1964,8,259,259
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1964,9,137,137
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1964,10,63,63
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1964,12,70,70
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1965,1,63,63
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1965,2,70,70
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1965,4,30,30
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1965,5,96,96
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1965,6,293,293
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1965,7,63,63
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1965,8,348,348
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1965,9,240,240
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1965,10,27,27
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1965,11,130,130
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1966,2,57,57
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1966,4,168,168
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1966,5,56,56
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1966,6,199,199
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1966,7,165,165
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1966,8,157,157
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1966,9,76,76
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1966,10,185,185
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1966,11,60,60
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1967,4,106,106
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1967,6,41,41
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1967,8,166,166
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1967,9,275,275
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1967,10,281,281
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1967,12,64,64
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1968,1,59,59
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1968,2,69,69
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1968,5,429,429
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1968,6,48,48
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1968,7,287,287
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1968,8,75,75
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1968,9,258,258
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1968,10,237,237
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1968,11,55,55
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1968,12,58,58
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1969,2,145,145
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1969,4,59,59
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1969,6,163,163
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1969,7,231,231
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1969,8,150,150
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1969,9,57,57
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1969,10,78,78
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1969,11,86,86
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1969,12,95,95
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1970,1,109,109
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1970,4,41,41
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1970,5,45,45
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1970,6,151,151
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1970,7,136,136
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1970,8,101,101
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1970,9,194,194
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1970,10,83,83
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1970,11,84,84
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1971,1,42,42
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1971,3,148,148
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1971,4,90,90
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1971,5,46,46
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1971,6,105,105
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1971,7,158,158
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1971,8,169,169
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1971,9,112,112
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1971,10,207,207
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1972,1,134,134
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1972,2,38,38
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1972,3,57,57
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1972,4,105,105
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1972,5,154,154
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1972,6,67,67
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1972,7,33,33
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1972,8,187,187
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1972,9,194,194
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1972,10,65,65
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1972,11,31,31
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1973,1,142,142
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1973,4,178,178
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1973,5,114,114
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1973,6,245,245
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1973,7,80,80
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1973,8,246,246
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1973,9,267,267
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1973,10,70,70
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1973,11,61,61
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1973,12,46,46
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1974,1,280,280
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1974,2,199,199
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1974,3,232,232
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1974,5,236,236
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1974,6,129,129
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1974,7,86,86
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1974,8,142,142
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1974,9,35,35
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1974,10,91,91
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1974,11,156,156
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1974,12,27,27
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1975,1,159,159
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1975,2,89,89
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1975,3,287,287
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1975,4,162,162
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1975,5,195,195
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1975,6,272,272
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1975,7,218,218
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1975,8,191,191
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1975,9,170,170
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1975,12,233,233
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1976,1,460,460
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1976,2,122,122
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1976,3,207,207
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1976,4,95,95
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1976,5,449,449
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1976,6,371,371
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1976,7,596,596
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1976,8,578,578
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1976,9,62,62
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1976,10,23,23
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1976,12,152,152
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1977,1,52,52
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1977,2,44,44
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1977,3,107,107
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1977,5,221,221
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1977,6,624,624
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1977,7,522,522
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1977,8,975,975
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1977,9,332,332
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1977,10,81,81
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1977,11,119,119
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1977,12,201,201
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1978,1,235,235
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1978,2,262,262
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1978,5,391,391
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1978,6,746,746
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1978,7,526,526
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1978,8,585,585
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1978,9,36,36
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1978,10,36,36
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1978,11,30,30
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,1,201,201
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,2,215,215
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,3,41,41
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,5,329,329
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,6,562,562
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,7,449,449
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,8,411,411
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,9,26,26
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,10,54,54
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,11,301,301
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,12,170,170
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1980,1,441,441
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1980,2,187,187
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1980,4,118,118
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1980,5,178,178
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1980,6,88,88
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1980,7,101,101
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1980,8,116,116
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1980,9,68,68
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1980,10,82,82
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1980,12,50,50
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1981,1,618,618
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1981,4,93,93
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1981,5,655,655
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1981,6,658,658
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1981,7,441,441
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1981,8,574,574
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1981,9,222,222
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1981,10,279,279
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1982,1,354,354
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1982,2,410,410
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1982,5,470,470
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1982,6,626,626
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1982,7,373,373
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1982,8,237,237
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1982,9,140,140
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1982,10,244,244
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1982,11,302,302
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,1,341,320
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,2,141,126
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,3,11,11
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,4,32,31
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,5,179,177
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,6,237,221
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,7,205,186
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,8,162,155
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,9,110,105
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,10,314,308
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,11,98,95
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,12,46,44
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1984,1,309,270
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1984,2,92,85
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1984,3,54,47
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1984,4,27,23
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1984,5,207,187
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1984,6,250,214
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1984,7,300,268
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1984,8,122,108
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1984,9,22,21
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1984,10,291,278
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1984,11,148,147
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1985,1,313,284
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1985,2,134,125
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1985,4,38,35
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1985,5,262,239
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1985,6,190,178
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1985,7,285,270
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1985,8,114,97
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1985,9,96,85
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1985,10,309,283
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1985,11,141,128
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1986,1,318,310
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1986,2,80,79
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1986,3,23,23
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1986,4,34,34
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1986,5,207,205
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1986,6,165,163
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1986,7,238,230
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1986,8,89,87
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1986,9,83,82
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1986,10,291,288
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1986,11,135,135
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1987,1,270,258
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1987,2,154,153
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1987,4,299,289
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1987,5,1435,1388
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1987,6,968,933
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1987,7,744,718
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1987,8,1008,993
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1987,9,192,185
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1987,10,756,747
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1987,11,602,593
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1989,1,384,363
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1989,2,95,89
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1989,3,77,72
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1989,4,468,453
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1989,5,1531,1448
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1989,6,1249,1176
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1989,7,516,486
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1989,8,940,834
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1989,9,344,320
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1989,10,933,871
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1989,11,637,600
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1990,1,124,117
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1990,2,584,555
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1990,4,295,265
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1990,5,1215,1070
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1990,6,1093,1059
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1990,7,802,756
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1990,8,868,810
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1990,9,716,672
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1990,10,1309,1188
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1990,11,701,648
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1990,12,23,22
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1991,1,310,302
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1991,2,126,122
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1991,4,487,470
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1991,5,1254,1176
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1991,6,1205,1151
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1991,7,862,832
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1991,8,417,391
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1991,9,568,553
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1991,10,1269,1199
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1991,11,1187,1106
