"source","latin.name_nom.latin","english.name_nom.anglais","french.name_nom.français","year","month","number.otoliths_nombre.otolithes"
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1979,11,107
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1980,4,68
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1980,5,114
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1980,6,129
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1980,7,31
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1980,8,36
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1980,10,63
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1981,1,46
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1981,4,26
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1981,5,87
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1981,6,79
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1981,7,84
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1981,8,165
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1981,9,20
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1981,10,34
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1982,5,120
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1982,6,179
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1982,7,112
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1982,8,81
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1982,11,70
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1983,6,77
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1983,7,124
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1983,8,241
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1983,9,116
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1983,10,85
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1983,11,80
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1983,12,103
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1984,6,248
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1984,7,339
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1984,8,240
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1984,9,144
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1984,10,195
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1986,5,138
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1986,6,148
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1986,7,590
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1986,8,169
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1986,9,164
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1986,10,160
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1986,11,16
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1987,5,229
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1987,6,422
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1987,7,319
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1987,8,435
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1987,9,295
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1987,10,508
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1987,11,247
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1988,4,44
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1988,5,105
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1988,6,298
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1988,7,132
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1988,8,235
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1988,9,196
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1988,10,195
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1988,11,104
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1989,4,13
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1989,5,320
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1989,6,625
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1989,7,265
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1989,8,484
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1989,9,233
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1989,10,245
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1989,11,92
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1990,5,133
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1990,6,349
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1990,7,370
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1990,8,321
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1990,9,237
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1990,10,439
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1990,11,18
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1991,5,470
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1991,6,387
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1991,7,331
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1991,8,111
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1991,9,61
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1991,10,282
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1991,11,100
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1992,5,245
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1992,6,386
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1992,7,356
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1992,8,204
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1992,9,113
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1992,10,221
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1992,11,145
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1993,5,54
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1993,6,184
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1993,7,198
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1993,8,169
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1993,9,100
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1993,10,63
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1994,5,62
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1994,6,293
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1994,7,213
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1994,8,45
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1994,9,55
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1994,10,198
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1995,5,63
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1995,6,122
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1995,7,241
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1995,8,251
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1995,9,107
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1995,10,450
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1996,6,131
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1996,7,410
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1996,8,225
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1996,9,62
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1996,10,257
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1997,5,107
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1997,6,193
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1997,7,337
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1997,8,117
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1997,9,110
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1997,10,253
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1997,11,38
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1998,5,114
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1998,6,127
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1998,7,31
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1998,8,335
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1998,9,78
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1998,10,99
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1998,11,28
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1999,5,71
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1999,6,136
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1999,7,75
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1999,8,343
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1999,9,195
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1999,10,172
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2000,4,28
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2000,5,87
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2000,6,62
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2000,8,313
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2000,9,490
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2000,10,219
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2001,4,31
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2001,5,84
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2001,6,236
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2001,7,130
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2001,8,40
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2001,9,194
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2001,10,317
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2001,11,85
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2002,4,24
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2002,5,176
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2002,6,203
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2002,7,21
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2002,8,19
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2002,9,164
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2002,10,63
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2002,11,52
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2003,6,29
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2003,7,53
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2003,9,174
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2003,10,89
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2004,6,59
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2004,7,20
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2004,8,80
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2004,9,44
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2004,10,128
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2005,5,21
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2005,6,61
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2005,8,80
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2005,10,144
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2006,5,56
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2006,6,79
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2006,7,58
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2006,8,38
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2006,10,184
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2007,5,35
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2007,6,88
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2007,7,60
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2007,8,47
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2007,9,23
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2007,10,113
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2008,5,81
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2008,6,92
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2008,7,62
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2008,8,16
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2008,9,12
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2008,10,54
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2009,5,63
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2009,6,60
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2009,8,55
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2009,9,44
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2010,4,30
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2010,5,24
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2010,6,91
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2010,10,44
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2011,5,66
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2011,6,99
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2011,7,27
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2011,8,32
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2012,5,60
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2012,6,146
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2013,5,27
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2013,6,72
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2014,5,25
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2014,6,32
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2015,5,86
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2016,5,34
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2016,6,18
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2017,5,26
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2017,6,80
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2017,7,20
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2018,5,26
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2018,6,33
"Commercial","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2018,8,34
"RV","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1970,9,711
"RV","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1971,9,1121
"RV","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1972,9,1429
"RV","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1973,9,1893
"RV","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1974,9,1722
"RV","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1975,9,1818
"RV","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1976,9,1535
"RV","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1977,9,2124
"RV","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1978,9,1371
"RV","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1978,10,134
"RV","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1979,9,2090
"RV","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1979,10,22
"RV","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1980,9,2008
"RV","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1981,9,1631
"RV","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1982,9,1643
"RV","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1983,9,1784
"RV","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1984,8,379
"RV","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1984,9,1252
"RV","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1985,9,3713
"RV","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1986,9,2712
"RV","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1987,8,4
"RV","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1987,9,4055
"RV","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1988,9,3759
"RV","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1989,9,4189
"RV","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1990,9,3776
"RV","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1991,9,5365
"RV","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1992,9,4934
"RV","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1993,9,5169
"RV","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1994,9,5010
"RV","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1995,9,5390
"RV","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1996,9,5424
"RV","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1997,9,5056
"RV","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1998,9,5175
"RV","Hippoglossoides platessoides","American Plaice","Plie Canadienne",1999,9,4876
"RV","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2000,9,4121
"RV","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2001,9,3322
"RV","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2002,9,4475
"RV","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2003,9,2314
"RV","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2004,9,3752
"RV","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2005,9,3203
"RV","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2006,9,4226
"RV","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2007,9,3875
"RV","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2008,8,677
"RV","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2008,9,3718
"RV","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2009,9,3500
"RV","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2010,9,3303
"RV","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2011,9,2937
"RV","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2011,10,315
"RV","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2012,9,3504
"RV","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2013,9,3550
"RV","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2014,9,4081
"RV","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2015,9,4286
"RV","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2016,9,3927
"RV","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2017,9,2900
"RV","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2018,9,1945
"RV","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2018,10,162
"RV","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2019,9,2912
"RV","Hippoglossoides platessoides","American Plaice","Plie Canadienne",2019,10,3
