river_name__nom_de_la_rivière,site_code__numéro_du_site,latitude,longitude,date,site_type__type_de_site,water_cond__cond_eau,water_temp_c__temp_eau_c,seine_type__type_de_senne,electrofisher__électropêcheur,electrofisher_pulse_type__type_d'impulsion_du_électropêcheur,electrofisher_frequency__fréquence_du_électropêcheur,duty_cycle__facteur_d'utilisation,electrofisher_voltage__tension_du_électropêcheur,electrofisher_output_low__sortie_faible_du_électropêcheur,electrofisher_output_high__sortie_élevé_du_électropêcheur,bank_length_left__longueur_de_la_banque_à_gauche,bank_length_right__longueur_de_la_banque_à_droite,width_lower__largeur_inférieure,width_middle__largeur_moyenne,width_upper__largeur_supérieure,max_overhanging_veg_left__max_vég_en_surplomb_à_gauche,max_overhanging_veg_right__max_vég_en_surplomb_à_droite,overhanging_veg_left__vég_en_surplomb_à_gauche,overhanging_veg_right__vég_en_surplomb_à_droite,depth_1_lower__profondeur_1_inférieure,depth_2_lower__profondeur_2_inférieure,depth_3_lower__profondeur_3_inférieure,depth_1_middle__profondeur_1_moyenne,depth_2_middle__profondeur_2_moyenne,depth_3_middle__profondeur_3_moyenne,depth_1_upper__profondeur_1_supérieur,depth_2_upper__profondeur_2_supérieur,depth_3_upper__profondeur_3_supérieur,max_depth__profondeur_max,percent_fine__pourcentage_fin,percent_sand__pourcentage_sable,percent_gravel__pourcentage_gravier,percent_pebble__pourcentage_caillou,percent_cobble__pourcentage_pierre,percent_rocks__pourcentage_roches,percent_boulder__pourcentage_rocher,percent_bedrock__pourcentage_substratum,percent_riffle__pourcentage_radier,percent_run__pourcentage_courant,percent_flat__pourcentage_plat,percent_pool__pourcentage_bassin,age_thresh_0_1__seuil d'âge_0_1,age_thresh_1_2__seuil d'âge_1_2,age_thresh_2_3__seuil d'âge_2_3,sample_id__numéro_d_identification_de_l_échantillon
Northwest Miramichi River,34,47.253083,-66.23595,2023-09-06,Open,31.3,16.9,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: D00688] (Miramichi unit),Standard pulse ,60.0,25,400.0,,,6.5,6.5,25.5,26.0,26.5,2.0,2.0,65.0,100.0,36.0,35.0,39.0,31.0,29.0,49.0,34.0,32.0,59.0,60.0,0.0,5.0,20.0,20.0,20.0,30.0,5.0,0.0,10,90,0,0,72,112,,10588
South Branch Northwest Miramichi River,35,47.27185554167769,-66.32161706686021,2023-09-06,Open,33.1,15.6,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: D00688] (Miramichi unit),Standard pulse ,60.0,25,400.0,,,16.0,16.0,6.8,6.4,9.8,3.0,2.5,100.0,90.0,30.0,26.0,34.0,29.0,31.0,34.0,29.0,25.0,26.0,47.0,0.0,10.0,25.0,15.0,20.0,25.0,5.0,0.0,20,75,5,0,80,120,,10587
Renous River,48,46.82238140237817,-66.10904663801195,2023-09-05,Open,35.4,21.5,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: D00688] (Miramichi unit),Standard pulse ,60.0,25,400.0,,,9.7,9.7,20.1,20.6,21.6,0.75,1.5,30.0,100.0,21.0,46.0,27.0,24.0,32.0,33.0,19.0,23.0,18.0,71.0,0.0,5.0,5.0,18.0,40.0,30.0,2.0,0.0,60,40,0,0,70,115,,10586
Renous River,54,46.796217,-66.19915,2023-09-05,Open,26.2,21.9,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: D00688] (Miramichi unit),Standard pulse ,60.0,25,425.0,,,6.2,6.2,25.4,33.4,24.1,0.5,0.75,100.0,100.0,45.0,50.0,37.0,40.0,34.0,39.0,40.0,27.0,40.0,56.0,0.0,5.0,15.0,15.0,20.0,40.0,5.0,0.0,20,80,0,0,65,,,10585
Renous River,214,46.791367,-66.4775,2023-09-05,Open,21.3,22.3,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: D00688] (Miramichi unit),Standard pulse ,60.0,25,400.0,,,16.3,16.8,9.7,9.9,10.2,2.5,1.0,90.0,90.0,45.0,46.0,20.0,36.0,39.0,40.0,46.0,28.0,39.0,71.0,0.0,2.0,8.0,10.0,10.0,25.0,5.0,40.0,10,90,0,0,70,115,,10584
Dungarvon River,186,46.821267,-66.643167,2023-09-05,Open,27.0,16.2,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: D00688] (Miramichi unit),Standard pulse ,60.0,25,400.0,,,28.1,30.1,6.6,4.6,5.2,1.25,1.5,95.0,60.0,34.0,23.0,27.0,32.0,20.0,35.0,37.0,22.0,30.0,68.0,0.0,5.0,15.0,15.0,25.0,30.0,10.0,0.0,25,75,0,0,70,115,,10583
Northwest Miramichi River,31,47.167067,-65.955617,2023-08-30,Open,30.3,16.2,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: D00688] (Miramichi unit),Standard pulse ,60.0,25,400.0,,,4.2,4.2,20.9,19.5,19.9,0.0,0.5,0.0,95.0,27.0,20.0,19.0,26.0,29.0,33.0,27.0,19.0,39.0,39.0,0.0,5.0,5.0,15.0,40.0,30.0,5.0,0.0,35,65,0,0,75,116,140,10582
North Branch Big Sevogle River,104,47.137783,-65.975617,2023-08-30,Open,36.1,15.4,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: D00688] (Miramichi unit),Standard pulse ,60.0,25,400.0,,,13.5,13.5,10.8,13.4,14.9,0.25,0.5,90.0,100.0,23.0,34.0,21.0,30.0,16.0,34.0,22.0,8.0,27.0,42.0,0.0,5.0,15.0,25.0,38.0,15.0,2.0,0.0,15,80,5,0,70,,,10581
North Branch Big Sevogle River,38,47.133033,-66.118517,2023-08-30,Open,41.8,14.4,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: D00688] (Miramichi unit),Standard pulse ,60.0,25,400.0,,,12.3,11.2,13.3,15.7,18.1,0.25,1.25,80.0,90.0,21.0,28.0,29.0,32.0,20.0,38.0,36.0,33.0,47.0,50.0,0.0,5.0,15.0,25.0,25.0,20.0,2.0,8.0,35,63,2,0,75,125,,10580
Lower North Branch Little Southwest Miramichi River,147,46.96785,-66.370083,2023-08-29,Open,23.6,16.5,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: D00688] (Miramichi unit),Standard pulse ,60.0,25,525.0,,,8.4,7.5,25.8,25.7,25.5,0.25,0.25,90.0,80.0,20.0,25.0,21.0,29.0,30.0,18.0,27.0,25.0,18.0,40.0,0.0,5.0,10.0,30.0,40.0,15.0,0.0,0.0,35,65,0,0,70,105,,10579
South Branch Big Sevogle River,39,47.068733,-66.258667,2023-08-29,Open,21.5,13.9,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: D00688] (Miramichi unit),Standard pulse ,60.0,25,500.0,,,10.5,10.5,13.5,13.5,12.3,0.25,0.25,80.0,80.0,49.0,26.0,48.0,54.0,35.0,47.0,38.0,20.0,47.0,61.0,0.0,10.0,10.0,20.0,30.0,20.0,10.0,0.0,15,85,0,0,65,105,,10578
South Branch Big Sevogle River,153,47.093933,-66.312617,2023-08-29,Open,20.0,11.6,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: D00688] (Miramichi unit),Standard pulse ,60.0,25,525.0,,,16.4,16.4,9.0,8.4,8.6,2.0,0.75,95.0,60.0,32.0,27.0,28.0,41.0,34.0,36.0,45.0,28.0,32.0,45.0,0.0,5.0,20.0,20.0,20.0,25.0,10.0,0.0,25,75,0,0,75,125,,10568
Northwest Miramichi River,215,47.134541776199775,-65.83348721265794,2023-08-28,Open,63.8,20.0,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: D00688] (Miramichi unit),Standard pulse ,60.0,25,425.0,,,8.9,8.9,19.9,19.0,19.5,0.0,0.2,0.0,10.0,27.0,38.0,21.0,30.0,29.0,24.0,34.0,30.0,21.0,52.0,0.0,5.0,20.0,15.0,30.0,30.0,0.0,0.0,30,70,0,0,70,110,,10547
Northwest Miramichi River,30,47.210136967455114,-65.817433,2023-08-28,Open,51.6,15.2,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: D00688] (Miramichi unit),Standard pulse ,60.0,25,400.0,,,22.7,22.7,10.8,10.4,10.1,0.0,0.0,0.0,0.0,32.0,43.0,18.0,47.0,46.0,26.0,37.0,44.0,18.0,52.0,0.0,5.0,15.0,25.0,50.0,4.0,1.0,0.0,25,75,0,0,60,,,10546
Northwest Miramichi River,115,47.18653752569822,-65.89450210332872,2023-08-28,Open,31.7,15.6,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: D00688] (Miramichi unit),Standard pulse ,60.0,25,450.0,,,8.5,8.5,18.0,15.8,15.1,0.0,0.25,0.0,90.0,50.0,60.0,37.0,54.0,44.0,33.0,41.0,52.0,31.0,60.0,0.0,5.0,15.0,30.0,30.0,15.0,5.0,0.0,25,75,0,0,70,120,,10543
Little River,20,47.191938060982885,-65.90586930513383,2023-08-28,Open,50.3,12.3,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: D00688] (Miramichi unit),Standard pulse ,60.0,25,400.0,,,11.8,11.1,9.6,10.4,12.7,2.0,1.5,60.0,100.0,50.0,21.0,34.0,25.0,35.0,28.0,18.0,28.0,31.0,50.0,0.0,5.0,10.0,30.0,30.0,20.0,5.0,0.0,15,85,0,0,72,115,,10522
Little Southwest Miramichi River,44,46.89596,-66.14703,2022-10-13,Open,22.9,,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: ---] (Smith-Root LR-24),,60.0,,500.0,,,4.5,3.5,62.0,62.0,62.0,0.0,0.0,0.0,0.0,24.0,28.0,35.0,23.0,19.0,41.0,16.0,23.0,36.0,44.0,0.0,5.0,10.0,10.0,20.0,50.0,5.0,0.0,70,30,0,0,,,,10236
Dungarvon River,57,46.74405,-66.015,2022-10-11,Open,28.9,,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: ---] (Smith-Root LR-24),,60.0,,500.0,,,15.4,19.0,13.9,13.8,13.6,0.0,1.3,0.0,100.0,13.0,35.0,39.0,18.0,35.0,55.0,12.0,39.0,54.0,59.0,0.0,5.0,10.0,30.0,45.0,10.0,0.0,0.0,40,60,0,0,,,,10234
Dungarvon River,221,46.71234,-66.11738,2022-10-11,Open,29.0,,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: ---] (Smith-Root LR-24),,60.0,,500.0,,,13.0,15.9,24.9,24.6,25.5,0.0,0.6,0.0,35.0,17.0,29.0,49.0,13.0,34.0,39.0,22.0,33.0,35.0,52.0,0.0,5.0,10.0,20.0,40.0,20.0,5.0,0.0,35,65,0,0,,,,10235
Cains River,213,46.665,-65.77,2022-10-06,Open,30.0,,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: ---] (Smith-Root LR-24),,60.0,,510.0,,,10.2,10.6,30.7,33.1,30.6,0.9,0.0,100.0,0.0,66.0,43.0,49.0,61.0,44.0,33.0,50.0,46.0,26.0,72.0,5.0,5.0,25.0,25.0,25.0,10.0,5.0,0.0,25,75,0,0,,,,10233
Cains River,110,46.53,-65.86,2022-10-04,Open,39.4,,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: ---] (Smith-Root LR-24),,60.0,,475.0,,,19.8,17.3,8.0,8.0,11.4,2.0,0.25,75.0,5.0,15.0,23.0,4.0,29.0,30.0,6.0,34.0,22.0,25.0,44.0,0.0,5.0,10.0,10.0,35.0,30.0,2.0,8.0,25,75,0,0,,,,10232
Northwest Miramichi River,216,47.03,-65.83467,2022-10-03,Open,35.4,,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: ---] (Smith-Root LR-24),,60.0,,500.0,,,3.7,4.5,83.0,84.0,86.0,0.0,0.0,0.0,0.0,28.0,18.0,23.0,17.0,15.0,29.0,21.0,26.0,19.0,38.0,0.0,5.0,10.0,50.0,33.0,2.0,0.0,0.0,90,10,0,0,,,,10231
South Branch Southwest Miramichi River,65,46.494,-67.01,2022-09-28,Open,29.4,,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: ---] (Smith-Root LR-24),,60.0,,500.0,,,8.7,8.7,17.9,18.8,18.5,0.75,2.0,100.0,100.0,52.0,45.0,44.0,46.0,50.0,48.0,45.0,54.0,51.0,62.0,0.0,5.0,10.0,30.0,50.0,5.0,0.0,0.0,0,100,0,0,,,,10228
Salmon Brook,206,46.562,-67.29,2022-09-28,Open,24.9,,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: ---] (Smith-Root LR-24),,60.0,,500.0,,,21.5,18.6,5.7,9.4,9.1,0.25,0.75,25.0,100.0,35.0,33.0,19.0,15.0,17.0,18.0,37.0,22.0,17.0,46.0,0.0,5.0,10.0,50.0,30.0,5.0,0.0,0.0,70,30,0,0,,,,10229
Southwest Miramichi River,58,46.48388,-66.481,2022-09-28,Open,26.5,,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: ---] (Smith-Root LR-24),,60.0,,500.0,,,7.2,7.2,27.3,26.8,26.8,0.5,0.25,50.0,5.0,29.0,19.0,23.0,32.0,17.0,29.0,43.0,24.0,26.0,48.0,0.0,5.0,10.0,20.0,30.0,35.0,0.0,0.0,25,75,0,0,,,,10230
McKiel Brook,129,46.55,-66.04,2022-09-27,Open,18.9,,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: ---] (Smith-Root LR-24),,60.0,,550.0,,,14.3,14.3,9.7,11.0,11.0,0.5,1.0,90.0,80.0,29.0,35.0,15.0,35.0,24.0,16.0,37.0,40.0,39.0,44.0,0.0,5.0,15.0,20.0,25.0,35.0,0.0,0.0,10,90,0,0,,,,10225
Burnthill Brook,120,46.68,-66.97,2022-09-27,Open,28.4,,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: ---] (Smith-Root LR-24),,60.0,,500.0,,,16.9,16.9,7.9,9.7,10.3,0.0,1.0,0.0,15.0,23.0,25.0,30.0,20.0,36.0,37.0,35.0,34.0,17.0,58.0,0.0,10.0,25.0,10.0,15.0,30.0,10.0,0.0,5,95,0,0,,,,10226
Clearwater Brook,121,46.76,-66.83,2022-09-27,Open,28.6,,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: ---] (Smith-Root LR-24),,60.0,,500.0,,,16.5,14.7,7.9,8.4,14.6,0.75,0.5,80.0,15.0,30.0,14.0,11.0,29.0,24.0,18.0,33.0,44.0,17.0,57.0,0.0,5.0,15.0,30.0,45.0,5.0,0.0,0.0,25,75,0,0,,,,10227
South Branch Big Sevogle River,103,47.05,-66.0,2022-09-20,Open,27.1,,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: ---] (Smith-Root LR-24),,60.0,,550.0,,,11.8,13.1,16.8,17.0,16.6,0.25,1.0,5.0,40.0,17.0,28.0,18.0,15.0,18.0,17.0,25.0,30.0,20.0,46.0,0.0,5.0,15.0,20.0,20.0,30.0,10.0,0.0,35,65,0,0,,,,10222
Big Sevogle River,190,47.065,-65.852,2022-09-20,Open,28.4,,1 man seine (1m wide X 1m high),Smith-Root LR-24 [s/n: ---] (Smith-Root LR-24),,60.0,,550.0,,,4.5,5.5,41.9,41.8,41.3,0.1,0.0,60.0,0.0,33.0,30.0,22.0,35.0,30.0,24.0,42.0,33.0,24.0,43.0,0.0,5.0,10.0,25.0,40.0,15.0,5.0,0.0,10,90,0,0,,,,10223
