date,river_name__nom_de_la_rivière,site_code__numéro_du_site,species__espèces,status__statut,life_stage__stade_de_vie,adipose_condition__état_de_nageoire_adipeuse,total_length__longueur_totale,fork_length__longueur à la fourche,weight__poids,reproductive_status__stade_de_la_reproduction,sex__sexe,scale_id_number__numéro_id_écaille,ager_id__id_de_l'analyste,SMART_river_age__âge_en_rivière,SMART_river_age_type__type_âge_en_rivière,notes,sweep_number__numéro_de_balayage,sweep_time__temps_de_balayage,full_wetted_area__surface_mouillée_totale,sample_id__numéro_d_identification_de_l_échantillon
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, sampled",fry,Not checked,,46.0,1.46,,not checked,,,0,"length-frequency, auto",,0.5,431,93.104,254990
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, sampled",fry,Not checked,,47.0,1.71,,not checked,,,0,"length-frequency, auto",,0.5,431,93.104,254991
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255050
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255051
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255052
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255053
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255054
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255055
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255056
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255057
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255058
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255059
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255060
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255061
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255062
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255063
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255064
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255065
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255066
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255067
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255068
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255069
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255070
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255071
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255072
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255073
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255074
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255075
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255076
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255077
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255078
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255079
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255080
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255081
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255082
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255083
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255084
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255085
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255086
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255087
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255088
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255089
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255090
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255091
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255092
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255093
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255094
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255095
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255096
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255097
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255098
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255099
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255100
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255101
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255102
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255103
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255104
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255105
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255106
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255107
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255108
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255109
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255110
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255111
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255112
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255113
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255114
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255115
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255116
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255117
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255118
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255119
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255120
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255121
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255122
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255123
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255124
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255125
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255126
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255127
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255128
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255129
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255130
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255131
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255132
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255133
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255134
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255135
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255136
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255137
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255138
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255139
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255140
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255141
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255142
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255143
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255144
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255145
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255146
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255147
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255148
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255149
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255150
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255151
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255152
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255153
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255154
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255155
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, unsampled",fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255156
2021-08-16,Ingram Brook,34,Atlantic salmon,Mortality,fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255157
2021-08-16,Ingram Brook,34,Atlantic salmon,Mortality,fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255158
2021-08-16,Ingram Brook,34,Atlantic salmon,Mortality,fry,Not checked,,,,,,,,0,visual,,0.5,431,93.104,255160
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, sampled",parr,Present,,92.0,8.31,,unknown,34c-1 2021,878,1,scale,,0.5,431,93.104,255161
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, sampled",parr,Present,,80.0,4.95,,unknown,34c-2 2021,878,1,scale,,0.5,431,93.104,255162
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, sampled",parr,Present,,108.0,15.56,,unknown,34c-3 2021,878,2,scale,,0.5,431,93.104,255163
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, sampled",parr,Present,,79.0,5.11,,unknown,34c-4 2021,878,1,scale,,0.5,431,93.104,255164
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, sampled",parr,Present,,124.0,21.42,,unknown,34c-5 2021,878,2,scale,,0.5,431,93.104,255165
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, sampled",parr,Present,,96.0,9.66,,unknown,34c-6 2021,878,1,scale,,0.5,431,93.104,255166
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, sampled",parr,Present,,96.0,11.36,,unknown,,,1,"length-frequency, auto",,0.5,431,93.104,255167
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, sampled",parr,Present,,105.0,14.56,,unknown,,,2,"length-frequency, auto",,0.5,431,93.104,255168
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, sampled",parr,Absent (hatchery),,105.0,12.28,,unknown,34c-7 2021,878,1,scale,,0.5,431,93.104,255169
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, sampled",parr,Present,,114.0,15.84,,unknown,,,2,"length-frequency, auto",,0.5,431,93.104,255170
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, sampled",parr,Present,,110.0,17.12,,unknown,,,2,"length-frequency, auto",,0.5,431,93.104,255171
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, sampled",parr,Present,,84.0,5.61,,unknown,34c-8 2021,878,1,scale,,0.5,431,93.104,255172
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, sampled",parr,Present,,120.0,18.26,,unknown,,,2,"length-frequency, auto",,0.5,431,93.104,255173
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, sampled",parr,Present,,107.0,15.86,,unknown,,,2,"length-frequency, auto",,0.5,431,93.104,255174
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, sampled",parr,Present,,82.0,6.36,,unknown,,,1,"length-frequency, auto",,0.5,431,93.104,255175
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, sampled",parr,Present,,103.0,12.71,,unknown,34c-9 2021,878,2,scale,,0.5,431,93.104,255176
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, sampled",parr,Present,,95.0,8.65,,unknown,,,1,"length-frequency, auto",,0.5,431,93.104,255177
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, sampled",parr,Present,,82.0,6.61,,unknown,,,1,"length-frequency, auto",,0.5,431,93.104,255178
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, sampled",parr,Present,,84.0,7.24,,unknown,34c-10 2021,878,1,scale,,0.5,431,93.104,255179
2021-08-16,Ingram Brook,34,Atlantic salmon,"Released, sampled",parr,Present,,83.0,7.1,,unknown,,,1,"length-frequency, auto",,0.5,431,93.104,255180
