year__année,month__mois,day__jour,river_name__nom_de_la_rivière,site_code__numéro_du_site,english_name__nom_anglais,french_name__nom_français,scientific_name__nom_scientifique,status__statut,life_stage__stade_de_vie,adipose_condition__état_de_nageoire_adipeuse,total_length__longueur_totale,fork_length__longueur à la fourche,weight__poids,reproductive_status__stade_de_la_reproduction,sex__sexe,scale_id_number__numéro_id_écaille,ager_id__id_de_l'analyste,SMART_river_age__âge_en_rivière,SMART_river_age_type__type_âge_en_rivière,notes,sweep_number__numéro_de_balayage,sweep_time__temps_de_balayage,full_wetted_area__surface_mouillée_totale,sample_id__numéro_d_identification_de_l_échantillon
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,RS,fry,Not checked,,49.0,1.77,,Not checked,,,0,"length-frequency, auto",,0.5,469,70.412,257189
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,RS,fry,Not checked,,53.0,2.02,,Not checked,,,0,"length-frequency, auto",,0.5,469,70.412,257190
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,RS,fry,Not checked,,51.0,2.2,,Not checked,,,0,"length-frequency, auto",,0.5,469,70.412,257191
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257192
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257193
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257194
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257195
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257196
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257197
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257198
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257199
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257200
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257201
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257202
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257203
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257204
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257205
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257206
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257207
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257208
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257209
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257210
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257211
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257212
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257213
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257214
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257215
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257216
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257217
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257218
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257219
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257220
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257221
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257222
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257223
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257224
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257225
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257226
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257227
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257228
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257229
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257230
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257231
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257232
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257233
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257234
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257235
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257236
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257237
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257238
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257239
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257240
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257241
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257242
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257243
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257244
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257245
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257246
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257247
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257248
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257249
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257250
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257251
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257252
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,R,fry,Not checked,,,,,Not checked,,,0,visual,,0.5,469,70.412,257253
2021,9,13,West River Antigonish,EFWR3,Brook trout,omble de fontaine,Salvelinus fontinalis,RS,,Not checked,,59.0,2.17,,Not checked,,,,,,0.5,469,70.412,257254
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,RS,parr,Present,,85.0,6.98,,,EFWR3-1 2021,878,1,scale,,0.5,469,70.412,2451584
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,RS,parr,Present,,89.0,7.44,,,EFWR3-2 2021,878,1,scale,,0.5,469,70.412,2451585
2021,9,13,West River Antigonish,EFWR3,Atlantic salmon,saumon atlantique,Salmo salar,RS,parr,Present,,81.0,5.92,,,EFWR3-3 2021,878,1,scale,,0.5,469,70.412,2451586
2021,9,13,West River Antigonish,EFWR4,Atlantic salmon,saumon atlantique,Salmo salar,RS,fry,Not checked,,76.0,5.68,,Not checked,,,0,"length-frequency, auto",,0.5,490,98.515,257265
2021,9,13,West River Antigonish,EFWR4,Atlantic salmon,saumon atlantique,Salmo salar,RS,fry,Not checked,,70.0,4.28,,Not checked,,,0,"length-frequency, auto",,0.5,490,98.515,257266
2021,9,13,West River Antigonish,EFWR4,Atlantic salmon,saumon atlantique,Salmo salar,RS,fry,Not checked,,61.0,2.82,,Not checked,,,0,"length-frequency, auto",,0.5,490,98.515,257267
2021,9,13,West River Antigonish,EFWR4,Atlantic salmon,saumon atlantique,Salmo salar,RS,fry,Not checked,,68.0,3.47,,Not checked,,,0,"length-frequency, auto",,0.5,490,98.515,257268
2021,9,13,West River Antigonish,EFWR4,Atlantic salmon,saumon atlantique,Salmo salar,RS,fry,Not checked,,57.0,2.22,,Not checked,,,0,"length-frequency, auto",,0.5,490,98.515,257269
2021,9,13,West River Antigonish,EFWR4,Atlantic salmon,saumon atlantique,Salmo salar,RS,fry,Not checked,,64.0,3.27,,Not checked,,,0,"length-frequency, auto",,0.5,490,98.515,257270
2021,9,13,West River Antigonish,EFWR4,Atlantic salmon,saumon atlantique,Salmo salar,RS,fry,Not checked,,70.0,4.23,,Not checked,,,0,"length-frequency, auto",,0.5,490,98.515,257271
2021,9,13,West River Antigonish,EFWR4,Atlantic salmon,saumon atlantique,Salmo salar,RS,fry,Not checked,,61.0,2.73,,Not checked,,,0,"length-frequency, auto",,0.5,490,98.515,257272
2021,9,13,West River Antigonish,EFWR4,Atlantic salmon,saumon atlantique,Salmo salar,RS,fry,Not checked,,68.0,3.83,,Not checked,,,0,"length-frequency, auto",,0.5,490,98.515,257273
2021,9,13,West River Antigonish,EFWR4,Atlantic salmon,saumon atlantique,Salmo salar,RS,fry,Not checked,,73.0,4.25,,Not checked,,,0,"length-frequency, auto",,0.5,490,98.515,257274
2021,9,13,West River Antigonish,EFWR4,Atlantic salmon,saumon atlantique,Salmo salar,RS,fry,Not checked,,66.0,3.46,,Not checked,,,0,"length-frequency, auto",,0.5,490,98.515,257275
2021,9,13,West River Antigonish,EFWR4,Atlantic salmon,saumon atlantique,Salmo salar,RS,fry,Not checked,,65.0,3.7,,Not checked,,,0,"length-frequency, auto",,0.5,490,98.515,257276
2021,9,13,West River Antigonish,EFWR4,Atlantic salmon,saumon atlantique,Salmo salar,RS,fry,Not checked,,67.0,3.55,,Not checked,,,0,"length-frequency, auto",,0.5,490,98.515,257277
2021,9,13,West River Antigonish,EFWR4,Atlantic salmon,saumon atlantique,Salmo salar,RS,fry,Not checked,,59.0,2.46,,Not checked,,,0,"length-frequency, auto",,0.5,490,98.515,257278
2021,9,13,West River Antigonish,EFWR4,Atlantic salmon,saumon atlantique,Salmo salar,RS,fry,Not checked,,60.0,2.92,,Not checked,,,0,"length-frequency, auto",,0.5,490,98.515,257279
2021,9,13,West River Antigonish,EFWR4,Atlantic salmon,saumon atlantique,Salmo salar,RS,fry,Not checked,,70.0,4.02,,Not checked,,,0,"length-frequency, auto",,0.5,490,98.515,257280
2021,9,13,West River Antigonish,EFWR4,Atlantic salmon,saumon atlantique,Salmo salar,RS,fry,Not checked,,63.0,3.05,,Not checked,,,0,"length-frequency, auto",,0.5,490,98.515,257281
2021,9,13,West River Antigonish,EFWR4,Atlantic salmon,saumon atlantique,Salmo salar,RS,fry,Not checked,,67.0,3.62,,Not checked,,,0,"length-frequency, auto",,0.5,490,98.515,257282
2021,9,13,West River Antigonish,EFWR4,Atlantic salmon,saumon atlantique,Salmo salar,RS,fry,Not checked,,66.0,3.37,,Not checked,,,0,"length-frequency, auto",,0.5,490,98.515,257283
2021,9,13,West River Antigonish,EFWR4,Atlantic salmon,saumon atlantique,Salmo salar,RS,fry,Not checked,,68.0,3.77,,Not checked,,,0,"length-frequency, auto",,0.5,490,98.515,257284
2021,9,13,West River Antigonish,EFWR4,Atlantic salmon,saumon atlantique,Salmo salar,RS,fry,Not checked,,70.0,3.92,,Not checked,,,0,"length-frequency, auto",,0.5,490,98.515,257285
2021,9,13,West River Antigonish,EFWR4,Atlantic salmon,saumon atlantique,Salmo salar,RS,fry,Not checked,,66.0,3.21,,Not checked,,,0,"length-frequency, auto",,0.5,490,98.515,257286
2021,9,13,West River Antigonish,EFWR4,Atlantic salmon,saumon atlantique,Salmo salar,RS,fry,Not checked,,69.0,4.01,,Not checked,,,0,"length-frequency, auto",,0.5,490,98.515,257287
2021,9,13,West River Antigonish,EFWR4,Atlantic salmon,saumon atlantique,Salmo salar,RS,fry,Not checked,,61.0,2.75,,Not checked,,,0,"length-frequency, auto",,0.5,490,98.515,257288
2021,9,13,West River Antigonish,EFWR4,Atlantic salmon,saumon atlantique,Salmo salar,RS,fry,Not checked,,66.0,3.21,,Not checked,,,0,"length-frequency, auto",,0.5,490,98.515,257289
2021,9,13,West River Antigonish,EFWR4,Atlantic salmon,saumon atlantique,Salmo salar,RS,fry,Not checked,,71.0,4.64,,Not checked,,,0,"length-frequency, auto",,0.5,490,98.515,257290
2021,9,13,West River Antigonish,EFWR4,Atlantic salmon,saumon atlantique,Salmo salar,RS,fry,Not checked,,63.0,2.86,,Not checked,,,0,"length-frequency, auto",,0.5,490,98.515,257291
