cruise.number_numéro.de.criosière,year_année,month_mois,day_jour,start.hour_heure.de.début,start.minute_minute.de.début,latitude,longitude,gear_équipement,species_espèce,french.name_nom.français,english.name_nom.anglais,latin.name_nom.latin,weight.caught_poids.pris,number.caught_quantité_attrapé
24,2000,7,27,13,17,46.8715,-64.61466667,No. 286 otter trawl with rockhopper,340,Poisson-alligator atlantique,ALLIGATORFISH,ASPIDOPHOROIDES MONOPTERYGIUS,0.01,0
24,2000,7,27,13,17,46.8715,-64.61466667,No. 286 otter trawl with rockhopper,2526,Crabe des neiges,SNOW CRAB (QUEEN),CHIONOECETES OPILIO,0.01,2
24,2000,7,27,13,17,46.8715,-64.61466667,No. 286 otter trawl with rockhopper,2550,Homard américain,AMERICAN LOBSTER,HOMARUS AMERICANUS,1.3,4
24,2000,7,27,13,17,46.8715,-64.61466667,No. 286 otter trawl with rockhopper,6110,Étoile de mer non spécifiée,ASTERIAS SP.,ASTERIAS SP.,0.01,10
24,2000,7,27,13,17,46.8715,-64.61466667,No. 286 otter trawl with rockhopper,6200,Ophiure  non spécifié,BRITTLE STAR,OPHIUROIDEA S.C.,0.01,0
24,2000,7,27,13,17,46.8715,-64.61466667,No. 286 otter trawl with rockhopper,6400,Oursin ,SEA URCHINS,STRONGYLOCENTROTUS SP.,0.005,0
24,2000,7,27,13,53,46.90425,-64.61641667,No. 286 otter trawl with rockhopper,12,Merluche blanche,WHITE HAKE,UROPHYCIS TENUIS,1.5,1
24,2000,7,27,13,53,46.90425,-64.61641667,No. 286 otter trawl with rockhopper,42,Limande à queue jaune,YELLOWTAIL FLOUNDER,LIMANDA FERRUGINEA,1.5,5
24,2000,7,27,13,53,46.90425,-64.61641667,No. 286 otter trawl with rockhopper,43,Plie rouge,WINTER FLOUNDER,PSEUDOPLEURONECTES AMERICANUS,2,11
24,2000,7,27,13,53,46.90425,-64.61641667,No. 286 otter trawl with rockhopper,300,Chaboisseau à dix-huit-épines,LONGHORN SCULPIN,MYOXOCEPHALUS OCTODECEMSPINOSUS,1.2,4
24,2000,7,27,13,53,46.90425,-64.61641667,No. 286 otter trawl with rockhopper,320,Hémitriptère atlantique,SEA RAVEN,HEMITRIPTERUS AMERICANUS,1.6,1
24,2000,7,27,13,53,46.90425,-64.61641667,No. 286 otter trawl with rockhopper,2513,Crabe tourteau commun,ATLANTIC ROCK CRAB,CANCER IRRORATUS,0.05,1
24,2000,7,27,13,53,46.90425,-64.61641667,No. 286 otter trawl with rockhopper,2550,Homard américain,AMERICAN LOBSTER,HOMARUS AMERICANUS,3,4
24,2000,7,27,13,53,46.90425,-64.61641667,No. 286 otter trawl with rockhopper,4320,Pétoncles,SCALLOPS,PECTINIDAE F.,0.01,2
24,2000,7,27,15,32,46.897,-64.84566667,No. 286 otter trawl with rockhopper,10,Morue franche,COD(ATLANTIC),GADUS MORHUA,0.01,1
24,2000,7,27,15,32,46.897,-64.84566667,No. 286 otter trawl with rockhopper,42,Limande à queue jaune,YELLOWTAIL FLOUNDER,LIMANDA FERRUGINEA,0.16,1
24,2000,7,27,15,32,46.897,-64.84566667,No. 286 otter trawl with rockhopper,43,Plie rouge,WINTER FLOUNDER,PSEUDOPLEURONECTES AMERICANUS,2.6,18
24,2000,7,27,15,32,46.897,-64.84566667,No. 286 otter trawl with rockhopper,63,Éperlan d'Amérique,RAINBOW SMELT,OSMERUS MORDAX,0.5,40
24,2000,7,27,15,32,46.897,-64.84566667,No. 286 otter trawl with rockhopper,122,Tanche-tautogue,CUNNER,TAUTOGOLABRUS ADSPERSUS,3.8,50
24,2000,7,27,15,32,46.897,-64.84566667,No. 286 otter trawl with rockhopper,143,Turbot de sable,BRILL/WINDOWPANE,SCOPHTHALMUS AQUOSUS,0.2,1
24,2000,7,27,15,32,46.897,-64.84566667,No. 286 otter trawl with rockhopper,204,Raie tachetée,WINTER SKATE,LEUCORAJA OCELLATA,0.21,1
24,2000,7,27,15,32,46.897,-64.84566667,No. 286 otter trawl with rockhopper,300,Chaboisseau à dix-huit-épines,LONGHORN SCULPIN,MYOXOCEPHALUS OCTODECEMSPINOSUS,0.15,1
24,2000,7,27,15,32,46.897,-64.84566667,No. 286 otter trawl with rockhopper,2550,Homard américain,AMERICAN LOBSTER,HOMARUS AMERICANUS,28.6,155
24,2000,7,27,16,26,46.93141667,-64.76466667,No. 286 otter trawl with rockhopper,42,Limande à queue jaune,YELLOWTAIL FLOUNDER,LIMANDA FERRUGINEA,1,10
24,2000,7,27,16,26,46.93141667,-64.76466667,No. 286 otter trawl with rockhopper,43,Plie rouge,WINTER FLOUNDER,PSEUDOPLEURONECTES AMERICANUS,1.1,11
24,2000,7,27,16,26,46.93141667,-64.76466667,No. 286 otter trawl with rockhopper,2550,Homard américain,AMERICAN LOBSTER,HOMARUS AMERICANUS,4.3,10
24,2000,7,27,17,8,46.95975,-64.71608333,No. 286 otter trawl with rockhopper,10,Morue franche,COD(ATLANTIC),GADUS MORHUA,0.03,3
24,2000,7,27,17,8,46.95975,-64.71608333,No. 286 otter trawl with rockhopper,42,Limande à queue jaune,YELLOWTAIL FLOUNDER,LIMANDA FERRUGINEA,1.9,15
24,2000,7,27,17,8,46.95975,-64.71608333,No. 286 otter trawl with rockhopper,43,Plie rouge,WINTER FLOUNDER,PSEUDOPLEURONECTES AMERICANUS,2.3,25
24,2000,7,27,17,8,46.95975,-64.71608333,No. 286 otter trawl with rockhopper,122,Tanche-tautogue,CUNNER,TAUTOGOLABRUS ADSPERSUS,1.3,8
24,2000,7,27,17,8,46.95975,-64.71608333,No. 286 otter trawl with rockhopper,204,Raie tachetée,WINTER SKATE,LEUCORAJA OCELLATA,1.1,1
24,2000,7,27,17,8,46.95975,-64.71608333,No. 286 otter trawl with rockhopper,300,Chaboisseau à dix-huit-épines,LONGHORN SCULPIN,MYOXOCEPHALUS OCTODECEMSPINOSUS,1.3,3
24,2000,7,27,17,8,46.95975,-64.71608333,No. 286 otter trawl with rockhopper,320,Hémitriptère atlantique,SEA RAVEN,HEMITRIPTERUS AMERICANUS,0.8,1
24,2000,7,27,17,8,46.95975,-64.71608333,No. 286 otter trawl with rockhopper,2550,Homard américain,AMERICAN LOBSTER,HOMARUS AMERICANUS,0.9,2
24,2000,7,27,18,14,46.99175,-64.56691667,No. 286 otter trawl with rockhopper,42,Limande à queue jaune,YELLOWTAIL FLOUNDER,LIMANDA FERRUGINEA,1,3
24,2000,7,27,18,14,46.99175,-64.56691667,No. 286 otter trawl with rockhopper,43,Plie rouge,WINTER FLOUNDER,PSEUDOPLEURONECTES AMERICANUS,1.1,6
24,2000,7,27,18,14,46.99175,-64.56691667,No. 286 otter trawl with rockhopper,122,Tanche-tautogue,CUNNER,TAUTOGOLABRUS ADSPERSUS,0.9,5
24,2000,7,27,19,11,46.99591667,-64.666,No. 286 otter trawl with rockhopper,42,Limande à queue jaune,YELLOWTAIL FLOUNDER,LIMANDA FERRUGINEA,1,4
24,2000,7,27,19,11,46.99591667,-64.666,No. 286 otter trawl with rockhopper,43,Plie rouge,WINTER FLOUNDER,PSEUDOPLEURONECTES AMERICANUS,3.3,17
24,2000,7,27,19,11,46.99591667,-64.666,No. 286 otter trawl with rockhopper,122,Tanche-tautogue,CUNNER,TAUTOGOLABRUS ADSPERSUS,3.8,30
24,2000,7,27,19,11,46.99591667,-64.666,No. 286 otter trawl with rockhopper,301,Chaboisseau à épines courtes,SHORTHORN SCULPIN,MYOXOCEPHALUS SCORPIUS,0.33,1
24,2000,7,27,19,11,46.99591667,-64.666,No. 286 otter trawl with rockhopper,320,Hémitriptère atlantique,SEA RAVEN,HEMITRIPTERUS AMERICANUS,0.005,0
24,2000,7,27,19,11,46.99591667,-64.666,No. 286 otter trawl with rockhopper,2550,Homard américain,AMERICAN LOBSTER,HOMARUS AMERICANUS,208,7
24,2000,7,27,19,11,46.99591667,-64.666,No. 286 otter trawl with rockhopper,6110,Étoile de mer non spécifiée,ASTERIAS SP.,ASTERIAS SP.,0.01,5
24,2000,7,27,19,11,46.99591667,-64.666,No. 286 otter trawl with rockhopper,8300,Anémone de mer non spécifiée,SEA ANEMONE,ANTHOZOA C.,0.01,1
24,2000,7,28,7,12,47.03516667,-64.65541667,No. 286 otter trawl with rockhopper,10,Morue franche,COD(ATLANTIC),GADUS MORHUA,0.01,1
24,2000,7,28,7,12,47.03516667,-64.65541667,No. 286 otter trawl with rockhopper,42,Limande à queue jaune,YELLOWTAIL FLOUNDER,LIMANDA FERRUGINEA,0.13,1
24,2000,7,28,7,12,47.03516667,-64.65541667,No. 286 otter trawl with rockhopper,43,Plie rouge,WINTER FLOUNDER,PSEUDOPLEURONECTES AMERICANUS,1.8,7
24,2000,7,28,7,12,47.03516667,-64.65541667,No. 286 otter trawl with rockhopper,122,Tanche-tautogue,CUNNER,TAUTOGOLABRUS ADSPERSUS,3,10
24,2000,7,28,7,12,47.03516667,-64.65541667,No. 286 otter trawl with rockhopper,300,Chaboisseau à dix-huit-épines,LONGHORN SCULPIN,MYOXOCEPHALUS OCTODECEMSPINOSUS,0.14,1
24,2000,7,28,7,12,47.03516667,-64.65541667,No. 286 otter trawl with rockhopper,2550,Homard américain,AMERICAN LOBSTER,HOMARUS AMERICANUS,3.9,7
24,2000,7,28,7,12,47.03516667,-64.65541667,No. 286 otter trawl with rockhopper,6110,Étoile de mer non spécifiée,ASTERIAS SP.,ASTERIAS SP.,0.01,7
24,2000,7,28,7,12,47.03516667,-64.65541667,No. 286 otter trawl with rockhopper,6600,Holothurie non spécifié,SEA CUCUMBER (UNIDENTIFIED),HOLOTHUROIDEA C.,1.7,2
24,2000,7,28,7,12,47.03516667,-64.65541667,No. 286 otter trawl with rockhopper,8300,Anémone de mer non spécifiée,SEA ANEMONE,ANTHOZOA C.,0.01,5
24,2000,7,28,8,13,47.06808333,-64.614,No. 286 otter trawl with rockhopper,10,Morue franche,COD(ATLANTIC),GADUS MORHUA,0.53,4
24,2000,7,28,8,13,47.06808333,-64.614,No. 286 otter trawl with rockhopper,42,Limande à queue jaune,YELLOWTAIL FLOUNDER,LIMANDA FERRUGINEA,0.8,6
24,2000,7,28,8,13,47.06808333,-64.614,No. 286 otter trawl with rockhopper,43,Plie rouge,WINTER FLOUNDER,PSEUDOPLEURONECTES AMERICANUS,2,9
24,2000,7,28,8,13,47.06808333,-64.614,No. 286 otter trawl with rockhopper,122,Tanche-tautogue,CUNNER,TAUTOGOLABRUS ADSPERSUS,0.54,3
24,2000,7,28,8,13,47.06808333,-64.614,No. 286 otter trawl with rockhopper,320,Hémitriptère atlantique,SEA RAVEN,HEMITRIPTERUS AMERICANUS,0.36,1
24,2000,7,28,8,13,47.06808333,-64.614,No. 286 otter trawl with rockhopper,640,Loquette d'Amérique,OCEAN POUT(COMMON),MACROZOARCES AMERICANUS,1,1
24,2000,7,28,8,13,47.06808333,-64.614,No. 286 otter trawl with rockhopper,2550,Homard américain,AMERICAN LOBSTER,HOMARUS AMERICANUS,1.5,2
24,2000,7,28,8,13,47.06808333,-64.614,No. 286 otter trawl with rockhopper,6600,Holothurie non spécifié,SEA CUCUMBER (UNIDENTIFIED),HOLOTHUROIDEA C.,2,3
24,2000,7,29,11,56,47.06808333,-64.56508333,No. 286 otter trawl with rockhopper,10,Morue franche,COD(ATLANTIC),GADUS MORHUA,1.2,3
24,2000,7,29,11,56,47.06808333,-64.56508333,No. 286 otter trawl with rockhopper,42,Limande à queue jaune,YELLOWTAIL FLOUNDER,LIMANDA FERRUGINEA,0.9,3
24,2000,7,29,11,56,47.06808333,-64.56508333,No. 286 otter trawl with rockhopper,43,Plie rouge,WINTER FLOUNDER,PSEUDOPLEURONECTES AMERICANUS,2.8,11
24,2000,7,29,11,56,47.06808333,-64.56508333,No. 286 otter trawl with rockhopper,2521,Crabe lyre (arctique),HYAS COARCTATUS,HYAS COARCTATUS,0.02,1
24,2000,7,29,11,56,47.06808333,-64.56508333,No. 286 otter trawl with rockhopper,6110,Étoile de mer non spécifiée,ASTERIAS SP.,ASTERIAS SP.,0.01,3
24,2000,7,29,11,56,47.06808333,-64.56508333,No. 286 otter trawl with rockhopper,6600,Holothurie non spécifié,SEA CUCUMBER (UNIDENTIFIED),HOLOTHUROIDEA C.,1,1
24,2000,7,29,11,56,47.06808333,-64.56508333,No. 286 otter trawl with rockhopper,8300,Anémone de mer non spécifiée,SEA ANEMONE,ANTHOZOA C.,0.01,7
24,2000,7,29,11,56,47.06808333,-64.56508333,No. 286 otter trawl with rockhopper,8600,Éponge  non spécifiée,SPONGES,PORIFERA P.,0.01,10
24,2000,7,29,12,26,47.068,-64.51525,No. 286 otter trawl with rockhopper,10,Morue franche,COD(ATLANTIC),GADUS MORHUA,1.1,3
24,2000,7,29,12,26,47.068,-64.51525,No. 286 otter trawl with rockhopper,42,Limande à queue jaune,YELLOWTAIL FLOUNDER,LIMANDA FERRUGINEA,1.1,5
24,2000,7,29,12,26,47.068,-64.51525,No. 286 otter trawl with rockhopper,43,Plie rouge,WINTER FLOUNDER,PSEUDOPLEURONECTES AMERICANUS,3.1,16
24,2000,7,29,12,26,47.068,-64.51525,No. 286 otter trawl with rockhopper,300,Chaboisseau à dix-huit-épines,LONGHORN SCULPIN,MYOXOCEPHALUS OCTODECEMSPINOSUS,0.9,1
24,2000,7,29,12,26,47.068,-64.51525,No. 286 otter trawl with rockhopper,301,Chaboisseau à épines courtes,SHORTHORN SCULPIN,MYOXOCEPHALUS SCORPIUS,1.2,1
24,2000,7,29,12,26,47.068,-64.51525,No. 286 otter trawl with rockhopper,2416,Crevette grise non spécifiée,CRANGON SP.,CRANGON SP.,0.01,1
24,2000,7,29,12,26,47.068,-64.51525,No. 286 otter trawl with rockhopper,2521,Crabe lyre (arctique),HYAS COARCTATUS,HYAS COARCTATUS,0.8,2
24,2000,7,29,12,26,47.068,-64.51525,No. 286 otter trawl with rockhopper,3100,Polychète  non spécifié,BRISTLE WORMS,POLYCHAETA C.,0.01,1
24,2000,7,29,12,26,47.068,-64.51525,No. 286 otter trawl with rockhopper,6110,Étoile de mer non spécifiée,ASTERIAS SP.,ASTERIAS SP.,0.01,6
24,2000,7,29,12,26,47.068,-64.51525,No. 286 otter trawl with rockhopper,6400,Oursin ,SEA URCHINS,STRONGYLOCENTROTUS SP.,0.01,2
24,2000,7,29,12,26,47.068,-64.51525,No. 286 otter trawl with rockhopper,8300,Anémone de mer non spécifiée,SEA ANEMONE,ANTHOZOA C.,1.8,3
24,2000,7,29,12,56,47.06675,-64.46641667,No. 286 otter trawl with rockhopper,10,Morue franche,COD(ATLANTIC),GADUS MORHUA,0.8,2
24,2000,7,29,12,56,47.06675,-64.46641667,No. 286 otter trawl with rockhopper,42,Limande à queue jaune,YELLOWTAIL FLOUNDER,LIMANDA FERRUGINEA,1.7,15
24,2000,7,29,12,56,47.06675,-64.46641667,No. 286 otter trawl with rockhopper,43,Plie rouge,WINTER FLOUNDER,PSEUDOPLEURONECTES AMERICANUS,3.3,14
24,2000,7,29,12,56,47.06675,-64.46641667,No. 286 otter trawl with rockhopper,300,Chaboisseau à dix-huit-épines,LONGHORN SCULPIN,MYOXOCEPHALUS OCTODECEMSPINOSUS,1,4
24,2000,7,29,12,56,47.06675,-64.46641667,No. 286 otter trawl with rockhopper,512,Limace marbrée,"SEASNAIL,DUSKY",LIPARIS GIBBUS,0.5,1
24,2000,7,29,12,56,47.06675,-64.46641667,No. 286 otter trawl with rockhopper,2550,Homard américain,AMERICAN LOBSTER,HOMARUS AMERICANUS,1.1,1
24,2000,7,29,12,56,47.06675,-64.46641667,No. 286 otter trawl with rockhopper,6200,Ophiure  non spécifié,BRITTLE STAR,OPHIUROIDEA S.C.,0.24,2
24,2000,7,29,12,56,47.06675,-64.46641667,No. 286 otter trawl with rockhopper,6600,Holothurie non spécifié,SEA CUCUMBER (UNIDENTIFIED),HOLOTHUROIDEA C.,1.4,2
24,2000,7,29,13,42,47.03291667,-64.46383333,No. 286 otter trawl with rockhopper,42,Limande à queue jaune,YELLOWTAIL FLOUNDER,LIMANDA FERRUGINEA,2.3,15
