"source","latin.name_nom.latin","english.name_nom.anglais","french.name_nom.français","year","month","number.otoliths_nombre.otolithes"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1978,6,192
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1978,7,240
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1978,8,127
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1978,9,74
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1978,10,68
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,1,54
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,4,33
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,5,35
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,6,133
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,7,32
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,8,168
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,10,34
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,11,107
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1980,4,68
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1980,5,114
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1980,6,129
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1980,7,31
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1980,8,36
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1980,10,63
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1981,1,46
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1981,4,26
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1981,5,87
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1981,6,79
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1981,7,84
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1981,8,165
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1981,9,20
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1981,10,34
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1982,5,120
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1982,6,179
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1982,7,112
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1982,8,81
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1982,11,70
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,6,77
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,7,124
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,8,241
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,9,116
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,10,85
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,11,80
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,12,103
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1984,6,248
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1984,7,339
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1984,8,240
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1984,9,144
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1984,10,195
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1986,5,138
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1986,6,148
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1986,7,590
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1986,8,169
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1986,9,164
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1986,10,160
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1986,11,16
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1987,5,229
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1987,6,422
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1987,7,319
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1987,8,435
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1987,9,295
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1987,10,508
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1987,11,247
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1988,4,44
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1988,5,105
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1988,6,298
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1988,7,132
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1988,8,235
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1988,9,196
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1988,10,195
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1988,11,104
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1989,4,13
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1989,5,320
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1989,6,625
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1989,7,265
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1989,8,484
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1989,9,233
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1989,10,245
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1989,11,92
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1990,5,133
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1990,6,349
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1990,7,370
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1990,8,321
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1990,9,237
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1990,10,439
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1990,11,18
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1991,5,470
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1991,6,387
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1991,7,331
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1991,8,111
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1991,9,61
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1991,10,282
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1991,11,100
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1992,5,245
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1992,6,386
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1992,7,356
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1992,8,204
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1992,9,113
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1992,10,221
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1992,11,145
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1993,5,54
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1993,6,184
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1993,7,198
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1993,8,169
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1993,9,100
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1993,10,63
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1994,5,62
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1994,6,293
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1994,7,213
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1994,8,45
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1994,9,55
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1994,10,198
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1995,5,63
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1995,6,122
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1995,7,241
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1995,8,251
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1995,9,107
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1995,10,450
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1996,6,131
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1996,7,410
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1996,8,225
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1996,9,62
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1996,10,257
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1997,5,107
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1997,6,193
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1997,7,337
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1997,8,117
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1997,9,110
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1997,10,253
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1997,11,38
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1998,5,114
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1998,6,127
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1998,7,31
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1998,8,335
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1998,9,78
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1998,10,99
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1998,11,28
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1999,5,71
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1999,6,136
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1999,7,75
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1999,8,343
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1999,9,195
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1999,10,172
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2000,4,28
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2000,5,87
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2000,6,62
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2000,8,313
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2000,9,490
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2000,10,219
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2001,4,31
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2001,5,84
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2001,6,236
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2001,7,130
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2001,8,40
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2001,9,194
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2001,10,317
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2001,11,85
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2002,4,24
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2002,5,176
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2002,6,203
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2002,7,21
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2002,8,19
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2002,9,164
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2002,10,63
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2002,11,52
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2003,6,29
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2003,7,53
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2003,9,174
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2003,10,89
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2004,6,59
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2004,7,20
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2004,8,80
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2004,9,44
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2004,10,128
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2005,5,21
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2005,6,61
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2005,8,80
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2005,10,144
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2006,5,56
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2006,6,79
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2006,7,58
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2006,8,38
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2006,10,184
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2007,5,35
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2007,6,88
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2007,7,60
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2007,8,47
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2007,9,23
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2007,10,113
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2008,5,81
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2008,6,92
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2008,7,62
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2008,8,16
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2008,9,12
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2008,10,54
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2009,5,63
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2009,6,60
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2009,8,55
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2009,9,44
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2010,4,30
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2010,5,24
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2010,6,91
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2010,10,44
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2011,5,66
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2011,6,99
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2011,7,27
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2011,8,32
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2012,5,60
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2012,6,146
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2013,5,27
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2013,6,72
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2014,5,25
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2014,6,32
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2015,5,86
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2016,5,34
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2016,6,18
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2017,5,26
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2017,6,80
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2017,7,20
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2018,5,26
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2018,6,33
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2018,8,34
"RV","Gadus morhua","Atlantic Cod","Morue franche",1970,9,1975
"RV","Gadus morhua","Atlantic Cod","Morue franche",1971,9,1782
"RV","Gadus morhua","Atlantic Cod","Morue franche",1972,9,1760
"RV","Gadus morhua","Atlantic Cod","Morue franche",1973,8,11
"RV","Gadus morhua","Atlantic Cod","Morue franche",1973,9,1757
"RV","Gadus morhua","Atlantic Cod","Morue franche",1974,9,1135
"RV","Gadus morhua","Atlantic Cod","Morue franche",1975,9,1245
"RV","Gadus morhua","Atlantic Cod","Morue franche",1976,9,1292
"RV","Gadus morhua","Atlantic Cod","Morue franche",1977,9,1567
"RV","Gadus morhua","Atlantic Cod","Morue franche",1978,9,1358
"RV","Gadus morhua","Atlantic Cod","Morue franche",1978,10,139
"RV","Gadus morhua","Atlantic Cod","Morue franche",1979,9,1869
"RV","Gadus morhua","Atlantic Cod","Morue franche",1979,10,47
"RV","Gadus morhua","Atlantic Cod","Morue franche",1980,9,2086
"RV","Gadus morhua","Atlantic Cod","Morue franche",1981,9,2309
"RV","Gadus morhua","Atlantic Cod","Morue franche",1982,9,1807
"RV","Gadus morhua","Atlantic Cod","Morue franche",1983,9,2207
"RV","Gadus morhua","Atlantic Cod","Morue franche",1984,8,415
"RV","Gadus morhua","Atlantic Cod","Morue franche",1984,9,2336
"RV","Gadus morhua","Atlantic Cod","Morue franche",1985,9,5431
"RV","Gadus morhua","Atlantic Cod","Morue franche",1986,9,3166
"RV","Gadus morhua","Atlantic Cod","Morue franche",1987,8,2
"RV","Gadus morhua","Atlantic Cod","Morue franche",1987,9,3107
"RV","Gadus morhua","Atlantic Cod","Morue franche",1988,9,3142
"RV","Gadus morhua","Atlantic Cod","Morue franche",1989,9,3694
"RV","Gadus morhua","Atlantic Cod","Morue franche",1990,9,2900
"RV","Gadus morhua","Atlantic Cod","Morue franche",1991,9,3277
"RV","Gadus morhua","Atlantic Cod","Morue franche",1992,8,22
"RV","Gadus morhua","Atlantic Cod","Morue franche",1992,9,2571
"RV","Gadus morhua","Atlantic Cod","Morue franche",1993,9,2968
"RV","Gadus morhua","Atlantic Cod","Morue franche",1994,9,3017
"RV","Gadus morhua","Atlantic Cod","Morue franche",1995,9,3432
"RV","Gadus morhua","Atlantic Cod","Morue franche",1996,9,3532
"RV","Gadus morhua","Atlantic Cod","Morue franche",1997,9,3615
"RV","Gadus morhua","Atlantic Cod","Morue franche",1998,9,2968
"RV","Gadus morhua","Atlantic Cod","Morue franche",1999,9,2604
"RV","Gadus morhua","Atlantic Cod","Morue franche",2000,9,2115
"RV","Gadus morhua","Atlantic Cod","Morue franche",2001,9,1754
"RV","Gadus morhua","Atlantic Cod","Morue franche",2002,9,1829
"RV","Gadus morhua","Atlantic Cod","Morue franche",2003,9,697
"RV","Gadus morhua","Atlantic Cod","Morue franche",2004,9,1791
"RV","Gadus morhua","Atlantic Cod","Morue franche",2005,9,1518
"RV","Gadus morhua","Atlantic Cod","Morue franche",2006,9,1630
"RV","Gadus morhua","Atlantic Cod","Morue franche",2007,9,1498
"RV","Gadus morhua","Atlantic Cod","Morue franche",2008,8,147
"RV","Gadus morhua","Atlantic Cod","Morue franche",2008,9,1424
"RV","Gadus morhua","Atlantic Cod","Morue franche",2009,9,977
"RV","Gadus morhua","Atlantic Cod","Morue franche",2010,9,1169
"RV","Gadus morhua","Atlantic Cod","Morue franche",2011,9,820
"RV","Gadus morhua","Atlantic Cod","Morue franche",2011,10,57
"RV","Gadus morhua","Atlantic Cod","Morue franche",2012,9,1153
"RV","Gadus morhua","Atlantic Cod","Morue franche",2013,9,1210
"RV","Gadus morhua","Atlantic Cod","Morue franche",2014,9,1338
"RV","Gadus morhua","Atlantic Cod","Morue franche",2015,9,1425
"RV","Gadus morhua","Atlantic Cod","Morue franche",2016,9,943
"RV","Gadus morhua","Atlantic Cod","Morue franche",2017,9,364
"RV","Gadus morhua","Atlantic Cod","Morue franche",2018,9,700
"RV","Gadus morhua","Atlantic Cod","Morue franche",2018,10,19
"RV","Gadus morhua","Atlantic Cod","Morue franche",2019,9,503
"RV","Gadus morhua","Atlantic Cod","Morue franche",2019,10,2
