"year__annee","month__mois","day__jour","start_hour__heure_de_depart","start_minute__minute_de_depart","latitude","longitude","gear__equipement","species__espece","french_name__nom_francais","english_name__nom_anglais","latin_name__nom_latin","weight_caught__poids_pris","number_caught__quantite_attrape"
2012,6,28,15,43,46.2934166666667,-64.2743333333333,"8 gang toothed scallop drag lined with 14 mm mesh",2513,"Crabe commun","Atlantic rock crab","Cancer irroratus",0,13
2012,6,28,15,43,46.2934166666667,-64.2743333333333,"8 gang toothed scallop drag lined with 14 mm mesh",2539,"Crabe calico","Lady crab","Ovalipes ocellatus",0,2
2012,6,28,15,43,46.2934166666667,-64.2743333333333,"8 gang toothed scallop drag lined with 14 mm mesh",2561,"Bernards l'hermite droitiers non-spécifié","Right handed hermit crab unidentified","Pagurus sp.",0,3
2012,6,28,15,43,46.2934166666667,-64.2743333333333,"8 gang toothed scallop drag lined with 14 mm mesh",4221,"Natice de l'Atlantique ou héros","Northern moonsnail","Euspira heros",0,1
2012,6,28,15,43,46.2934166666667,-64.2743333333333,"8 gang toothed scallop drag lined with 14 mm mesh",4316,"Astarte non-spécifié","Astarte unidentified","Astarte sp.",0,78
2012,6,28,15,43,46.2934166666667,-64.2743333333333,"8 gang toothed scallop drag lined with 14 mm mesh",4317,"Mactre de l'Atlantique","Atlantic surf clam","Spisula solidissima",0,1
2012,6,28,15,43,46.2934166666667,-64.2743333333333,"8 gang toothed scallop drag lined with 14 mm mesh",6110,"Asterias non-spécifié","Asterias unidentified","Asterias sp.",2.97,78
2012,6,28,15,43,46.2934166666667,-64.2743333333333,"8 gang toothed scallop drag lined with 14 mm mesh",6119,"Petite étoile rouge sang","Fat blood star","Henricia sanguinolenta",0,3
2012,6,28,15,43,46.2934166666667,-64.2743333333333,"8 gang toothed scallop drag lined with 14 mm mesh",6511,"Oursin plat","Common sand dollar","Echinarachnius parma",9.28,840
2012,6,28,15,43,46.2934166666667,-64.2743333333333,"8 gang toothed scallop drag lined with 14 mm mesh",8600,"Porifera non-spécifié","Sponge unidentified","Porifera",1.24,0
2012,6,28,16,21,46.2690833333333,-64.305,"8 gang toothed scallop drag lined with 14 mm mesh",43,"Plie rouge","Winter flounder","Pseudopleuronectes americanus",0,3
2012,6,28,16,21,46.2690833333333,-64.305,"8 gang toothed scallop drag lined with 14 mm mesh",122,"Tanche-tautogue","Cunner","Tautogolabrus adspersus",0,4
2012,6,28,16,21,46.2690833333333,-64.305,"8 gang toothed scallop drag lined with 14 mm mesh",143,"Turbot de sable","Windowpane flounder","Scophthalmus aquosus",0,1
2012,6,28,16,21,46.2690833333333,-64.305,"8 gang toothed scallop drag lined with 14 mm mesh",2513,"Crabe commun","Atlantic rock crab","Cancer irroratus",1.9,16
2012,6,28,16,21,46.2690833333333,-64.305,"8 gang toothed scallop drag lined with 14 mm mesh",2561,"Bernards l'hermite droitiers non-spécifié","Right handed hermit crab unidentified","Pagurus sp.",0,1
2012,6,28,16,21,46.2690833333333,-64.305,"8 gang toothed scallop drag lined with 14 mm mesh",4221,"Natice de l'Atlantique ou héros","Northern moonsnail","Euspira heros",0,2
2012,6,28,16,21,46.2690833333333,-64.305,"8 gang toothed scallop drag lined with 14 mm mesh",4316,"Astarte non-spécifié","Astarte unidentified","Astarte sp.",0,8
2012,6,28,16,21,46.2690833333333,-64.305,"8 gang toothed scallop drag lined with 14 mm mesh",6110,"Asterias non-spécifié","Asterias unidentified","Asterias sp.",0.43,34
2012,6,28,16,21,46.2690833333333,-64.305,"8 gang toothed scallop drag lined with 14 mm mesh",6511,"Oursin plat","Common sand dollar","Echinarachnius parma",1.03,752
2012,6,28,16,21,46.2690833333333,-64.305,"8 gang toothed scallop drag lined with 14 mm mesh",8600,"Porifera non-spécifié","Sponge unidentified","Porifera",0.26,0
2012,6,29,9,50,46.2199166666667,-63.9630833333333,"8 gang toothed scallop drag lined with 14 mm mesh",43,"Plie rouge","Winter flounder","Pseudopleuronectes americanus",0,1
2012,6,29,9,50,46.2199166666667,-63.9630833333333,"8 gang toothed scallop drag lined with 14 mm mesh",300,"Chaboisseau à dix-huit-épines","Longhorn sculpin","Myoxocephalus octodecemspinosus",0,1
2012,6,29,9,50,46.2199166666667,-63.9630833333333,"8 gang toothed scallop drag lined with 14 mm mesh",2416,"Crangon crevette non-spécifié","Crangon shrimp unidentified","Crangon sp.",0,1
2012,6,29,9,50,46.2199166666667,-63.9630833333333,"8 gang toothed scallop drag lined with 14 mm mesh",2513,"Crabe commun","Atlantic rock crab","Cancer irroratus",0.25,2
2012,6,29,9,50,46.2199166666667,-63.9630833333333,"8 gang toothed scallop drag lined with 14 mm mesh",2539,"Crabe calico","Lady crab","Ovalipes ocellatus",0.75,2
2012,6,29,9,50,46.2199166666667,-63.9630833333333,"8 gang toothed scallop drag lined with 14 mm mesh",4221,"Natice de l'Atlantique ou héros","Northern moonsnail","Euspira heros",0,1
2012,6,29,9,50,46.2199166666667,-63.9630833333333,"8 gang toothed scallop drag lined with 14 mm mesh",4316,"Astarte non-spécifié","Astarte unidentified","Astarte sp.",0,6
2012,6,29,9,50,46.2199166666667,-63.9630833333333,"8 gang toothed scallop drag lined with 14 mm mesh",6110,"Asterias non-spécifié","Asterias unidentified","Asterias sp.",0,4
2012,6,29,9,50,46.2199166666667,-63.9630833333333,"8 gang toothed scallop drag lined with 14 mm mesh",6511,"Oursin plat","Common sand dollar","Echinarachnius parma",25.1,2816
2012,6,29,9,50,46.2199166666667,-63.9630833333333,"8 gang toothed scallop drag lined with 14 mm mesh",8600,"Porifera non-spécifié","Sponge unidentified","Porifera",0,1
2012,6,29,10,24,46.1885833333333,-63.9995,"8 gang toothed scallop drag lined with 14 mm mesh",122,"Tanche-tautogue","Cunner","Tautogolabrus adspersus",0,1
2012,6,29,10,24,46.1885833333333,-63.9995,"8 gang toothed scallop drag lined with 14 mm mesh",301,"Chaboisseau à épines courtes","Shorthorn sculpin","Myoxocephalus scorpius",0.1,12
2012,6,29,10,24,46.1885833333333,-63.9995,"8 gang toothed scallop drag lined with 14 mm mesh",6110,"Asterias non-spécifié","Asterias unidentified","Asterias sp.",0,2
2012,6,29,10,24,46.1885833333333,-63.9995,"8 gang toothed scallop drag lined with 14 mm mesh",6511,"Oursin plat","Common sand dollar","Echinarachnius parma",0,1
2012,6,29,10,24,46.1885833333333,-63.9995,"8 gang toothed scallop drag lined with 14 mm mesh",8300,"Anthozoa non-spécifié","Anthozoa unidentified","Anthozoa (c.)",0,1
2012,6,29,10,24,46.1885833333333,-63.9995,"8 gang toothed scallop drag lined with 14 mm mesh",9500,"Vase","Mud",NA,0,2
2012,6,29,10,24,46.1885833333333,-63.9995,"8 gang toothed scallop drag lined with 14 mm mesh",9992,NA,"Second Unidentified Per Set",NA,2.64,0
2012,6,29,10,24,46.1885833333333,-63.9995,"8 gang toothed scallop drag lined with 14 mm mesh",9993,NA,"Third Unidentified Per Set",NA,0,0
2012,6,29,10,52,46.2195,-63.9768333333333,"8 gang toothed scallop drag lined with 14 mm mesh",122,"Tanche-tautogue","Cunner","Tautogolabrus adspersus",0,1
2012,6,29,10,52,46.2195,-63.9768333333333,"8 gang toothed scallop drag lined with 14 mm mesh",301,"Chaboisseau à épines courtes","Shorthorn sculpin","Myoxocephalus scorpius",0,2
2012,6,29,10,52,46.2195,-63.9768333333333,"8 gang toothed scallop drag lined with 14 mm mesh",2513,"Crabe commun","Atlantic rock crab","Cancer irroratus",0,2
2012,6,29,10,52,46.2195,-63.9768333333333,"8 gang toothed scallop drag lined with 14 mm mesh",2561,"Bernards l'hermite droitiers non-spécifié","Right handed hermit crab unidentified","Pagurus sp.",0,2
2012,6,29,10,52,46.2195,-63.9768333333333,"8 gang toothed scallop drag lined with 14 mm mesh",4221,"Natice de l'Atlantique ou héros","Northern moonsnail","Euspira heros",0,1
2012,6,29,10,52,46.2195,-63.9768333333333,"8 gang toothed scallop drag lined with 14 mm mesh",4316,"Astarte non-spécifié","Astarte unidentified","Astarte sp.",0,2
2012,6,29,10,52,46.2195,-63.9768333333333,"8 gang toothed scallop drag lined with 14 mm mesh",6119,"Petite étoile rouge sang","Fat blood star","Henricia sanguinolenta",0,1
2012,6,29,10,52,46.2195,-63.9768333333333,"8 gang toothed scallop drag lined with 14 mm mesh",6511,"Oursin plat","Common sand dollar","Echinarachnius parma",8.16,800
2012,6,29,10,52,46.2195,-63.9768333333333,"8 gang toothed scallop drag lined with 14 mm mesh",8400,"Hydrozoa non-spécifié","Hydrozoa unidentified","Hydrozoa (c.)",2.41,0
2012,6,29,10,52,46.2195,-63.9768333333333,"8 gang toothed scallop drag lined with 14 mm mesh",8600,"Porifera non-spécifié","Sponge unidentified","Porifera",0.18,4
2012,6,29,10,52,46.2195,-63.9768333333333,"8 gang toothed scallop drag lined with 14 mm mesh",9302,"Ulva non-spécifié","Sea lettuce unidentified","Ulva sp.",0,1
2012,6,29,11,13,46.2323333333333,-63.95175,"8 gang toothed scallop drag lined with 14 mm mesh",43,"Plie rouge","Winter flounder","Pseudopleuronectes americanus",0.35,6
2012,6,29,11,13,46.2323333333333,-63.95175,"8 gang toothed scallop drag lined with 14 mm mesh",2416,"Crangon crevette non-spécifié","Crangon shrimp unidentified","Crangon sp.",0,2
2012,6,29,11,13,46.2323333333333,-63.95175,"8 gang toothed scallop drag lined with 14 mm mesh",2513,"Crabe commun","Atlantic rock crab","Cancer irroratus",0.4,4
2012,6,29,11,13,46.2323333333333,-63.95175,"8 gang toothed scallop drag lined with 14 mm mesh",4316,"Astarte non-spécifié","Astarte unidentified","Astarte sp.",0.4,30
2012,6,29,11,13,46.2323333333333,-63.95175,"8 gang toothed scallop drag lined with 14 mm mesh",6110,"Asterias non-spécifié","Asterias unidentified","Asterias sp.",0,15
2012,6,29,11,13,46.2323333333333,-63.95175,"8 gang toothed scallop drag lined with 14 mm mesh",6113,"Grande astérie polaire","Polar six-rayed star","Leptasterias (Hexasterias) polaris",0,1
2012,6,29,11,13,46.2323333333333,-63.95175,"8 gang toothed scallop drag lined with 14 mm mesh",6119,"Petite étoile rouge sang","Fat blood star","Henricia sanguinolenta",0,8
2012,6,29,11,13,46.2323333333333,-63.95175,"8 gang toothed scallop drag lined with 14 mm mesh",6511,"Oursin plat","Common sand dollar","Echinarachnius parma",49.3,5024
2012,6,29,11,13,46.2323333333333,-63.95175,"8 gang toothed scallop drag lined with 14 mm mesh",8300,"Anthozoa non-spécifié","Anthozoa unidentified","Anthozoa (c.)",0,0
2012,6,29,11,13,46.2323333333333,-63.95175,"8 gang toothed scallop drag lined with 14 mm mesh",8600,"Porifera non-spécifié","Sponge unidentified","Porifera",0.5,1
2012,6,29,11,13,46.2323333333333,-63.95175,"8 gang toothed scallop drag lined with 14 mm mesh",9994,NA,"Fourth Unidentified Per Set",NA,0,2
2012,6,29,13,0,46.2364166666667,-63.8829166666667,"8 gang toothed scallop drag lined with 14 mm mesh",122,"Tanche-tautogue","Cunner","Tautogolabrus adspersus",0,3
2012,6,29,13,0,46.2364166666667,-63.8829166666667,"8 gang toothed scallop drag lined with 14 mm mesh",301,"Chaboisseau à épines courtes","Shorthorn sculpin","Myoxocephalus scorpius",0,2
2012,6,29,13,0,46.2364166666667,-63.8829166666667,"8 gang toothed scallop drag lined with 14 mm mesh",320,"Hémitriptère atlantique","Sea raven","Hemitripterus americanus",0,1
2012,6,29,13,0,46.2364166666667,-63.8829166666667,"8 gang toothed scallop drag lined with 14 mm mesh",640,"Loquette d'Amérique","Ocean pout","Zoarces americanus",0,1
2012,6,29,13,0,46.2364166666667,-63.8829166666667,"8 gang toothed scallop drag lined with 14 mm mesh",2513,"Crabe commun","Atlantic rock crab","Cancer irroratus",1.28,25
2012,6,29,13,0,46.2364166666667,-63.8829166666667,"8 gang toothed scallop drag lined with 14 mm mesh",2520,"Crabes lyre non-spécifié","Toad crab unidentified","Hyas sp.",0,1
2012,6,29,13,0,46.2364166666667,-63.8829166666667,"8 gang toothed scallop drag lined with 14 mm mesh",2820,"Gammarus non-spécifié","Gammarus unidentified","Gammarus sp.",0,1
2012,6,29,13,0,46.2364166666667,-63.8829166666667,"8 gang toothed scallop drag lined with 14 mm mesh",4316,"Astarte non-spécifié","Astarte unidentified","Astarte sp.",0.28,47
2012,6,29,13,0,46.2364166666667,-63.8829166666667,"8 gang toothed scallop drag lined with 14 mm mesh",4321,"Pétoncle géant","Sea scallop","Placopecten magellanicus",0.2,4
2012,6,29,13,0,46.2364166666667,-63.8829166666667,"8 gang toothed scallop drag lined with 14 mm mesh",6110,"Asterias non-spécifié","Asterias unidentified","Asterias sp.",0,7
2012,6,29,13,0,46.2364166666667,-63.8829166666667,"8 gang toothed scallop drag lined with 14 mm mesh",6119,"Petite étoile rouge sang","Fat blood star","Henricia sanguinolenta",0,41
